canonical_unit_id,horizon,split,matched_comparator_status,event_count
r02_simple_rs20_continuation_natural_exit_v0,H10,robustness,comparable,1170
r02_simple_rs20_continuation_natural_exit_v0,H10,train,comparable,1983
r02_simple_rs20_continuation_natural_exit_v0,H10,validation,comparable,1184
r02_simple_rs20_continuation_natural_exit_v0,H20,robustness,comparable,1123
r02_simple_rs20_continuation_natural_exit_v0,H20,train,comparable,1921
r02_simple_rs20_continuation_natural_exit_v0,H20,validation,comparable,1148
r02_simple_rs20_continuation_natural_exit_v0,H5,robustness,comparable,1196
r02_simple_rs20_continuation_natural_exit_v0,H5,train,comparable,2041
r02_simple_rs20_continuation_natural_exit_v0,H5,validation,comparable,1205
