canonical_unit_id,split,right_tail_path_status,event_count
r02_simple_rs20_continuation_natural_exit_v0,robustness,censored_provider_end,295
r02_simple_rs20_continuation_natural_exit_v0,robustness,complete_same_split_120d,916
r02_simple_rs20_continuation_natural_exit_v0,train,complete_cross_split_120d_readonly,337
r02_simple_rs20_continuation_natural_exit_v0,train,complete_same_split_120d,1728
r02_simple_rs20_continuation_natural_exit_v0,validation,complete_cross_split_120d_readonly,275
r02_simple_rs20_continuation_natural_exit_v0,validation,complete_same_split_120d,942
