canonical_unit_id,horizon,split,decomposition_axis,decomposition_value,complete_event_count,mean_net_return,median_net_return,p10_net_return,loss_rate,relative_comparable_event_share,mean_matched_delta_return,median_matched_delta_return,p10_matched_delta_return,matched_loss_rate_delta,event_share,net_return_contribution_share,matched_delta_contribution_share
r02_simple_rs20_continuation_natural_exit_v0,H10,robustness,rank_pct_ret20_bucket_at_D,bucket_080_085,416,-0.003691124221639333,-0.010475818899370493,-0.07905773372392944,0.5576923076923077,1.0,0.0023309490516038893,-0.001897693545392487,-0.06348489129769624,-0.05769230769230771,0.35555555555555557,1.0,1.0
r02_simple_rs20_continuation_natural_exit_v0,H10,robustness,rank_pct_ret20_bucket_at_D,bucket_085_090,343,-0.004200400787349479,-0.01868876571959599,-0.08457366897116352,0.6180758017492711,1.0,0.000548693023688748,-0.007980978874196576,-0.07397752744586297,-0.017492711370262426,0.2931623931623932,1.0,1.0
r02_simple_rs20_continuation_natural_exit_v0,H10,robustness,rank_pct_ret20_bucket_at_D,bucket_090_095,248,-0.003124534231010528,-0.01258417927812594,-0.09082522210101157,0.5725806451612904,1.0,0.0013097120889557004,-0.0051723919568773535,-0.08136756152522287,0.0,0.21196581196581196,1.0,1.0
r02_simple_rs20_continuation_natural_exit_v0,H10,robustness,rank_pct_ret20_bucket_at_D,bucket_095_100,163,-0.004650232140769069,-0.020791919541576664,-0.10322438554964915,0.656441717791411,1.0,-0.002782328188630788,-0.01838218433113703,-0.1084539516465223,0.07361963190184051,0.13931623931623932,1.0,1.0
r02_simple_rs20_continuation_natural_exit_v0,H10,train,rank_pct_ret20_bucket_at_D,bucket_080_085,665,-0.004423779690904696,-0.010967098703888123,-0.10141877374923206,0.5684210526315789,1.0,0.0011569784595180466,-0.004855554080767321,-0.08268777433575204,-0.012030075187969946,0.33535047907211296,1.0,1.0
r02_simple_rs20_continuation_natural_exit_v0,H10,train,rank_pct_ret20_bucket_at_D,bucket_085_090,582,-0.0024043358211429354,-0.013022449755463017,-0.09648363542094954,0.5584192439862543,1.0,0.0009879841642086043,-0.009599184613520662,-0.0855527856127218,0.00859106529209619,0.2934947049924357,1.0,1.0
r02_simple_rs20_continuation_natural_exit_v0,H10,train,rank_pct_ret20_bucket_at_D,bucket_090_095,425,-0.006181755757231428,-0.006081946744590838,-0.11148982683181435,0.5341176470588235,1.0,-4.141036439794962e-06,-0.004241085466321182,-0.10039875475096496,-0.05647058823529416,0.21432173474533536,1.0,1.0
r02_simple_rs20_continuation_natural_exit_v0,H10,train,rank_pct_ret20_bucket_at_D,bucket_095_100,311,0.010279532460239367,0.0013572869201290416,-0.10899553455010702,0.4983922829581994,1.0,0.012440797387755132,0.005954936932584753,-0.10516452112448615,-0.048231511254019255,0.156833081190116,1.0,1.0
r02_simple_rs20_continuation_natural_exit_v0,H10,validation,rank_pct_ret20_bucket_at_D,bucket_080_085,387,-0.019887438556157204,-0.02504132262682046,-0.09047608993835084,0.6821705426356589,1.0,-0.0065983528349006495,-0.007128503666210428,-0.07905406276673319,-0.012919896640826933,0.3268581081081081,1.0,1.0
r02_simple_rs20_continuation_natural_exit_v0,H10,validation,rank_pct_ret20_bucket_at_D,bucket_085_090,341,-0.015685165426970897,-0.0245361707782058,-0.10025162067460103,0.6480938416422287,1.0,-0.0006514053661275911,-0.003984699029513372,-0.07839888924068861,-0.055718475073313845,0.28800675675675674,1.0,1.0
