canonical_unit_id,source_requirement_section,formula_name,frozen_constant_name,frozen_constant_value,formula_text_hash,formula_constants_hash,implementation_hash,status
r02_simple_rs20_continuation_natural_exit_v0,R02 §7,r02_simple_rs20_continuation_natural_exit_v0,ret20_window_trading_days,20,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,frozen
r02_simple_rs20_continuation_natural_exit_v0,R02 §7,r02_simple_rs20_continuation_natural_exit_v0,ret5_window_trading_days,5,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,frozen
r02_simple_rs20_continuation_natural_exit_v0,R02 §7,r02_simple_rs20_continuation_natural_exit_v0,ma20_window_trading_days,20,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,frozen
r02_simple_rs20_continuation_natural_exit_v0,R02 §7,r02_simple_rs20_continuation_natural_exit_v0,avg_money20_window_trading_days,20,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,frozen
r02_simple_rs20_continuation_natural_exit_v0,R02 §7,r02_simple_rs20_continuation_natural_exit_v0,avg_money20_floor_cny,50000000,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,frozen
r02_simple_rs20_continuation_natural_exit_v0,R02 §7,r02_simple_rs20_continuation_natural_exit_v0,rank_pct_ret20_threshold,0.8,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,frozen
r02_simple_rs20_continuation_natural_exit_v0,R02 §7,r02_simple_rs20_continuation_natural_exit_v0,ret5_sign_rule,strictly_gt_0,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,frozen
r02_simple_rs20_continuation_natural_exit_v0,R02 §7,r02_simple_rs20_continuation_natural_exit_v0,close_vs_ma20_rule,strictly_gt,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,frozen
r02_simple_rs20_continuation_natural_exit_v0,R02 §7,r02_simple_rs20_continuation_natural_exit_v0,weekly_observation_cadence,iso_week_last_trading_day,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,frozen
r02_simple_rs20_continuation_natural_exit_v0,R02 §7,r02_simple_rs20_continuation_natural_exit_v0,rank_cross_section_min_count,100,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,frozen
r02_simple_rs20_continuation_natural_exit_v0,R02 §7,r02_simple_rs20_continuation_natural_exit_v0,episode_merge_gap_trading_days,20,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,frozen
r02_simple_rs20_continuation_natural_exit_v0,R02 §7,r02_simple_rs20_continuation_natural_exit_v0,right_tail_horizon_trading_days,120,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,frozen
r02_simple_rs20_continuation_natural_exit_v0,R02 §7,r02_simple_rs20_continuation_natural_exit_v0,right_tail_plus20_threshold,0.2,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,frozen
r02_simple_rs20_continuation_natural_exit_v0,R02 §7,r02_simple_rs20_continuation_natural_exit_v0,right_tail_plus50_threshold,0.5,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,ff9d5b1b29011ed5af79317a5449d4d2764339b2cbdf0e9974debd8951d28670,frozen
r02_weekly_liquid_universe_baseline_v0,R02 §7,r02_weekly_liquid_universe_baseline_v0,ret20_window_trading_days,20,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,frozen
r02_weekly_liquid_universe_baseline_v0,R02 §7,r02_weekly_liquid_universe_baseline_v0,ret5_window_trading_days,5,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,frozen
r02_weekly_liquid_universe_baseline_v0,R02 §7,r02_weekly_liquid_universe_baseline_v0,ma20_window_trading_days,20,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,frozen
r02_weekly_liquid_universe_baseline_v0,R02 §7,r02_weekly_liquid_universe_baseline_v0,avg_money20_window_trading_days,20,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,frozen
r02_weekly_liquid_universe_baseline_v0,R02 §7,r02_weekly_liquid_universe_baseline_v0,avg_money20_floor_cny,50000000,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,frozen
r02_weekly_liquid_universe_baseline_v0,R02 §7,r02_weekly_liquid_universe_baseline_v0,rank_pct_ret20_threshold,0.8,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,frozen
r02_weekly_liquid_universe_baseline_v0,R02 §7,r02_weekly_liquid_universe_baseline_v0,ret5_sign_rule,strictly_gt_0,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,frozen
r02_weekly_liquid_universe_baseline_v0,R02 §7,r02_weekly_liquid_universe_baseline_v0,close_vs_ma20_rule,strictly_gt,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,frozen
r02_weekly_liquid_universe_baseline_v0,R02 §7,r02_weekly_liquid_universe_baseline_v0,weekly_observation_cadence,iso_week_last_trading_day,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,frozen
r02_weekly_liquid_universe_baseline_v0,R02 §7,r02_weekly_liquid_universe_baseline_v0,rank_cross_section_min_count,100,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,frozen
r02_weekly_liquid_universe_baseline_v0,R02 §7,r02_weekly_liquid_universe_baseline_v0,episode_merge_gap_trading_days,20,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,frozen
r02_weekly_liquid_universe_baseline_v0,R02 §7,r02_weekly_liquid_universe_baseline_v0,right_tail_horizon_trading_days,120,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,frozen
r02_weekly_liquid_universe_baseline_v0,R02 §7,r02_weekly_liquid_universe_baseline_v0,right_tail_plus20_threshold,0.2,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,frozen
r02_weekly_liquid_universe_baseline_v0,R02 §7,r02_weekly_liquid_universe_baseline_v0,right_tail_plus50_threshold,0.5,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,eed1122a61f4a3733d2a4c9c2f5d8007804140e611299895be80a73fcfbb7892,63edcce82f08b826cacc41dbc78705eff358a23f77809f927069a1fb56cac276,frozen
