canonical_unit_id,horizon,split,robustness_confirmed,robustness_baseline_lift_evaluable,robustness_selection_lift_vs_baseline_mean
r02_simple_rs20_continuation_natural_exit_v0,H5,train,False,False,
r02_simple_rs20_continuation_natural_exit_v0,H5,validation,False,True,4.56182809167903e-05
r02_simple_rs20_continuation_natural_exit_v0,H5,robustness,False,False,
r02_simple_rs20_continuation_natural_exit_v0,H10,train,False,False,
r02_simple_rs20_continuation_natural_exit_v0,H10,validation,False,True,0.0016782341019023553
r02_simple_rs20_continuation_natural_exit_v0,H10,robustness,False,False,
r02_simple_rs20_continuation_natural_exit_v0,H20,train,False,False,
r02_simple_rs20_continuation_natural_exit_v0,H20,validation,False,True,0.005673092414184743
r02_simple_rs20_continuation_natural_exit_v0,H20,robustness,False,False,
