canonical_unit_id,horizon,split,decision_observation_date_count,min_year_decision_observation_date_count,date_weighted_mean_net_return,date_weighted_mean_matched_delta_return,positive_observation_date_share_net,positive_observation_date_share_matched_delta,top1_observation_date_event_share,top5_observation_date_event_share,date_independence_gate
r02_simple_rs20_continuation_natural_exit_v0,H5,train,225,21,-0.0074000010925731755,-0.00011429069307988198,0.41333333333333333,0.4577777777777778,0.0102890739833415,0.049485546300832926,False
r02_simple_rs20_continuation_natural_exit_v0,H5,validation,97,48,-0.016608388671600204,-0.004347587948810933,0.21649484536082475,0.3711340206185567,0.025726141078838173,0.1020746887966805,False
r02_simple_rs20_continuation_natural_exit_v0,H5,robustness,102,51,-0.006546918374035798,-0.0006859169960585039,0.3431372549019608,0.5,0.0225752508361204,0.09197324414715718,False
r02_simple_rs20_continuation_natural_exit_v0,H10,train,224,21,-0.0031927223714886066,0.00073259254591151,0.46875,0.48214285714285715,0.01059001512859304,0.050932929904185575,False
r02_simple_rs20_continuation_natural_exit_v0,H10,validation,96,47,-0.016641794097152676,-0.003033224468630315,0.28125,0.4270833333333333,0.026182432432432432,0.10304054054054054,False
r02_simple_rs20_continuation_natural_exit_v0,H10,robustness,101,50,9.444666078862276e-05,0.0005883732917203569,0.49504950495049505,0.5445544554455446,0.022222222222222223,0.09316239316239316,False
r02_simple_rs20_continuation_natural_exit_v0,H20,train,222,21,0.0033877394839226214,0.0005668571858741614,0.46396396396396394,0.4864864864864865,0.010931806350858927,0.04997397188964081,False
r02_simple_rs20_continuation_natural_exit_v0,H20,validation,94,45,-0.020212290020954822,-0.0021334582683579938,0.26595744680851063,0.5425531914893617,0.02613240418118467,0.10540069686411149,False
r02_simple_rs20_continuation_natural_exit_v0,H20,robustness,99,48,0.012357554816249198,0.003938064294557437,0.48484848484848486,0.5050505050505051,0.020480854853072127,0.09082813891362422,False
