canonical_unit_id,horizon,split,horizon_pass,baseline_lift_gate,strongly_negative,adjacent_horizon_shape_status
r02_simple_rs20_continuation_natural_exit_v0,H5,train,False,False,False,not_applicable
r02_simple_rs20_continuation_natural_exit_v0,H5,validation,False,False,True,strongly_negative
r02_simple_rs20_continuation_natural_exit_v0,H5,robustness,False,False,False,not_applicable
r02_simple_rs20_continuation_natural_exit_v0,H10,train,False,False,False,not_applicable
r02_simple_rs20_continuation_natural_exit_v0,H10,validation,False,False,False,not_applicable
r02_simple_rs20_continuation_natural_exit_v0,H10,robustness,False,False,False,not_applicable
r02_simple_rs20_continuation_natural_exit_v0,H20,train,False,False,False,not_applicable
r02_simple_rs20_continuation_natural_exit_v0,H20,validation,False,False,False,adjacent_horizon_clean
r02_simple_rs20_continuation_natural_exit_v0,H20,robustness,False,False,False,not_applicable
