canonical_unit_id,horizon,split,complete_event_count,complete_event_share,year_count,min_year_complete_event_count,decision_observation_date_count,min_year_decision_observation_date_count,sample_status,sample_gate_pass
r02_simple_rs20_continuation_natural_exit_v0,H5,train,2041,0.9306885544915641,5,174,225,21,sample_pass,False
r02_simple_rs20_continuation_natural_exit_v0,H5,validation,1205,0.9436178543461238,2,595,97,48,sample_pass,False
r02_simple_rs20_continuation_natural_exit_v0,H5,robustness,1196,0.9462025316455697,2,594,102,51,sample_pass,False
r02_simple_rs20_continuation_natural_exit_v0,H10,train,1983,0.9042407660738714,5,173,224,21,sample_pass,False
r02_simple_rs20_continuation_natural_exit_v0,H10,validation,1184,0.9271730618637432,2,589,96,47,sample_pass,False
r02_simple_rs20_continuation_natural_exit_v0,H10,robustness,1170,0.9256329113924051,2,581,101,50,sample_pass,False
r02_simple_rs20_continuation_natural_exit_v0,H20,train,1921,0.875968992248062,5,173,222,21,sample_pass,False
r02_simple_rs20_continuation_natural_exit_v0,H20,validation,1148,0.898981989036805,2,564,94,45,sample_pass,False
r02_simple_rs20_continuation_natural_exit_v0,H20,robustness,1123,0.8884493670886076,2,537,99,48,sample_pass,False
