model_id,model_family,lightgbm_challenger_status,dependency_name,dependency_version,feature_n,class_weight_policy,allowed_for_supported_gate,threshold_selection_source,feature_group_importance
lightgbm_challenger_diagnostic_only,lightgbm_challenger_diagnostic_only,evaluated,lightgbm,4.6.0,89,none,False,train_internal_cv,c47712444da50e5a13b567dcb2559d3be5bd27d261bab3a635bbdfbb7145b885
