feature_name,split,coverage_rate,pearson_corr_vs_matching_volatility,spearman_corr_vs_matching_volatility,pearson_corr_vs_abs_return_lookback,spearman_corr_vs_abs_return_lookback,pearson_corr_vs_turnover_zscore_20d,spearman_corr_vs_turnover_zscore_20d,pearson_corr_vs_volatility_20d,spearman_corr_vs_volatility_20d,pearson_corr_vs_abs_return_20d,spearman_corr_vs_abs_return_20d,invalid_volume_rate,winsorization_lower_cutoff,winsorization_upper_cutoff,max_abs_redundancy_corr,redundancy_status,allowed_for_primary_model_after_audit
volume_zscore_20d,all,1.0,0.3816922587634387,0.3843176971993927,0.39357542542761953,0.5035240161005399,0.9699764506665912,0.9713555582409751,0.3816922587634387,0.3843176971993927,0.39357542542761953,0.5035240161005399,0.0,-0.9319423661499328,1.1485700675703323,0.9713555582409751,diagnostic_only_redundant_with_turnover_or_volatility,False
volume_zscore_20d,train,1.0,0.33160161611471467,0.34234440127507537,0.3839418900758861,0.48821168126414555,0.9636849666915202,0.9650860770186401,0.33160161611471467,0.34234440127507537,0.3839418900758861,0.48821168126414555,0.0,-0.9319423661499328,1.1485700675703323,0.9650860770186401,diagnostic_only_redundant_with_turnover_or_volatility,False
volume_zscore_20d,validation,1.0,0.4231186958806234,0.38374211108310585,0.45484243202183783,0.484966672233077,0.974696872001656,0.9758615286092872,0.4231186958806234,0.38374211108310585,0.45484243202183783,0.484966672233077,0.0,-0.9319423661499328,1.1485700675703323,0.9758615286092872,diagnostic_only_redundant_with_turnover_or_volatility,False
volume_zscore_20d,robustness,1.0,0.421915455240319,0.42529573987289265,0.38624734275652584,0.5176938806307941,0.9785890384974886,0.9792287317126753,0.421915455240319,0.42529573987289265,0.38624734275652584,0.5176938806307941,0.0,-0.9319423661499328,1.1485700675703323,0.9792287317126753,diagnostic_only_redundant_with_turnover_or_volatility,False
volume_direction_entropy_20d,all,1.0,-0.08668643287321989,-0.05943973686929282,-0.16070475597634645,-0.12002827935631212,-0.17562532947407425,-0.1379636120276817,-0.08668643287321989,-0.05943973686929282,-0.16070475597634645,-0.12002827935631212,0.0,0.4716734178155153,0.9602297178607612,0.17562532947407425,pass,True
volume_direction_entropy_20d,train,1.0,-0.036964384807716834,-0.03289352022208521,-0.1579070543051008,-0.13304392115205543,-0.18632054170716755,-0.1512998041774849,-0.036964384807716834,-0.03289352022208521,-0.1579070543051008,-0.13304392115205543,0.0,0.4716734178155153,0.9602297178607612,0.18632054170716755,pass,True
volume_direction_entropy_20d,validation,1.0,-0.09895030823223877,-0.02629101366349364,-0.21318712859253217,-0.08122922892953766,-0.14995502391296356,-0.10478529197790022,-0.09895030823223877,-0.02629101366349364,-0.21318712859253217,-0.08122922892953766,0.0,0.4716734178155153,0.9602297178607612,0.21185382174758208,pass,True
volume_direction_entropy_20d,robustness,1.0,-0.14239027696212153,-0.09140344783813428,-0.148787776317391,-0.10122306180312644,-0.14560797090383504,-0.11017535801153992,-0.14239027696212153,-0.09140344783813428,-0.148787776317391,-0.10122306180312644,0.0,0.4716734178155153,0.9602297178607612,0.147866020220413,pass,True
log_volume_accel_5d,all,1.0,-0.06603928608232598,-0.05628666606195914,-0.12795492489000213,-0.1435092450154433,-0.08046809837247955,-0.07388472832861803,-0.06603928608232598,-0.05628666606195914,-0.12795492489000213,-0.1435092450154433,0.0,-1.649608733980331,2.7592847026473364,0.14311237232261842,pass,True
log_volume_accel_5d,train,1.0,-0.07710666513826256,-0.07824255853454187,-0.15789167954754688,-0.1889265618810865,-0.1035370973900095,-0.09938457918211448,-0.07710666513826256,-0.07824255853454187,-0.15789167954754688,-0.1889265618810865,0.0,-1.649608733980331,2.7592847026473364,0.18758596808112743,pass,True
log_volume_accel_5d,validation,1.0,-0.09882189771514543,-0.07507495835277218,-0.13359304901674354,-0.0956518575586961,-0.05662649362306544,-0.03420837987919708,-0.09882189771514543,-0.07507495835277218,-0.13359304901674354,-0.0956518575586961,0.0,-1.649608733980331,2.7592847026473364,0.12957924005239677,pass,True
