worker_id,process_pid,path_role,path,allowed,open_count,bytes_read,outcome_column_read_count,fit_call_count,score_call_count,pre_robustness_selection_bundle_hash_verified,robustness_feature_row_read_count,robustness_label_open_count,robustness_outcome_column_read_count,status,blocking_reason
refit-worker,221081,train_validation_only,materialized/train_validation_label_panel.parquet,True,1,260611,1,3,0,True,0,0,0,pass,
