fit_id,model_family_id,feature_set_id,fit_split_scope,fit_row_n,fit_month_n,fit_max_label_decision_date,fit_call_count,update_or_continuation_call_count,robustness_feature_row_read_count,robustness_label_open_count,robustness_outcome_column_read_count,fit_row_key_hash,feature_order_hash,hyperparameter_hash,artifact_sha256,status,blocking_reason
M1_candidate_train,M1_RIDGE_RANK_REGRESSION,full16,train,10631,30,2023-06-30,1,0,0,0,0,219fbb5a452b229b1162cae8911c7a1c7257e750db15f74869e4ae3d02ed5bd7,68136c71877ccaf92cc2561e4b2993eb0301ac5e3ff3d868d357c5c4e466c55b,db4d789e0163ad957b0d44f5c5ec19d7225026dfb1c3290ace6eaf228335272a,a6cd03534b7d9e2692ec131fa72226c98cd9225eee3adc21269372139f471e7d,pass,
M2_candidate_train,M2_LIGHTGBM_LAMBDARANK,full16,train,10631,30,2023-06-30,1,0,0,0,0,219fbb5a452b229b1162cae8911c7a1c7257e750db15f74869e4ae3d02ed5bd7,68136c71877ccaf92cc2561e4b2993eb0301ac5e3ff3d868d357c5c4e466c55b,3b073eb9e2ffcbdeb711fcb55ac65122b69d4d51a8467242ad17ed84cee53f29,23aecc5e64af4f51eafcc6d8dd010d89e88330d416643b40e6e6f60e4adfebbb,pass,
selected_full_refit,M1_RIDGE_RANK_REGRESSION,full16,train+validation,15737,42,2024-06-28,1,0,0,0,0,bb7603b4ae32c7780e7f38ea523427e1b85b0f9a0ba39aba1b1dfc2cb9f81481,68136c71877ccaf92cc2561e4b2993eb0301ac5e3ff3d868d357c5c4e466c55b,db4d789e0163ad957b0d44f5c5ec19d7225026dfb1c3290ace6eaf228335272a,55ed37984b15db7513549218c8ac8e42b7dcfd590e14baa84fc07d34987b2570,pass,
A1_p4_path_only_refit,M1_RIDGE_RANK_REGRESSION,A1_p4_path,train+validation,15737,42,2024-06-28,1,0,0,0,0,bb7603b4ae32c7780e7f38ea523427e1b85b0f9a0ba39aba1b1dfc2cb9f81481,2ea0788759a6a760a0ccf3ae86a8123b28c1f177bb884c377e8d5dcb7731f1c6,db4d789e0163ad957b0d44f5c5ec19d7225026dfb1c3290ace6eaf228335272a,901cdb441cb1c0ed15472e077cf825f10f6e6287240e72c0ad146c3caf919d49,pass,
A2_cross_signals_without_p4_refit,M1_RIDGE_RANK_REGRESSION,A2_cross_signals,train+validation,15737,42,2024-06-28,1,0,0,0,0,bb7603b4ae32c7780e7f38ea523427e1b85b0f9a0ba39aba1b1dfc2cb9f81481,8e081e6c715a07d59ceb655a01f1fa27a11adf54ac5de95d96a0ba009020de20,db4d789e0163ad957b0d44f5c5ec19d7225026dfb1c3290ace6eaf228335272a,3f74ea1f8b033133884542cff336397b3e03ff4f1bb1baa2414f63c7cdc45c14,pass,
