source_pool,label_scope,event_n,label_joined_n,duplicate_join_n,missing_label_n,cost_label_complete_n,cost_label_complete_rate,membership_label_compared_n,membership_label_mismatch_n,label_join_status
transition_previous_regime_primary,all_new_candidate_union,26840,26840,0,0,26824,0.9994038748137108,5305,0,pass
