source_pool,model_id,threshold_id,threshold_value,keep_fraction,threshold_selection_policy,selected_model_threshold_flag,before_train_horizon_complete_event_n,after_train_horizon_complete_event_n,train_reject_rate,train_fast_fail_rate_before,train_fast_fail_rate_after,train_false_repair_rate_before,train_false_repair_rate_after,train_cost_bad_rate_before,train_cost_bad_rate_after,train_cost_reduction_relative,train_any_recall_retention,train_bridge_recall_retention,train_e1_missed_capture_retention,train_post_filter_e1_missed_captured_episode_n,before_validation_horizon_complete_event_n,after_validation_horizon_complete_event_n,validation_reject_rate,validation_fast_fail_rate_before,validation_fast_fail_rate_after,validation_false_repair_rate_before,validation_false_repair_rate_after,validation_cost_bad_rate_before,validation_cost_bad_rate_after,validation_cost_reduction_relative,validation_any_recall_retention,validation_bridge_recall_retention,validation_e1_missed_capture_retention,validation_post_filter_e1_missed_captured_episode_n,before_robustness_horizon_complete_event_n,after_robustness_horizon_complete_event_n,robustness_reject_rate,robustness_fast_fail_rate_before,robustness_fast_fail_rate_after,robustness_false_repair_rate_before,robustness_false_repair_rate_after,robustness_cost_bad_rate_before,robustness_cost_bad_rate_after,robustness_cost_reduction_relative,robustness_any_recall_retention,robustness_bridge_recall_retention,robustness_e1_missed_capture_retention,robustness_post_filter_e1_missed_captured_episode_n
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0875,0.7160145054675606,0.875,train_constrained_lowest_keep_fraction_then_cost_reduction,False,12413,10861,0.12525154954519846,0.19664867477644404,0.1560629776263696,0.2507049061467816,0.20845226038118037,0.28413759767985175,0.2379154773961882,0.16267512874429135,0.9351100811123986,0.9447115384615384,0.8764478764478765,227,8808,7839,0.11021566401816119,0.19970481380563124,0.16979206531445337,0.3022252497729337,0.27222860058680953,0.3212988192552225,0.290088021431305,0.0971394725205178,0.9438596491228071,0.9518072289156626,0.92,46,5603,4799,0.1435705368289638,0.14849187935034802,0.1316941029381121,0.22273781902552203,0.20629297770368826,0.24219168302694985,0.22400500104188373,0.07509209960377707,0.9110512129380054,0.9344262295081968,0.8441558441558441,65
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0850,0.6914455764307685,0.85,train_constrained_lowest_keep_fraction_then_cost_reduction,False,12413,10551,0.15020526442888193,0.19664867477644404,0.14899061700312766,0.2507049061467816,0.2011183774049853,0.28413759767985175,0.2299308122452848,0.19077653178318105,0.9142526071842411,0.9375,0.8378378378378378,217,8808,7669,0.1295119182746879,0.19970481380563124,0.1654713782761768,0.3022252497729337,0.2680923197287782,0.3212988192552225,0.2851740774546877,0.1124334720067529,0.9263157894736842,0.9397590361445783,0.88,44,5603,4658,0.16871767433565188,0.14849187935034802,0.13052812365822242,0.22273781902552203,0.20437956204379562,0.24219168302694985,0.22176899957063118,0.08432446234764446,0.894878706199461,0.9180327868852459,0.8311688311688312,64
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0825,0.6668721374607636,0.825,train_constrained_lowest_keep_fraction_then_cost_reduction,False,12413,10240,0.17523947516702887,0.19664867477644404,0.1435546875,0.2507049061467816,0.19404296875,0.28413759767985175,0.2228515625,0.2156913962822512,0.8922363847045192,0.9206730769230769,0.8108108108108109,210,8808,7492,0.14960272417707154,0.19970481380563124,0.16177255739455418,0.3022252497729337,0.26468232781633744,0.3212988192552225,0.2813667912439936,0.12428314583848207,0.9087719298245615,0.927710843373494,0.88,44,5603,4517,0.19386481184233995,0.14849187935034802,0.12906796546380342,0.22273781902552203,0.20278946203232234,0.24219168302694985,0.2196147885764888,0.09321911540599354,0.8867924528301887,0.912568306010929,0.8181818181818182,63
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0800,0.6452497895744975,0.8,train_constrained_lowest_keep_fraction_then_cost_reduction,False,12413,9930,0.2002736859051759,0.19664867477644404,0.1377643504531722,0.2507049061467816,0.18841893252769384,0.28413759767985175,0.21661631419939578,0.23763586386246102,0.8702201622247973,0.9014423076923077,0.7915057915057915,205,8808,7336,0.16730987514188422,0.19970481380563124,0.1589422028353326,0.3022252497729337,0.26226826608506,0.3212988192552225,0.2784896401308615,0.13323789743016667,0.8842105263157894,0.9156626506024096,0.88,44,5603,4375,0.21936864633493847,0.14849187935034802,0.12525714285714284,0.22273781902552203,0.19817142857142858,0.24219168302694985,0.21485714285714286,0.1128632487630277,0.8652291105121294,0.8961748633879781,0.7792207792207793,60
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0775,0.6240436893585353,0.775,train_constrained_lowest_keep_fraction_then_cost_reduction,False,12413,9620,0.2252274007888594,0.19664867477644404,0.13274428274428274,0.2507049061467816,0.18232848232848234,0.28413759767985175,0.2101871101871102,0.2602629433647295,0.8516801853997682,0.8774038461538461,0.7683397683397684,199,8808,7171,0.18603859250851307,0.19970481380563124,0.15465067633523916,0.3022252497729337,0.2570073908799331,0.3212988192552225,0.27262585413470924,0.1514881543397459,0.8807017543859649,0.9156626506024096,0.88,44,5603,4248,0.24201890494025324,0.14849187935034802,0.1224105461393597,0.22273781902552203,0.1946798493408663,0.24219168302694985,0.2111581920903955,0.12813607200995877,0.8436657681940701,0.8852459016393442,0.7402597402597403,57
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0750,0.6054239676897841,0.75,train_constrained_lowest_keep_fraction_then_cost_reduction,False,12413,9310,0.2502616115270063,0.19664867477644404,0.12878625134264232,0.2507049061467816,0.17819548872180452,0.28413759767985175,0.20537056928034372,0.27721438149222943,0.8354577056778679,0.8581730769230769,0.7451737451737451,193,8808,7013,0.20397275822928496,0.19970481380563124,0.15300156851561386,0.3022252497729337,0.2543847141023813,0.3212988192552225,0.27006987024098106,0.1594433155185296,0.8736842105263158,0.9156626506024096,0.88,44,5603,4125,0.2639557695737471,0.14849187935034802,0.11975757575757576,0.22273781902552203,0.19345454545454546,0.24219168302694985,0.20896969696969697,0.1371722828878319,0.8247978436657682,0.8688524590163934,0.7272727272727273,56
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0725,0.5872376157360542,0.725,train_constrained_lowest_keep_fraction_then_cost_reduction,False,12413,8999,0.27529582226515337,0.19664867477644404,0.12212468052005779,0.2507049061467816,0.1710190021113457,0.28413759767985175,0.19724413823758197,0.3058147184737439,0.8238702201622248,0.8413461538461539,0.7374517374517374,191,8808,6836,0.2240635641316686,0.19970481380563124,0.15038033937975423,0.3022252497729337,0.25043885313048564,0.3212988192552225,0.2663838502047981,0.17091556445093226,0.8526315789473684,0.9156626506024096,0.88,44,5603,3999,0.2866060281790619,0.14849187935034802,0.11852963240810202,0.22273781902552203,0.19179794948737183,0.24219168302694985,0.20730182545636408,0.14405885922475464,0.8059299191374663,0.8524590163934426,0.7012987012987013,54
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0700,0.5689052862522771,0.7,train_constrained_lowest_keep_fraction_then_cost_reduction,True,12413,8689,0.30024953714883684,0.19664867477644404,0.11738980319944757,0.2507049061467816,0.16446081252157901,0.28413759767985175,0.1904707100932213,0.32965326782331833,0.8088064889918888,0.8173076923076923,0.7181467181467182,186,8808,6657,0.24438138479001137,0.19970481380563124,0.14541084572630314,0.3022252497729337,0.24500525762355416,0.3212988192552225,0.26107856391768064,0.18742756502228583,0.8280701754385965,0.9036144578313253,0.86,43,5603,3884,0.30711610486891383,0.14849187935034802,0.11688980432543769,0.22273781902552203,0.1907826982492276,0.24219168302694985,0.20545829042224512,0.15167074337815817,0.7897574123989218,0.8415300546448088,0.6753246753246753,52
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0900,0.6053309430834526,0.9,train_constrained_lowest_keep_fraction_then_cost_reduction,False,12413,11197,0.09796345488207359,0.19664867477644404,0.1912119317674377,0.2507049061467816,0.23577744038581763,0.28413759767985175,0.2702509600785925,0.04887293239138957,0.9640787949015064,0.9591346153846154,0.9305019305019305,241,8808,7651,0.13144154370034056,0.19970481380563124,0.19879754280486212,0.3022252497729337,0.2980002614037381,0.3212988192552225,0.31799764736635733,0.01027446006965535,0.9649122807017544,0.9518072289156626,0.94,47,5603,4929,0.1203852327447833,0.14849187935034802,0.1529722053154798,0.22273781902552203,0.22722661797524854,0.24219168302694985,0.24650030432136336,-0.01779012904391958,0.9299191374663073,0.8961748633879781,0.7792207792207793,60
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0875,0.5948018301350827,0.875,train_constrained_lowest_keep_fraction_then_cost_reduction,False,12413,10909,0.1211462609675602,0.19664867477644404,0.18690989091575763,0.2507049061467816,0.2305435878632322,0.28413759767985175,0.2650105417545146,0.06731617385914658,0.947856315179606,0.9423076923076923,0.8996138996138996,233,8808,7366,0.16379114642451764,0.19970481380563124,0.20010860711376596,0.3022252497729337,0.30002715177844147,0.3212988192552225,0.3203909856095574,0.002825511926154846,0.9614035087719298,0.9397590361445783,0.94,47,5603,4783,0.14642411271624756,0.14849187935034802,0.15471461425883337,0.22273781902552203,0.22914488814551537,0.24219168302694985,0.24858875182939577,-0.02641324723662822,0.9083557951482479,0.8961748633879781,0.7402597402597403,57
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0850,0.5869275771979867,0.85,train_constrained_lowest_keep_fraction_then_cost_reduction,False,12413,10702,0.1378089028415037,0.19664867477644404,0.18351709960755,0.2507049061467816,0.22556531489441226,0.28413759767985175,0.25948420855914783,0.08676567030204076,0.944380069524913,0.9350961538461539,0.8957528957528957,232,8808,7255,0.17639046538024972,0.19970481380563124,0.20013783597518953,0.3022252497729337,0.30144727773949,0.3212988192552225,0.3217091660923501,-0.0012771501559787491,0.9614035087719298,0.9397590361445783,0.94,47,5603,4538,0.19011949349028,0.14849187935034802,0.15777875716174528,0.22273781902552203,0.23468488320846187,0.24219168302694985,0.25407668576465403,-0.04907271211448528,0.8840970350404312,0.8797814207650273,0.6753246753246753,52
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0825,0.5814643486262079,0.825,train_constrained_lowest_keep_fraction_then_cost_reduction,False,12413,10288,0.17121468244385418,0.19664867477644404,0.17904354587869362,0.2507049061467816,0.22015940902021772,0.28413759767985175,0.25408242612752724,0.10577682009611686,0.9223638470451911,0.9182692307692307,0.8803088803088803,228,8808,7101,0.1938706015891033,0.19970481380563124,0.19926770877341218,0.3022252497729337,0.3006618786086467,0.3212988192552225,0.3212223630474581,0.0002379598155438181,0.9614035087719298,0.9397590361445783,0.94,47,5603,4292,0.23399322275726775,0.14849187935034802,0.1635601118359739,0.22273781902552203,0.24207828518173347,0.24219168302694985,0.26234855545200375,-0.08322693898126529,0.8706199460916442,0.8633879781420765,0.6753246753246753,52
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0800,0.5714863367503623,0.8,train_constrained_lowest_keep_fraction_then_cost_reduction,False,12413,10164,0.18119616839732755,0.19664867477644404,0.177194018103109,0.2507049061467816,0.21831955922865015,0.28413759767985175,0.2519677292404565,0.11321933000799916,0.9212050984936269,0.9182692307692307,0.8803088803088803,228,8808,6857,0.22156640181611809,0.19970481380563124,0.2009625200525011,0.3022252497729337,0.3029021437946624,0.3212988192552225,0.32404841767536824,-0.008557760736623132,0.9614035087719298,0.9397590361445783,0.94,47,5603,4177,0.2545032994471197,0.14849187935034802,0.1642327028968159,0.22273781902552203,0.2441943978932248,0.24219168302694985,0.26406511850610487,-0.09031456078828708,0.8571428571428571,0.8524590163934426,0.6493506493506493,50
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0775,0.5641093056262254,0.775,train_constrained_lowest_keep_fraction_then_cost_reduction,False,12413,9713,0.21749979876036385,0.19664867477644404,0.17584680325337176,0.2507049061467816,0.21723463399567589,0.28413759767985175,0.25018017090497274,0.1195105014336754,0.8968713789107764,0.9014423076923077,0.8416988416988417,218,8808,6600,0.25073779795686724,0.19970481380563124,0.19787878787878788,0.3022252497729337,0.3016666666666667,0.3212988192552225,0.32257575757575757,-0.003974301317057493,0.9543859649122807,0.9397590361445783,0.92,46,5603,4014,0.28357410379882286,0.14849187935034802,0.16741405082212257,0.22273781902552203,0.25037369207772797,0.24219168302694985,0.26980568011958145,-0.11401711548269333,0.8247978436657682,0.8306010928961749,0.6363636363636364,49
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0750,0.5559046275281124,0.75,train_constrained_lowest_keep_fraction_then_cost_reduction,False,12413,9473,0.2368188038316027,0.19664867477644404,0.17080122453288293,0.2507049061467816,0.21376543861501107,0.28413759767985175,0.2451177029452127,0.13732746054467662,0.8945538818076477,0.9014423076923077,0.8378378378378378,217,8808,6432,0.26980703745743473,0.19970481380563124,0.1966728855721393,0.3022252497729337,0.30052860696517414,0.3212988192552225,0.3215174129353234,-0.0006803438637202541,0.9508771929824561,0.927710843373494,0.92,46,5603,3936,0.29748528624933124,0.14849187935034802,0.1681910569105691,0.22273781902552203,0.25177845528455284,0.24219168302694985,0.27134146341463417,-0.12035830472527283,0.8247978436657682,0.8306010928961749,0.6363636363636364,49
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0725,0.5484712904848199,0.725,train_constrained_lowest_keep_fraction_then_cost_reduction,False,12413,9053,0.2706270627062707,0.19664867477644404,0.16756876173644095,0.2507049061467816,0.21285761625980337,0.28413759767985175,0.24411797194300233,0.14084593543280743,0.86558516801854,0.8725961538461539,0.7837837837837838,203,8808,6147,0.3021566401816118,0.19970481380563124,0.1945664551813893,0.3022252497729337,0.29982105091914757,0.3212988192552225,0.3206442166910688,0.0020373637403060195,0.9228070175438596,0.8795180722891566,0.86,43,5603,3826,0.317103620474407,0.14849187935034802,0.16779926816518556,0.22273781902552203,0.25300575013068477,0.24219168302694985,0.2718243596445374,-0.12235216439818936,0.816711590296496,0.825136612021858,0.6363636363636364,49
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0700,0.5346209966407593,0.7,train_constrained_lowest_keep_fraction_then_cost_reduction,True,12413,8714,0.29791515736939544,0.19664867477644404,0.16387422538443883,0.2507049061467816,0.21023640119348175,0.28413759767985175,0.24110626577920588,0.15144539917287134,0.8389339513325609,0.8509615384615384,0.7722007722007722,200,8808,5697,0.35323496027241774,0.19970481380563124,0.1988766017202036,0.3022252497729337,0.3022643496577146,0.3212988192552225,0.32367912936633314,-0.0074083998087146,0.8736842105263158,0.8433734939759037,0.82,41,5603,3703,0.33904048510790086,0.14849187935034802,0.16878206859303269,0.22273781902552203,0.2546583850931677,0.24219168302694985,0.2741020793950851,-0.13175678028788626,0.8059299191374663,0.819672131147541,0.5974025974025974,46
