source_pool,model_id,threshold_id,split,window,replay_policy_id,target_episode_denominator_n,pre_filter_captured_episode_n,post_filter_captured_episode_n,post_filter_any_recall_retention,bridge_episode_denominator_n,post_filter_bridge_captured_episode_n,post_filter_bridge_recall_retention,e1_missed_episode_denominator_n,post_filter_e1_missed_captured_episode_n,post_filter_e1_missed_capture_retention,denominator_policy
transition_previous_regime_primary,transition_cost_rejector_no_context,transition_cost_rejector_no_context__keep_0700,train,low_to_first_50pct,post_replay_executable_horizon_complete,863,863,715,0.828505214368482,416,342,0.8221153846153846,259,188,0.7258687258687259,primary_transition_prefilter_unique_target_episode
transition_previous_regime_primary,transition_cost_rejector_no_context,transition_cost_rejector_no_context__keep_0700,validation,low_to_first_50pct,post_replay_executable_horizon_complete,285,285,235,0.8245614035087719,83,72,0.8674698795180723,50,42,0.84,primary_transition_prefilter_unique_target_episode
transition_previous_regime_primary,transition_cost_rejector_no_context,transition_cost_rejector_no_context__keep_0700,robustness,low_to_first_50pct,post_replay_executable_horizon_complete,371,371,309,0.8328840970350404,183,157,0.8579234972677595,77,60,0.7792207792207793,primary_transition_prefilter_unique_target_episode
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0700,train,low_to_first_50pct,post_replay_executable_horizon_complete,863,863,698,0.8088064889918888,416,340,0.8173076923076923,259,186,0.7181467181467182,primary_transition_prefilter_unique_target_episode
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0700,validation,low_to_first_50pct,post_replay_executable_horizon_complete,285,285,236,0.8280701754385965,83,75,0.9036144578313253,50,43,0.86,primary_transition_prefilter_unique_target_episode
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0700,robustness,low_to_first_50pct,post_replay_executable_horizon_complete,371,371,293,0.7897574123989218,183,154,0.8415300546448088,77,52,0.6753246753246753,primary_transition_prefilter_unique_target_episode
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0700,train,low_to_first_50pct,post_replay_executable_horizon_complete,863,863,724,0.8389339513325609,416,354,0.8509615384615384,259,200,0.7722007722007722,primary_transition_prefilter_unique_target_episode
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0700,validation,low_to_first_50pct,post_replay_executable_horizon_complete,285,285,249,0.8736842105263158,83,70,0.8433734939759037,50,41,0.82,primary_transition_prefilter_unique_target_episode
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0700,robustness,low_to_first_50pct,post_replay_executable_horizon_complete,371,371,299,0.8059299191374663,183,150,0.819672131147541,77,46,0.5974025974025974,primary_transition_prefilter_unique_target_episode
