source_pool,model_id,threshold_id,split,selected_event_count,formal_event_day_density,unique_instrument_n,unique_event_date_n,family_concentration,board_concentration,density_readout_status
transition_previous_regime_primary,transition_cost_rejector_no_context,transition_cost_rejector_no_context__keep_0700,train,8694,34.22834645669291,889,254,0.20094317920404878,0.8651943869335174,diagnostic_no_predeclared_gate
transition_previous_regime_primary,transition_cost_rejector_no_context,transition_cost_rejector_no_context__keep_0700,validation,6655,35.398936170212764,674,188,0.21893313298271977,0.8760330578512396,diagnostic_no_predeclared_gate
transition_previous_regime_primary,transition_cost_rejector_no_context,transition_cost_rejector_no_context__keep_0700,robustness,4052,33.48760330578512,602,121,0.1966929911154985,0.8395853899308984,diagnostic_no_predeclared_gate
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0700,train,8693,34.224409448818896,899,254,0.19763027723455653,0.8551708271022662,diagnostic_no_predeclared_gate
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0700,validation,6657,35.409574468085104,680,188,0.2188673576686195,0.861198738170347,diagnostic_no_predeclared_gate
transition_previous_regime_primary,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0700,robustness,3885,32.375,602,120,0.2,0.8324324324324325,diagnostic_no_predeclared_gate
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0700,train,8722,52.86060606060606,941,165,0.2091263471680807,0.7837651914698464,diagnostic_no_predeclared_gate
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0700,validation,5698,49.98245614035088,702,114,0.2177957177957178,0.7962442962442963,diagnostic_no_predeclared_gate
transition_previous_regime_primary,transition_cost_rejector_context_only,transition_cost_rejector_context_only__keep_0700,robustness,3706,47.51282051282051,626,78,0.21505666486778197,0.7471667566109013,diagnostic_no_predeclared_gate
