cv_scheme,fold_id,roc_auc_prev_context,roc_auc_no_context,roc_auc_uplift,pr_auc_prev_context,pr_auc_no_context,pr_auc_uplift,top_decile_lift_prev_context,top_decile_lift_no_context,top_decile_lift_uplift,fold_status,median_roc_auc_uplift,median_pr_auc_uplift,median_top_decile_lift_uplift,positive_uplift_fold_share,valid_fold_n,stability_status
segment_grouped_cv,fold_1,0.6936251008136303,0.673868941452743,0.01975615936088726,0.5579264388815928,0.5528023792564779,0.005124059625114863,1.9102319117519324,1.973068487796404,-0.06283657604447157,valid,,,,,,
segment_grouped_cv,fold_2,0.6598115521910088,0.7319998922735663,-0.07218834008255748,0.41333927984455177,0.46290530047289113,-0.04956602062833937,2.3316932050709127,2.417522402803584,-0.0858291977326715,valid,,,,,,
segment_grouped_cv,fold_3,0.6856788159128494,0.6546058152571617,0.031073000655687744,0.421764065519316,0.38237908532739195,0.039384980191924046,2.1680216802168024,1.9376693766937672,0.23035230352303526,valid,,,,,,
segment_grouped_cv,fold_4,0.6138044156666697,0.5970173804231194,0.016787035243550297,0.4918012126030417,0.4784724408559293,0.013328771747112389,1.4996323321454834,1.515253502271999,-0.015621170126515649,valid,,,,,,
segment_grouped_cv,fold_5,0.670559633124384,0.6913278797249969,-0.020768246600612827,0.4585252003295297,0.4609281460580002,-0.002402945728470496,1.911987860394537,1.7905918057663126,0.12139605462822445,valid,,,,,,
chronological_purged_segment_cv,fold_1,0.6932540401679973,0.6723190336450163,0.02093500652298097,0.5794548652587537,0.5597020322687553,0.019752832989998415,1.8355116575157158,1.816685896925811,0.018825760589904705,valid,,,,,,
chronological_purged_segment_cv,fold_2,0.6334018133762294,0.6733964954797881,-0.03999468210355872,0.3383553902869754,0.37223176069350905,-0.03387637040653363,2.2653730658659,2.2653730658659,0.0,valid,,,,,,
chronological_purged_segment_cv,fold_3,0.7506857217638873,0.7238462024679752,0.026839519295912107,0.49457931104493885,0.46983128649582223,0.02474802454911662,2.445923460898502,2.4292845257903495,0.01663893510815262,valid,,,,,,
chronological_purged_segment_cv,fold_4,0.6303624851886259,0.620134639549376,0.010227845639249944,0.40162409149264555,0.3970403595929972,0.004583731899648336,1.3922148556017528,1.4784582537363746,-0.08624339813462178,valid,,,,,,
chronological_purged_segment_cv,fold_5,0.7270855710705335,0.6993180495882564,0.027767521482277124,0.6057091069558591,0.5582522327565951,0.04745687419926403,1.973684210526316,1.8201754385964912,0.1535087719298247,valid,,,,,,
chronological_purged_segment_cv,summary,,,0.02093500652298097,,,0.019752832989998415,,,0.01663893510815262,summary,0.02093500652298097,0.019752832989998415,0.01663893510815262,0.8,5.0,stable_nonnegative_context_uplift
segment_grouped_cv,summary,,,0.016787035243550297,,,0.005124059625114863,,,-0.015621170126515649,summary,0.016787035243550297,0.005124059625114863,-0.015621170126515649,0.6,5.0,stable_nonnegative_context_uplift
