model_id,source_pool,target_label,split,sample_n,positive_n,label_prevalence,roc_auc,pr_auc,top_decile_lift,bottom_decile_cost_bad_rate,brier_score,score_monotonicity_by_decile,feature_missing_coverage,oos_separability_status,train_unique_segment_n,train_effective_segment_n
transition_cost_rejector_no_context,transition_previous_regime_primary,cost_bad_10_20,train,12413,3527,0.28413759767985175,0.7170520063194057,0.49825285095735994,2.0912505187723687,0.06763285024154589,0.21378918852854403,monotone_increasing,0.9948258057901174,pass,52,23.99367669402297
transition_cost_rejector_no_context,transition_previous_regime_primary,cost_bad_10_20,validation,8808,2830,0.3212988192552225,0.6803976181215694,0.5105889519138701,1.9536200029680375,0.1362088535754824,0.21500738577871545,monotone_increasing,1.0,pass,52,23.99367669402297
transition_cost_rejector_no_context,transition_previous_regime_primary,cost_bad_10_20,robustness,5603,1357,0.24219168302694985,0.6448743123268994,0.33522783129128764,1.5456003530909248,0.12477718360071301,0.23378702182413702,monotone_increasing,1.0,pass,52,23.99367669402297
transition_cost_rejector_prev_context,transition_previous_regime_primary,cost_bad_10_20,train,12413,3527,0.28413759767985175,0.7365000940304182,0.5260041480842635,2.179094375251967,0.05475040257648953,0.20728107587716227,monotone_increasing,0.9954467090953033,pass,52,23.99367669402297
transition_cost_rejector_prev_context,transition_previous_regime_primary,cost_bad_10_20,validation,8808,2830,0.3212988192552225,0.6530440236107187,0.48419810132230245,1.8229076338725267,0.16912599318955732,0.22063856364079992,monotone_increasing,1.0,pass,52,23.99367669402297
transition_cost_rejector_prev_context,transition_previous_regime_primary,cost_bad_10_20,robustness,5603,1357,0.24219168302694985,0.5894835001844903,0.30646570670259804,1.464640334595686,0.20855614973262032,0.25264173417567204,monotone_increasing,1.0,pass,52,23.99367669402297
transition_cost_rejector_context_only,transition_previous_regime_primary,cost_bad_10_20,train,12413,3527,0.28413759767985175,0.5967558006110987,0.35844422732373693,1.4593414866771952,0.16666666666666666,0.24279508759391766,monotone_increasing,1.0,pass,52,23.99367669402297
transition_cost_rejector_context_only,transition_previous_regime_primary,cost_bad_10_20,validation,8808,2830,0.3212988192552225,0.4863641065532393,0.31623114467496716,1.0986904537487516,0.2758229284903519,0.25810471009729935,weak_or_non_monotone,1.0,diagnostic_or_reversed,52,23.99367669402297
transition_cost_rejector_context_only,transition_previous_regime_primary,cost_bad_10_20,robustness,5603,1357,0.24219168302694985,0.4173327464819288,0.21412372168751573,0.9347202135359403,0.34402852049910876,0.26932008802220186,weak_or_non_monotone,1.0,diagnostic_or_reversed,52,23.99367669402297
