candidate_tier,selected_model_id,selected_threshold_id,selected_keep_fraction,final_decision,supported_usage,failure_reason,non_claim
diagnostic_ablation,transition_cost_rejector_prev_context,transition_cost_rejector_prev_context__keep_0700,0.7,transition_previous_regime_context_cost_rejector_diagnostic_no_uplift,diagnostic_only,robustness_or_validation_uplift_gate_not_met,not_research_entry_not_production_not_conversion_classifier
