run_id,local_data_max_date,boundary_rule,complete_forward_month_n,preflight_state,outcome_value_read,estimated_6_month_interim,estimated_12_month_minimum_evidence,estimated_126_month_confirmatory
20A_paper_lineage_data_and_replication_contract,2026-05-29,strictly_after_freeze_manifest_sealed_at_utc,0,forward_not_yet_observed_at_freeze,False,2027 H1 if freeze in 2026-08,2027 H2,approximately 2037 Q1
