run_id,check_id,observed_value,required_value,status
20A_paper_lineage_data_and_replication_contract,primary_key_unique,True,True,pass
20A_paper_lineage_data_and_replication_contract,unique_instrument_n,1803,1700,pass
20A_paper_lineage_data_and_replication_contract,date_min,2017-01-04,2017-01-31,pass
20A_paper_lineage_data_and_replication_contract,market_cap_nonmissing_rate,1.0,0.95,pass
20A_paper_lineage_data_and_replication_contract,monthly_eligible_p10,500.0,300,pass
20A_paper_lineage_data_and_replication_contract,monthly_eligible_median,500.0,350,pass
