run_id,check_id,observed_value,required_value,status,root_inventory_hash,file_n,byte_size
20A_paper_lineage_data_and_replication_contract,root_inventory,51ebde5a59a3afe1044ae97f7f777525eba74cf9b5b4b4be56e1323c51d46854,nonempty,pass,51ebde5a59a3afe1044ae97f7f777525eba74cf9b5b4b4be56e1323c51d46854,4597,985335294
20A_paper_lineage_data_and_replication_contract,file_n,4597,4500,pass,51ebde5a59a3afe1044ae97f7f777525eba74cf9b5b4b4be56e1323c51d46854,4597,985335294
20A_paper_lineage_data_and_replication_contract,U_project_filename_overlap,1.0,0.98,pass,51ebde5a59a3afe1044ae97f7f777525eba74cf9b5b4b4be56e1323c51d46854,4597,985335294
20A_paper_lineage_data_and_replication_contract,sample_schema,True,True,pass,51ebde5a59a3afe1044ae97f7f777525eba74cf9b5b4b4be56e1323c51d46854,4597,985335294
20A_paper_lineage_data_and_replication_contract,volume_unit_semantics,shares,shares_or_hands,pass,51ebde5a59a3afe1044ae97f7f777525eba74cf9b5b4b4be56e1323c51d46854,4597,985335294
20A_paper_lineage_data_and_replication_contract,turnover_normalization_contract,detect percent or ratio then normalize,frozen,pass,51ebde5a59a3afe1044ae97f7f777525eba74cf9b5b4b4be56e1323c51d46854,4597,985335294
20A_paper_lineage_data_and_replication_contract,qfq_corporate_action_semantics,qfq price plus raw volume/money; not total return,explicit,pass,51ebde5a59a3afe1044ae97f7f777525eba74cf9b5b4b4be56e1323c51d46854,4597,985335294
