run_id,effect_monthly,monthly_volatility,alpha,power,z_1_minus_alpha,z_power,n_required,evidence_unit,serial_independence_claim,newey_west_lag_rule
20A_paper_lineage_data_and_replication_contract,0.01,0.05,0.025,0.8,1.9599639845,0.8416212336,197,distinct_complete_decision_month,False,"max(1,floor(4*(N/100)^(2/9)))"
20A_paper_lineage_data_and_replication_contract,0.01,0.08,0.025,0.8,1.9599639845,0.8416212336,503,distinct_complete_decision_month,False,"max(1,floor(4*(N/100)^(2/9)))"
20A_paper_lineage_data_and_replication_contract,0.01,0.12,0.025,0.8,1.9599639845,0.8416212336,1131,distinct_complete_decision_month,False,"max(1,floor(4*(N/100)^(2/9)))"
20A_paper_lineage_data_and_replication_contract,0.02,0.05,0.025,0.8,1.9599639845,0.8416212336,50,distinct_complete_decision_month,False,"max(1,floor(4*(N/100)^(2/9)))"
20A_paper_lineage_data_and_replication_contract,0.02,0.08,0.025,0.8,1.9599639845,0.8416212336,126,distinct_complete_decision_month,False,"max(1,floor(4*(N/100)^(2/9)))"
20A_paper_lineage_data_and_replication_contract,0.02,0.12,0.025,0.8,1.9599639845,0.8416212336,283,distinct_complete_decision_month,False,"max(1,floor(4*(N/100)^(2/9)))"
20A_paper_lineage_data_and_replication_contract,0.03,0.05,0.025,0.8,1.9599639845,0.8416212336,22,distinct_complete_decision_month,False,"max(1,floor(4*(N/100)^(2/9)))"
20A_paper_lineage_data_and_replication_contract,0.03,0.08,0.025,0.8,1.9599639845,0.8416212336,56,distinct_complete_decision_month,False,"max(1,floor(4*(N/100)^(2/9)))"
20A_paper_lineage_data_and_replication_contract,0.03,0.12,0.025,0.8,1.9599639845,0.8416212336,126,distinct_complete_decision_month,False,"max(1,floor(4*(N/100)^(2/9)))"
