run_id,observed_total_calendar_month_n,minimum_disjoint_calendar_month_n,train_calendar_month_n_min,validation_calendar_month_n_min,frozen_test_calendar_month_n_min,train_unique_instrument_n_min,train_image_n_min,validation_image_n_min,frozen_test_image_n_min,distinct_market_regime_n_min,strict_time_order,random_cross_time_split_allowed,cnn_training_support_gate,cnn_status,cnn_oracle_reachable,daily_ohlcv_closure_claim_allowed_from_cnn
20A_paper_lineage_data_and_replication_contract,113,114,72,18,24,1500,300000,60000,80000,3,True,False,fail,cnn_underpowered_not_evaluable,False,False
