run_id,check_id,observed_value,required_value,status
20A_paper_lineage_data_and_replication_contract,market_rule_rows_human_verified,True,True,pass
20A_paper_lineage_data_and_replication_contract,observed_board_coverage,chinext|main_board,beijing|chinext|main_board|star,pass
20A_paper_lineage_data_and_replication_contract,transfer_fee_fields_complete,True,True,pass
20A_paper_lineage_data_and_replication_contract,tradability_source_gate,pass,pass,pass
