run_id,source_group,configured_path_n,existing_path_n,status,observed_paths
20A_paper_lineage_data_and_replication_contract,wide_pit_market_cap_files,0,0,fail,
20A_paper_lineage_data_and_replication_contract,pit_earnings_to_price_files,0,0,fail,
20A_paper_lineage_data_and_replication_contract,historical_pit_industry_files,0,0,fail,
20A_paper_lineage_data_and_replication_contract,risk_free_return_files,0,0,fail,
20A_paper_lineage_data_and_replication_contract,china_ch3_factor_files,0,0,fail,
20A_paper_lineage_data_and_replication_contract,corporate_action_factor_vintage_files,0,0,fail,
