fetched_at_utc,classification_year,effective_start_date,effective_end_date,classification_first_open_trade_date,source_snapshot_year,source_snapshot_trade_date,snapshot_policy,snapshot_trade_date,source_api,board_ts_code,board_name,idx_type,level,leading,leading_code,pct_change,leading_pct,total_mv,turnover_rate,up_num,down_num,trade_date
2026-07-07T06:52:01Z,2023,2023-01-01,2023-12-31,20230103,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1186.DC,首发经济,概念板块,,锦和商管,603682.SH,2.27,10.03,25614247.6,8.01,23,12,20250102
2026-07-07T06:52:01Z,2023,2023-01-01,2023-12-31,20230103,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1185.DC,冰雪经济,概念板块,,武商集团,000501.SZ,0.4,5.26,20957811.1,4.6,19,14,20250102
2026-07-07T06:52:01Z,2023,2023-01-01,2023-12-31,20230103,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1184.DC,人形机器人,概念板块,,东港股份,002117.SZ,-0.92,10.02,88032841.6,4.25,21,43,20250102
2026-07-07T06:52:01Z,2023,2023-01-01,2023-12-31,20230103,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1183.DC,谷子经济,概念板块,,好想你,002582.SZ,-0.08,10.02,42840630.4,4.34,26,29,20250102
2026-07-07T06:52:01Z,2023,2023-01-01,2023-12-31,20230103,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1182.DC,智谱AI,概念板块,,值得买,300785.SZ,-2.26,3.25,34250198.4,5.2,7,26,20250102
2026-07-07T06:52:01Z,2023,2023-01-01,2023-12-31,20230103,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1181.DC,并购重组概念,概念板块,,双成药业,002693.SZ,-1.52,9.98,123228443.2,2.71,16,67,20250102
2026-07-07T06:52:01Z,2023,2023-01-01,2023-12-31,20230103,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1180.DC,华为海思,概念板块,,共进股份,603118.SH,-3.28,10.0,69035355.2,4.72,3,35,20250102
2026-07-07T06:52:01Z,2023,2023-01-01,2023-12-31,20230103,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1179.DC,房屋检测,概念板块,,中设股份,002883.SZ,-2.74,1.96,20285356.0,2.06,2,34,20250102
2026-07-07T06:52:01Z,2023,2023-01-01,2023-12-31,20230103,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1178.DC,AI眼镜,概念板块,,亿道信息,001314.SZ,-1.65,10.01,104951203.2,5.05,17,55,20250102
2026-07-07T06:52:01Z,2023,2023-01-01,2023-12-31,20230103,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1177.DC,荣耀概念,概念板块,,爱施德,002416.SZ,-2.67,5.1,93095358.4,2.72,5,46,20250102
