branch,completed_loops,valid_result_loops,accepted_loops,rejected_loops,generated_factors,implemented_factors,accepted_factors,checkpoint_complete_loops,logged_prompt_token_events,logged_prompt_tokens_sum,output_tokens_available,provider_cost_source
a20,1,1,0,1,5,5,0,1,23,43056,False,OpenRouter key usage delta in run_manifest
