branch,loop_index,trace_index,decision,task_count,implemented_task_count,checkpoint_count,five_step_checkpoint_complete,started_at_utc,ended_at_utc,wall_seconds,current_ic,current_rank_ic,current_net_arr,current_max_drawdown,baseline_ic,baseline_rank_ic,baseline_net_arr,baseline_max_drawdown
a20,0,0,False,5,5,5,True,2026-07-27T15:54:42.876196+00:00,2026-07-27T15:59:36.116705+00:00,293.2405092716217,0.0151960194804909,0.0115877237978262,0.0867634560462066,-0.0545140018074619,0.0018338132376232,-0.0043907566574781,0.0560662023796822,-0.0820078387609574
