,,risk
excess_return_without_cost,mean,0.001603387006470013
excess_return_without_cost,std,0.008164259623241745
excess_return_without_cost,annualized_return,0.3816061075398631
excess_return_without_cost,information_ratio,3.0297725850537005
excess_return_without_cost,max_drawdown,-0.09139890695742764
excess_return_with_cost,mean,0.0015608771411878548
excess_return_with_cost,std,0.008162371047153467
excess_return_with_cost,annualized_return,0.37148875960270944
excess_return_with_cost,information_ratio,2.9501280429566785
excess_return_with_cost,max_drawdown,-0.09239060335389498
benchmark,mean,0.0006773731551573942
benchmark,std,0.009719353201924266
benchmark,annualized_return,0.16121481092745982
benchmark,information_ratio,1.0751748451146768
benchmark,max_drawdown,-0.10799944400787354
strategy_return_without_cost,mean,0.002280760161627407
strategy_return_without_cost,std,0.014657940410502739
strategy_return_without_cost,annualized_return,0.5428209184673228
strategy_return_without_cost,information_ratio,2.4004637126264345
strategy_return_without_cost,max_drawdown,-0.1687175361913756
strategy_return_with_cost,mean,0.002238250296345249
strategy_return_with_cost,std,0.014657050909624391
strategy_return_with_cost,annualized_return,0.5327035705301693
strategy_return_with_cost,information_ratio,2.3558657201664697
strategy_return_with_cost,max_drawdown,-0.1696807826493425
