worker_id,process_pid,path_role,path,allowed,open_count,bytes_read,outcome_column_read_count,fit_call_count,score_call_count,robustness_label_open_count,robustness_outcome_column_read_count,status,blocking_reason
selection-worker,220963,train_validation_labels,materialized/train_validation_label_panel.parquet,True,1,260611,1,2,2,0,0,pass,
