primary_family,horizon,split,bucket_type,top1_instrument_signal_week_share,top5_instrument_signal_week_union_share,persistent_candidate_ratio,average_rank_stability,rank_turnover,new_name_share,unique_instrument_count,median_weekly_bucket_size,persistent_name_clean_gate_bucket
close_location,H1,robustness,top_decile,0.6893203883495146,0.9902912621359223,0.33042670051777945,,0.6695732994822206,0.5098594474984892,182,22.0,False
close_location,H1,robustness,top_quintile,0.8543689320388349,1.0,0.465332748345038,,0.534667251654962,0.3692716203340732,234,44.0,False
close_location,H1,train,top_decile,0.7079646017699115,0.9557522123893806,0.38113022412309194,,0.6188697758769081,0.45705236761945156,246,15.0,False
close_location,H1,train,top_quintile,0.8805309734513275,1.0,0.49760353831083015,,0.5023964616891698,0.3403300738564433,301,31.0,False
close_location,H1,validation,top_decile,0.6836734693877551,0.9897959183673469,0.35368054083886113,,0.6463194591611389,0.4840911516393363,169,22.0,False
close_location,H1,validation,top_quintile,0.9081632653061225,1.0,0.46906248737747114,,0.5309375126225289,0.3636273552696918,216,44.5,False
close_location,H10,robustness,top_decile,0.6039603960396039,0.9900990099009901,0.37202314593463326,,0.6279768540653667,0.4642807808021835,167,22.0,False
close_location,H10,robustness,top_quintile,0.8415841584158416,1.0,0.49108483750651466,,0.5089151624934853,0.3451041682707175,218,44.0,False
close_location,H10,train,top_decile,0.5,0.96875,0.37743159151931693,,0.6225684084806831,0.46223554564209474,230,14.5,False
close_location,H10,train,top_quintile,0.7008928571428571,0.9955357142857143,0.4755294785606059,,0.5244705214393941,0.36083692572010195,292,29.5,False
close_location,H10,validation,top_decile,0.6145833333333334,0.9583333333333334,0.3929480397424311,,0.6070519602575689,0.441188544483739,158,22.0,False
close_location,H10,validation,top_quintile,0.8125,1.0,0.49359538169554873,,0.5064046183044513,0.3411572449646787,208,44.0,False
close_location,H20,robustness,top_decile,0.5454545454545454,0.9494949494949495,0.3162623152498272,,0.6837376847501728,0.5271243525936387,187,21.0,False
close_location,H20,robustness,top_quintile,0.7777777777777778,1.0,0.4347508366675956,,0.5652491633324044,0.3988534096081407,242,43.0,False
close_location,H20,train,top_decile,0.6441441441441441,0.9774774774774775,0.36421503468481153,,0.6357849653151885,0.47780621920302596,240,14.0,False
close_location,H20,train,top_quintile,0.8333333333333334,0.9864864864864865,0.4613984054232608,,0.5386015945767392,0.3743997086473669,294,29.0,False
close_location,H20,validation,top_decile,0.5319148936170213,0.9468085106382979,0.3284738561849968,,0.6715261438150032,0.5138523078915785,173,22.0,False
close_location,H20,validation,top_quintile,0.776595744680851,0.9893617021276596,0.42550556021785957,,0.5744944397821404,0.40685189795539983,221,44.0,False
close_location,H3,robustness,top_decile,0.5588235294117647,0.9705882352941176,0.3038891016420059,,0.6961108983579941,0.5412692639862922,185,22.0,False
close_location,H3,robustness,top_quintile,0.8235294117647058,0.9803921568627451,0.3977792643327607,,0.6022207356672393,0.434930097467784,242,44.0,False
close_location,H3,train,top_decile,0.47345132743362833,0.9247787610619469,0.30092797626077195,,0.699072023739228,0.547493309110669,248,15.0,False
close_location,H3,train,top_quintile,0.6548672566371682,0.995575221238938,0.3814223358637783,,0.6185776641362217,0.4536232787022244,307,30.0,False
close_location,H3,validation,top_decile,0.5612244897959183,0.9387755102040817,0.2919214558740192,,0.7080785441259808,0.5536645671674806,176,22.0,False
close_location,H3,validation,top_quintile,0.7653061224489796,1.0,0.3978152050829782,,0.6021847949170218,0.43345182195685567,234,44.0,False
close_location,H5,robustness,top_decile,0.47058823529411764,0.8921568627450981,0.331041518879971,,0.668958481120029,0.5108784527512445,199,22.0,False
close_location,H5,robustness,top_quintile,0.6274509803921569,0.9705882352941176,0.41261074987651325,,0.5873892501234868,0.4201102710578193,264,44.0,False
close_location,H5,train,top_decile,0.4222222222222222,0.8533333333333334,0.31510018124539074,,0.6848998187546093,0.5310126410874234,274,15.0,False
close_location,H5,train,top_quintile,0.5288888888888889,0.9288888888888889,0.3829459624690449,,0.6170540375309551,0.4524941804983734,328,30.0,False
close_location,H5,validation,top_decile,0.4742268041237113,0.9381443298969072,0.3241662186333224,,0.6758337813666776,0.5168477770719618,199,22.0,False
close_location,H5,validation,top_quintile,0.6391752577319587,0.979381443298969,0.411606333020318,,0.588393666979682,0.4197138698636633,259,44.0,False
composite_price_volume,H1,robustness,top_decile,0.36893203883495146,0.8349514563106796,0.12341328859219569,,0.8765867114078043,0.7857188191509507,258,22.0,False
composite_price_volume,H1,robustness,top_quintile,0.5533980582524272,0.941747572815534,0.20694177225145238,,0.7930582277485476,0.662462549204042,295,44.0,False
composite_price_volume,H1,train,top_decile,0.3053097345132743,0.8185840707964602,0.12821730452280844,,0.8717826954771916,0.7798868109922448,304,15.0,False
composite_price_volume,H1,train,top_quintile,0.5088495575221239,0.9380530973451328,0.20821257199786058,,0.7917874280021394,0.6605815542910937,344,31.0,False
composite_price_volume,H1,validation,top_decile,0.40816326530612246,0.8979591836734694,0.12689157270971074,,0.8731084272902893,0.7785424682892187,224,22.0,False
composite_price_volume,H1,validation,top_quintile,0.6530612244897959,0.9693877551020408,0.21661056632592146,,0.7833894336740785,0.6477593112093906,264,44.5,False
composite_price_volume,H10,robustness,top_decile,0.39603960396039606,0.9207920792079208,0.19815251151005397,,0.801847488489946,0.6768470003964417,230,22.0,False
composite_price_volume,H10,robustness,top_quintile,0.5643564356435643,0.9900990099009901,0.2713141254327981,,0.7286858745672019,0.5781055175325506,277,44.0,False
composite_price_volume,H10,train,top_decile,0.38839285714285715,0.8169642857142857,0.20105549753351437,,0.7989445024664856,0.6748549645539265,272,14.5,False
composite_price_volume,H10,train,top_quintile,0.5803571428571429,0.9464285714285714,0.26819718956197414,,0.7318028104380259,0.5825657324775575,323,29.5,False
composite_price_volume,H10,validation,top_decile,0.5208333333333334,0.8854166666666666,0.2322356600457156,,0.7677643399542844,0.6292419784639464,200,22.0,False
composite_price_volume,H10,validation,top_quintile,0.7083333333333334,0.9895833333333334,0.30508652903982547,,0.6949134709601745,0.5355429419247312,259,44.0,False
composite_price_volume,H20,robustness,top_decile,0.6161616161616161,0.9595959595959596,0.23927381075142273,,0.7607261892485773,0.6214512155369002,204,21.0,False
composite_price_volume,H20,robustness,top_quintile,0.7171717171717171,0.98989898989899,0.32223890262372945,,0.6777610973762705,0.5181797835203645,265,43.0,False
composite_price_volume,H20,train,top_decile,0.5045045045045045,0.9324324324324325,0.2359783644856287,,0.7640216355143713,0.626129330150824,249,14.0,False
composite_price_volume,H20,train,top_quintile,0.7117117117117117,0.9819819819819819,0.3299236030951693,,0.6700763969048307,0.5099274791973454,296,29.0,False
composite_price_volume,H20,validation,top_decile,0.5106382978723404,0.9680851063829787,0.27411690618087037,,0.7258830938191296,0.5759299061543101,180,22.0,False
composite_price_volume,H20,validation,top_quintile,0.7659574468085106,1.0,0.36251240594698453,,0.6374875940530155,0.4719183872603506,239,44.0,False
composite_price_volume,H3,robustness,top_decile,0.3627450980392157,0.9313725490196079,0.19918919467321183,,0.8008108053267882,0.6754923110382383,246,22.0,False
composite_price_volume,H3,robustness,top_quintile,0.5294117647058824,0.9803921568627451,0.2734301102915373,,0.7265698897084627,0.5759415800331008,286,44.0,False
composite_price_volume,H3,train,top_decile,0.35398230088495575,0.7876106194690266,0.19014321048201388,,0.8098567895179861,0.6902286161599842,297,15.0,False
composite_price_volume,H3,train,top_quintile,0.4911504424778761,0.9247787610619469,0.2616204288183396,,0.7383795711816604,0.5914840945539503,338,30.0,False
composite_price_volume,H3,validation,top_decile,0.46938775510204084,0.826530612244898,0.22137705781718497,,0.778622942182815,0.6437379817254314,219,22.0,False
composite_price_volume,H3,validation,top_quintile,0.6326530612244898,0.9693877551020408,0.29431563060942123,,0.7056843693905788,0.5476595243058909,268,44.0,False
composite_price_volume,H5,robustness,top_decile,0.3431372549019608,0.8235294117647058,0.22332316702411847,,0.7766768329758815,0.6434671546138715,250,22.0,False
composite_price_volume,H5,robustness,top_quintile,0.5098039215686274,0.9509803921568627,0.29636811025937804,,0.703631889740622,0.5486436152081121,281,44.0,False
composite_price_volume,H5,train,top_decile,0.30666666666666664,0.8044444444444444,0.21260551175131115,,0.7873944882486889,0.6587403444509373,296,15.0,False
composite_price_volume,H5,train,top_quintile,0.4577777777777778,0.9022222222222223,0.2815207414245118,,0.7184792585754882,0.5678745091392053,330,30.0,False
composite_price_volume,H5,validation,top_decile,0.44329896907216493,0.8247422680412371,0.23271471042502168,,0.7672852895749783,0.6289892323859715,238,22.0,False
composite_price_volume,H5,validation,top_quintile,0.5773195876288659,0.9175257731958762,0.30151324064922613,,0.6984867593507739,0.5401208805093206,271,44.0,False
other_gtja191,H1,robustness,top_decile,0.4368932038834951,0.9611650485436893,0.25733210824283137,,0.7426678917571686,0.5973138267597053,192,22.0,False
other_gtja191,H1,robustness,top_quintile,0.6213592233009708,1.0,0.3624768525504285,,0.6375231474495715,0.4719504276700342,252,44.0,False
other_gtja191,H1,train,top_decile,0.4026548672566372,0.8716814159292036,0.26142470000129614,,0.7385752999987039,0.5971110126898838,259,15.0,False
other_gtja191,H1,train,top_quintile,0.6238938053097345,0.9867256637168141,0.3602987333522002,,0.6397012666477998,0.4770111411059927,318,31.0,False
other_gtja191,H1,validation,top_decile,0.46938775510204084,0.9285714285714286,0.2678147321562644,,0.7321852678437356,0.5830732729096691,179,22.0,False
other_gtja191,H1,validation,top_quintile,0.6938775510204082,1.0,0.36845094329960193,,0.6315490567003981,0.4649224778465339,233,44.5,False
other_gtja191,H10,robustness,top_decile,0.49504950495049505,0.9306930693069307,0.28894690643533705,,0.711053093564663,0.5591941609294819,172,22.0,False
other_gtja191,H10,robustness,top_quintile,0.6732673267326733,1.0,0.38694391540046025,,0.6130560845995398,0.44749656062567117,219,44.0,False
other_gtja191,H10,train,top_decile,0.46875,0.90625,0.27899232923838047,,0.7210076707616195,0.5749726199852945,238,14.5,False
other_gtja191,H10,train,top_quintile,0.6383928571428571,0.9866071428571429,0.36689292617764313,,0.6331070738223569,0.4700233513610972,296,29.5,False
