factor_id,horizon,split,valid_date_count,mean_rankIC,median_rankIC,rankIC_std,ICIR,positive_date_share,p10_date_rankIC,p90_date_rankIC,year_count,positive_year_count,negative_year_count,yearly_rankIC_min,yearly_rankIC_max,single_year_ic_contribution_share,neutralized_mean_rankIC,raw_neutralized_rankIC_sign_agree
alpha017,H5,validation,97,0.0032687935193540575,0.016247098018596105,0.17396656597062482,0.018789780100079752,0.5463917525773195,-0.21625841522142875,0.22215533682682956,2,2,0,0.0002827655677451526,0.006193882125011759,0.9563407520125913,0.010154440029169109,True
alpha018,H1,robustness,103,-0.030191208710180037,-0.03441453075774604,0.1863976415238996,-0.1619720532049166,0.42718446601941745,-0.2538650244048252,0.1921129862901186,2,1,1,-0.07246394953202992,0.01291040938268652,0.8487788424205539,-0.02598758075064689,True
alpha018,H1,train,226,-0.01183007951175929,-0.01997551498816289,0.16996280382982817,-0.06960393242043664,0.47345132743362833,-0.21975593422906592,0.21161073712508194,5,2,3,-0.04016405330853516,0.022433662822313887,0.2738329640858231,-0.02303959399465986,True
alpha018,H1,validation,98,-0.024536178943165125,-0.03984271949076562,0.16545792665755713,-0.14829255653581863,0.40816326530612246,-0.2311343222649713,0.20320621970869415,2,0,2,-0.03393841705615021,-0.015133940830180036,0.6915994771387214,-0.020195382519017008,True
alpha018,H10,robustness,101,-0.026631334668650367,-0.03058059728373839,0.17388786082142232,-0.15315235084753823,0.45544554455445546,-0.2218746747488822,0.19246747090368924,2,0,2,-0.033924669116460075,-0.019192133531884484,0.6386805572815737,-0.012601929506874552,True
alpha018,H10,train,224,-0.010859956205053983,-0.0009930379853733025,0.1736076603361597,-0.06255459110517157,0.4955357142857143,-0.2568718703257031,0.19755569805052342,5,0,5,-0.03009646167152093,-0.00011941869111090939,0.6166385682459925,-0.008635308036139837,True
alpha018,H10,validation,96,-0.01864588738075663,-0.006857515306241431,0.17852482451683424,-0.10444422746931978,0.46875,-0.22149194074394546,0.18862903502343198,2,0,2,-0.030556776756197616,-0.0072211567553336475,0.808852520926549,-0.016707984960937238,True
alpha018,H20,robustness,99,-0.01995044455636487,-0.010858387075639117,0.1782443502107187,-0.11192750027016089,0.46464646464646464,-0.27629810468278015,0.1893188410112699,2,0,2,-0.02149025537063155,-0.01850121084881977,0.5373710294267474,-0.014695151101724322,True
alpha018,H20,train,222,-0.008547588683301533,-0.0013425564027170636,0.1584429787673172,-0.05394741218450689,0.4954954954954955,-0.20808690000100727,0.19444979111554933,5,1,4,-0.02778345084504875,0.01049852459737788,0.4585532612737167,-0.008122851025519113,True
alpha018,H20,validation,94,-0.021022833730827063,0.002017662656874833,0.18206112744864866,-0.1154712926665615,0.5106382978723404,-0.2754744118613027,0.1942162405305207,2,0,2,-0.03689348401888525,-0.0037414589727192593,0.9079250837513843,-0.015111008453849325,True
alpha018,H3,robustness,102,-0.037952286674056916,-0.012474412338848852,0.17560743102608628,-0.21612004943241353,0.45098039215686275,-0.26152543526217137,0.1580016735140111,2,0,2,-0.04328458639546927,-0.03261998695264455,0.5702500453689048,-0.017696644985572673,True
alpha018,H3,train,226,-0.030703804699754176,-0.031895270329006735,0.17424378938629825,-0.17621175944287967,0.43805309734513276,-0.26500318711149173,0.21000547019396676,5,0,5,-0.06130617140276785,-0.013486494223041472,0.3567257144589119,-0.024394182875518155,True
alpha018,H3,validation,98,-0.019538447816319176,-0.01423810796895823,0.17041593652109552,-0.11465152975232773,0.4387755102040816,-0.21697253374926465,0.2077379832954484,2,1,1,-0.05733382136893984,0.01825692573630148,0.7584767126208813,-0.015326921843197165,True
alpha018,H5,robustness,102,-0.04958252040505514,-0.029705146006074094,0.18079783111876463,-0.2742428938347429,0.39215686274509803,-0.2895687184049171,0.17658654292272988,2,0,2,-0.05251679799137262,-0.04664824281873766,0.5295898389427004,-0.020820164220150084,True
alpha018,H5,train,225,-0.026295924971979516,-0.01821633615253333,0.1701865697467982,-0.15451233908235132,0.47555555555555556,-0.26674318143856895,0.1829960026789174,5,0,5,-0.034540769644818996,-0.00802005970753902,0.2858692341329173,-0.015188066740221919,True
alpha018,H5,validation,97,-0.00957179587669897,-0.026241998151863608,0.17626740464565605,-0.0543026993331002,0.4536082474226804,-0.22085464609456867,0.217360775173302,2,1,1,-0.021324693444780336,0.002425953724050757,0.8978573633465268,-0.01208793208115869,True
alpha019,H1,robustness,103,-0.03019490670313266,-0.03441453075774604,0.18639540055407744,-0.1619938400484965,0.42718446601941745,-0.25387594068400154,0.1921120449912481,2,1,1,-0.07246658394699196,0.012905626957272895,0.8488310561413822,-0.025994031821893082,True
alpha019,H1,train,226,-0.011830378566675931,-0.01997551498816289,0.1699634987201221,-0.06960540737136123,0.47345132743362833,-0.21978967576924122,0.21161073712508194,5,2,3,-0.04016405330853516,0.022440589300400958,0.27379267657018325,-0.023047410683890796,True
alpha019,H1,validation,98,-0.024536139914593906,-0.03984271949076562,0.16545580156660233,-0.14829422529929942,0.40816326530612246,-0.2311343222649713,0.20320621970869415,2,0,2,-0.03393970180973946,-0.015132578019448348,0.6916267580776304,-0.020191628153402117,True
alpha019,H10,robustness,101,-0.026630441030802154,-0.03058059728373839,0.17388760525250166,-0.1531474367717709,0.45544554455445546,-0.2218746747488822,0.19246747090368924,2,0,2,-0.03392274433579631,-0.019192291659708125,0.6386655623968225,-0.012603226187824917,True
alpha019,H10,train,224,-0.010859032886250616,-0.0009930379853733025,0.173607136528428,-0.06254946140691894,0.4955357142857143,-0.2568718703257031,0.19755569805052342,5,0,5,-0.03009646167152093,-0.00012650823591642735,0.6166376884020096,-0.00864252130050236,True
alpha019,H10,validation,96,-0.018646148333529927,-0.006856901655648395,0.17852339132226713,-0.10444652768146356,0.46875,-0.22149194074394546,0.18864037031970182,2,0,2,-0.030556221085313095,-0.007222201000186885,0.8088273516601189,-0.016718231239725958,True
alpha019,H20,robustness,99,-0.01994983770733612,-0.010899754354356648,0.17824738627007874,-0.11192218929431208,0.46464646464646464,-0.2763079122226887,0.1893188410112699,2,0,2,-0.02148954049643766,-0.018500705670534672,0.5373695477320097,-0.01469734820643374,True
alpha019,H20,train,222,-0.008545719775863964,-0.0013425564027170636,0.15844594891544653,-0.0539346056769449,0.4954954954954955,-0.20808690000100727,0.19444979111554933,5,1,4,-0.027778425595970133,0.010500918303751456,0.4585274617556412,-0.0081293268389498,True
alpha019,H20,validation,94,-0.021024898907975056,0.001972984729772172,0.1820633902201359,-0.11548120071011254,0.5106382978723404,-0.2754744118613027,0.1942162405305207,2,0,2,-0.0368946025954312,-0.003744554892745031,0.9078584516956463,-0.015122298713794474,True
alpha019,H3,robustness,102,-0.03795275443630314,-0.012474412338848852,0.17560701494109346,-0.21612322519709254,0.45098039215686275,-0.26152543526217137,0.15800180294025087,2,0,2,-0.04328482849436309,-0.03262068037824319,0.570246206596268,-0.017698828617095926,True
alpha019,H3,train,226,-0.030703882394130664,-0.031895270329006735,0.17424228841083808,-0.17621372328246376,0.43805309734513276,-0.26500318711149173,0.21000547019396676,5,0,5,-0.06131403700079512,-0.013487960070174419,0.35676122255652715,-0.024417639793200857,True
alpha019,H3,validation,98,-0.019540143162972264,-0.01423810796895823,0.17041418740021583,-0.11466265491782356,0.4387755102040816,-0.21697253374926465,0.2077379832954484,2,1,1,-0.05733593109925334,0.018255644773308814,0.7584963064656104,-0.015321327954116535,True
alpha019,H5,robustness,102,-0.049581283436195826,-0.029705146006074094,0.1807989159123642,-0.27423440669427784,0.39215686274509803,-0.2895687184049171,0.17658654292272988,2,0,2,-0.05251521032682776,-0.0466473565455639,0.5295870405856625,-0.020822125896234462,True
alpha019,H5,train,225,-0.02629403385840053,-0.01821633615253333,0.17018778658394498,-0.15450012240115138,0.47555555555555556,-0.26674318143856895,0.1829960026789174,5,0,5,-0.034540769644818996,-0.008019775375853225,0.28588936026362677,-0.015204976758123,True
alpha019,H5,validation,97,-0.009572619478124558,-0.026241998151863608,0.17626761021152926,-0.05430730845353252,0.4536082474226804,-0.22085464609456867,0.217360775173302,2,1,1,-0.021326174725832214,0.002425801503910333,0.8978694875556203,-0.012085861086067793,True
alpha020,H1,robustness,103,-0.026681112894843848,-0.012434996166918325,0.18431237129394684,-0.14476029312374272,0.4563106796116505,-0.2529477050536467,0.16705854802486717,2,1,1,-0.05635101451041545,0.0035705514975036584,0.9404129141579547,-0.024049880510274842,True
alpha020,H1,train,226,-0.01589671656397541,-0.006359697330490041,0.1757096409832427,-0.090471510128983,0.4911504424778761,-0.24395919175409292,0.1981894456155436,5,1,4,-0.04557761188081678,0.026180314410667406,0.3280403201011063,-0.02138721573353222,True
alpha020,H1,validation,98,-0.015119613965287946,-0.028122104589688723,0.16170780641805593,-0.09349959225963332,0.4387755102040816,-0.19723239975309276,0.2004817636049569,2,0,2,-0.026768699644877773,-0.003470528285698118,0.8852309227713796,-0.01467715080397586,True
alpha020,H10,robustness,101,-0.003928758018023971,0.006663897189174581,0.17518525268478957,-0.022426305626838217,0.5247524752475248,-0.2339606481083792,0.19854667329005804,2,1,1,-0.009985903732839927,0.002249530611088295,0.8161462398591012,0.0001438806515285631,False
alpha020,H10,train,224,-0.002298438083746703,0.004895616131966488,0.18016625790093913,-0.012757317105461857,0.5089285714285714,-0.2814275383528382,0.22416486942879624,5,2,3,-0.0327136056168093,0.015481431047456732,0.47751854045998166,-0.0005952691275249342,True
alpha020,H10,validation,96,-0.01395992507613474,-0.021841016479524557,0.1797406368669846,-0.07766705025344744,0.46875,-0.2360425754637092,0.20285674522738695,2,0,2,-0.027015341944360654,-0.0014373823657955922,0.9494817315162148,-0.01378195128928635,True
alpha020,H20,robustness,99,-0.007728198052764069,0.0040224000321409156,0.1742862988678916,-0.044341971244808036,0.5151515151515151,-0.24032238350337878,0.20205415761042872,2,0,2,-0.011576178781498902,-0.004106569131601876,0.7381473480058043,-0.010000637124914709,True
alpha020,H20,train,222,0.0015407444972848723,0.005256503768752271,0.16920316137860222,0.00910588481167538,0.536036036036036,-0.21710852704140113,0.2195358506149137,5,2,3,-0.021872162764056752,0.020334050574491433,0.30693486224503896,0.0015268685804663703,True
alpha020,H20,validation,94,-0.015615558995789008,-0.006083282203458171,0.18050863440667778,-0.08650865398830651,0.48936170212765956,-0.26691527922340086,0.20267980972688637,2,0,2,-0.02889858769735232,-0.0011518166318645203,0.9616705113433481,-0.01167772627009414,True
alpha020,H3,robustness,102,-0.0298479990226826,-0.025781228180783405,0.182583454596191,-0.16347592441328077,0.4411764705882353,-0.21932240970138975,0.1810892821528337,2,0,2,-0.030148806014464864,-0.029547192030900327,0.5050389808635694,-0.014118965992431351,True
alpha020,H3,train,226,-0.023115284798100415,-0.007027457423363062,0.18047967324267863,-0.12807694286446805,0.4778761061946903,-0.26779488254321915,0.22540337021057721,5,0,5,-0.053643081712399725,-0.0043360278793411824,0.4009428933091135,-0.019131097343513506,True
alpha020,H3,validation,98,-0.014716975596616578,-0.031151119010007264,0.16664609472180847,-0.08831275417035388,0.45918367346938777,-0.2072205551058616,0.21479120183360534,2,1,1,-0.04715939915217988,0.01772544795894674,0.726816834004574,-0.011498945791512259,True
alpha020,H5,robustness,102,-0.03028444511700091,-0.01594490121111657,0.19208514665647639,-0.15766156646750715,0.46078431372549017,-0.29440617530160335,0.21552262879556192,2,0,2,-0.03984535442149502,-0.020723535812506803,0.6578518158010903,-0.010428938458820383,True
alpha020,H5,train,225,-0.021115918953316132,-0.010352338586109693,0.18146722385315653,-0.11636216449976199,0.4888888888888889,-0.2631904718326158,0.20786931102388798,5,0,5,-0.03443382947367415,-0.005490738589868137,0.3089899188514535,-0.01227107149664698,True
alpha020,H5,validation,97,-0.008396827447493635,-0.02726546577582387,0.17179530271323973,-0.04887693269186526,0.44329896907216493,-0.2272797352970285,0.21241713268351642,2,0,2,-0.013084478842335153,-0.003611516648592921,0.7836896487810342,-0.008611732378821096,True
alpha022,H1,robustness,103,-0.03208072241216415,-0.02772038904770833,0.1769948898431336,-0.18125225220115979,0.3786407766990291,-0.22879325225652017,0.19116999775424812,2,0,2,-0.05638026329861701,-0.007304719939702413,0.8852991777925578,-0.029193680975475835,True
alpha022,H1,train,226,-0.0162134757420638,-0.02097635415179524,0.1615717927529797,-0.10034843004342905,0.4557522123893805,-0.22077484091842192,0.19546646539727422,5,2,3,-0.04807406029897431,0.014098088856787037,0.3555288044627074,-0.02165047332538108,True
alpha022,H1,validation,98,-0.0246778520555101,-0.019890123522082734,0.15544602520784698,-0.15875511787781854,0.42857142857142855,-0.2185021375224028,0.18267283175227925,2,0,2,-0.025564897343931574,-0.023790806767088633,0.5179724978986453,-0.0153852956313666,True
alpha022,H10,robustness,101,-0.016595769722856386,-0.02769976520603135,0.1664912491057412,-0.09967953157896096,0.44554455445544555,-0.22904003712507104,0.15536998084998058,2,0,2,-0.02262508616824514,-0.010445866948559857,0.6841377110703292,-0.0028346178942069574,True
alpha022,H10,train,224,-0.004918626100221735,-0.004906673559962402,0.16028465476137357,-0.030686818445249304,0.48214285714285715,-0.2106301019170215,0.2176860110574352,5,2,3,-0.03563391654223642,0.00144092859071532,0.7461232038648006,-0.004697903632689111,True
alpha022,H10,validation,96,-0.003784141666761196,-0.022845875965686917,0.17564823676259983,-0.02154386367040913,0.46875,-0.2315574319369545,0.21614850486298645,2,1,1,-0.011746359555049135,0.003853087736290499,0.7529984451160893,-0.004789062334745946,True
alpha022,H20,robustness,99,-7.925437618472645e-05,-0.015906951342386493,0.16578995684069364,-0.00047804087590710574,0.48484848484848486,-0.21473475532088393,0.19486686548196588,2,1,1,-0.010628892504899371,0.009849816803782,0.519021601639394,0.0010962173560783797,False
alpha022,H20,train,222,-0.003803472011258888,0.007240377804697786,0.1616253651524748,-0.02353264295904763,0.5315315315315315,-0.21486609993177858,0.18916064243182776,5,1,4,-0.014635054865372072,0.018670914824850292,0.3065068624900657,-0.005177136249439162,True
alpha022,H20,validation,94,-0.0031235077588298516,0.024617231260786923,0.18528315350248487,-0.016858023515818246,0.5319148936170213,-0.26977499319486153,0.21833103823788255,2,1,1,-0.008407523172715894,0.0026301979140682863,0.7617082463500996,-0.0033009736221077143,True
alpha022,H3,robustness,102,-0.030098331750975146,-0.016062043870687902,0.16239290425732159,-0.1853426532927971,0.4803921568627451,-0.21873386346240264,0.156738598130973,2,0,2,-0.03808856426242222,-0.022108099239528053,0.6327354714798805,-0.014285431721509242,True
alpha022,H3,train,226,-0.027315376342580674,-0.0403217726328927,0.1698196802397585,-0.16084929793776367,0.415929203539823,-0.2401494686128688,0.19899567209608027,5,0,5,-0.0714674005111163,-0.008688697238892788,0.4386820587863485,-0.022363966577246104,True
alpha022,H3,validation,98,-0.021479668882698207,-0.012551627921147977,0.1754742061766042,-0.12240926658519952,0.47959183673469385,-0.2729456243437058,0.1901970698897117,2,1,1,-0.0445456942350557,0.0015863564696592736,0.9656127042820332,-0.010723753057413238,True
alpha022,H5,robustness,102,-0.03281914444087902,-0.017930078087134337,0.16685272887627509,-0.19669528129333222,0.46078431372549017,-0.30346049152922056,0.16980457496987517,2,0,2,-0.03706835882056146,-0.028569930061196586,0.5647368243760444,-0.01129102211471858,True
alpha022,H5,train,225,-0.019588005157726063,-0.01999659659725084,0.16620342943087588,-0.11785560156490471,0.4577777777777778,-0.24743217728670142,0.19533839528822636,5,0,5,-0.02947312455591257,-0.012417881609828218,0.31318572404945155,-0.014844263910429967,True
alpha022,H5,validation,97,-0.008465100193210798,0.005861057673114794,0.1752194582726157,-0.048311416304234585,0.5154639175257731,-0.2249980764561613,0.21568273922998732,2,1,1,-0.025450596077148224,0.008874260188308671,0.7414625681261962,-0.0012761825823831626,True
alpha023,H1,robustness,103,-0.00574527691098818,-0.0005123850278615164,0.15624032084691417,-0.036772050133060466,0.49514563106796117,-0.199822668718245,0.18301491330529815,2,1,1,-0.040569188973133365,0.029761456956297092,0.5768351539646082,-0.006782956492633133,True
alpha023,H1,train,226,0.00420045330697724,-0.0006657730646878202,0.14817930071948662,0.028347098998185858,0.49557522123893805,-0.19725993304731443,0.19748535670380962,5,3,2,-0.018884434465457057,0.038570802778769446,0.5093475013024542,-0.008948763571760813,False
alpha023,H1,validation,98,-0.0016289644663094241,-0.0188493589014171,0.14896389593869191,-0.010935297147302365,0.4387755102040816,-0.18672693234352913,0.1717141637126103,2,1,1,-0.022056254637205897,0.01879832570458705,0.5398722604095151,-0.005620682838352756,True
alpha023,H10,robustness,101,-0.01998339521193715,-0.013022796264153341,0.15176581278105875,-0.1316725739858535,0.4752475247524752,-0.2190556834567728,0.15705630849017949,2,0,2,-0.02481171679306853,-0.015058507199183144,0.6223119488340574,-0.001924778280053694,True
alpha023,H10,train,224,0.0038342191063219034,0.006859447363824317,0.16557661454668987,0.023156767136585685,0.53125,-0.20912963663215045,0.21115558190739095,5,2,3,-0.03348832864308934,0.04821447423040059,0.4046193829623112,0.0034760002170777355,True
alpha023,H10,validation,96,-0.025446748387237938,-0.015246856412391676,0.13245255904623174,-0.19211971871646444,0.4375,-0.20305671748558546,0.12401852496840243,2,1,1,-0.0556019009891798,0.00599160219776529,0.9027234710196639,-0.007537601214035271,True
alpha023,H20,robustness,99,-0.028825883644911496,-0.010518641922535519,0.1515668904884273,-0.19018588790744148,0.46464646464646464,-0.23954001153080215,0.15782318801263373,2,0,2,-0.03566611953383403,-0.021558133012931305,0.6232692948621152,-0.009942561630492092,True
alpha023,H20,train,222,0.01462913485352174,0.03771436259570131,0.14865995849043867,0.09840669271048288,0.5855855855855856,-0.1853523765631308,0.1917590365688492,5,3,2,-0.027763069160280037,0.06892356395597313,0.3702585506898792,0.008297680684068295,True
alpha023,H20,validation,94,-0.02907241093709344,-0.027238282192844472,0.1390102242185164,-0.20913865221448186,0.43617021276595747,-0.23823178530121386,0.1689565022426272,2,1,1,-0.0851240836804241,0.0319616327167555,0.7270236396014791,-0.005373859992916231,True
alpha023,H3,robustness,102,-0.010337830552008464,-0.018833696963530575,0.1466194233766828,-0.07050791985076454,0.47058823529411764,-0.17512765242602338,0.17936959747095077,2,1,1,-0.032556149255239995,0.011880488151223069,0.7326420529404163,-0.0010100329023866885,True
alpha023,H3,train,226,-0.0012391237785505035,-0.0002566795667330198,0.15644680496598565,-0.00792041600862294,0.5,-0.20519955411462942,0.20171431971194964,5,2,3,-0.031386894655974135,0.023197358073533316,0.3537044411309617,-0.005577263252131259,True
alpha023,H3,validation,98,-0.019285457733551142,-0.04049622044298186,0.13604071721598568,-0.14176239384957443,0.3469387755102041,-0.15974116675694536,0.15990547349451126,2,1,1,-0.06114455623058188,0.022573640763479598,0.7303615991027512,-0.0031647521513949576,True
alpha023,H5,robustness,102,-0.019952526666647305,-0.022793464734189584,0.1498704972718505,-0.13313178397250103,0.4215686274509804,-0.20805169402195106,0.17193552659925085,2,0,2,-0.022314889447474884,-0.017590163885819732,0.5591995896132921,-0.003980777690221503,True
alpha023,H5,train,225,-0.00963665581655616,-0.016331718496195732,0.16682366792344253,-0.057765519344524556,0.4533333333333333,-0.23564083766299626,0.21155907961649362,5,2,3,-0.047116556306435034,0.024384602916785195,0.44628901948261746,-0.0028816504131211427,True
alpha023,H5,validation,97,-0.02426597961491183,-0.025866491029420357,0.13616613526383467,-0.17820862410388763,0.3917525773195876,-0.17321174336317377,0.1541112440654454,2,1,1,-0.053800225558641716,0.005883563119312425,0.9014210851951884,-0.008148468174978392,True
alpha024,H1,robustness,103,0.0053918566737410955,-0.007093629881994642,0.18058747995526198,0.029857311675631402,0.4854368932038835,-0.20644164931452233,0.22130960936612173,2,1,1,-0.04323250257278272,0.054969634729020285,0.5597600646927166,-0.006266351134350395,False
alpha024,H1,train,226,-0.00757282019743088,-0.0024478783415405455,0.1810148960969613,-0.04183534261939675,0.49557522123893805,-0.24424515413342887,0.21749211968242627,5,2,3,-0.02891303790106458,0.017156187658836013,0.27786785881140774,-0.012298974466274872,True
alpha024,H1,validation,98,-0.010882487944169654,-0.0315533202968079,0.18511602120515588,-0.05878739113622734,0.40816326530612246,-0.24114284413445372,0.2618111963203211,2,0,2,-0.011432350438084965,-0.01033262545025435,0.5252636390105031,-0.008277965867148756,True
alpha024,H10,robustness,101,-0.005236768804649793,0.016759587654004593,0.16862075163265317,-0.03105649069847759,0.5445544554455446,-0.23760316349595834,0.17898929940234135,2,1,1,-0.013208644791787594,0.002894544702230761,0.8202502241369041,-3.2098495544866626e-05,True
alpha024,H10,train,224,-0.011468003279210012,0.0002848301382497506,0.1884895084787665,-0.06084160000078674,0.5,-0.25630526747940535,0.22445117820911667,5,1,4,-0.042214285262361775,0.025080045358625742,0.34671754135488714,-0.003805277607171798,True
alpha024,H10,validation,96,-0.03150105823702063,-0.019466157072845304,0.18563428802763424,-0.16969417973220152,0.4375,-0.2633558461830805,0.1815507619507425,2,0,2,-0.05245631673505993,-0.0114011164123707,0.8214598387309366,-0.024903933466526296,True
alpha024,H20,robustness,99,-0.018445157187713696,-0.03168442252065665,0.16697440132768082,-0.11046697602176628,0.43434343434343436,-0.21686498090548537,0.19735144124162143,2,1,1,-0.039998769030848126,0.0044555553956166305,0.8997722841793063,-0.01944658008355733,True
alpha024,H20,train,222,-0.005286870039235946,0.006368335236374498,0.16961776651028576,-0.031169317625199044,0.5135135135135135,-0.211522467449468,0.205199730915523,5,2,3,-0.029790851775595716,0.0325414187804945,0.3276467442737515,-0.0022159649820926728,True
alpha024,H20,validation,94,-0.029905580434312948,-0.013820937308093254,0.18061816960828297,-0.1655734885320281,0.4574468085106383,-0.30382539579301865,0.20968154757808552,2,0,2,-0.042074682467130364,-0.016654780443022873,0.7164152434272718,-0.018508463781152017,True
alpha024,H3,robustness,102,-0.015251290870855248,-0.02090625161130591,0.16935959141941243,-0.09005271412757498,0.4411764705882353,-0.19356803736987097,0.2009027680851349,2,1,1,-0.030531990300352523,2.940855864201864e-05,0.9990377221023912,-0.0034931691841966145,True
alpha024,H3,train,226,-0.010893283786547796,-0.013216213720123968,0.1821575993271326,-0.05980142374946872,0.45132743362831856,-0.2384685192062335,0.2368289749231639,5,2,3,-0.04777626222876795,0.018903355366409226,0.3482232923363813,-0.012347401514583958,True
alpha024,H3,validation,98,-0.013790835522140396,-0.0482944889457222,0.17776815318666314,-0.07757764973605541,0.4387755102040816,-0.22637969314009798,0.21569414051934924,2,1,1,-0.03472740193272147,0.007145730888440682,0.8293480710182422,-0.011997995616371226,True
alpha024,H5,robustness,102,-0.017123251311375497,-0.008641403177605759,0.1781602216117196,-0.09611152902971641,0.47058823529411764,-0.2618709104120056,0.20850671716398547,2,0,2,-0.017882396116665505,-0.016364106506085486,0.5221670753843836,-0.005238776535102672,True
alpha024,H5,train,225,-0.01682954965858721,-0.03142689679644297,0.18236488756166666,-0.09228503295567958,0.43555555555555553,-0.25595565057499065,0.22497188600345072,5,1,4,-0.05036066737480056,0.013935992951319191,0.38744256005016137,-0.0056363895320925535,True
alpha024,H5,validation,97,-0.021909066658584234,-0.031850416844117165,0.18123702146243195,-0.12088626529942005,0.422680412371134,-0.24491029381996293,0.20425346511506537,2,0,2,-0.036623201797284045,-0.007495219992102785,0.8301113301857538,-0.01950165003038675,True
alpha025,H1,robustness,103,-0.0028740322074880444,-0.008180411538741257,0.17169419633994615,-0.016739250765340958,0.4854368932038835,-0.22466944176439746,0.20907501567613548,2,1,1,-0.0495559339306231,0.04291014063635597,0.5359363870770417,0.006644617131501861,False
alpha025,H1,train,168,0.019411984947114297,0.02227676381153728,0.17695338976336014,0.1097011194477481,0.5238095238095238,-0.21667016037462689,0.24548949944609427,4,3,1,-0.0591681080968662,0.04136422047675999,0.41882130223519765,0.020757476054441906,True
alpha025,H1,validation,98,0.015191516691948202,0.02329042106498307,0.17111450036385237,0.08877983256617908,0.5612244897959183,-0.19976893697863923,0.22768322432886365,2,2,0,0.009692570121477085,0.020690463262419318,0.6809874116580362,0.009901685115010541,True
alpha025,H10,robustness,101,-0.01505232643112634,-0.027553405043523705,0.18111747343679604,-0.08310808529680103,0.4158415841584158,-0.24814823573456188,0.21559115927166667,2,0,2,-0.016386440507561804,-0.013691530073162149,0.5447987411113225,-0.01111883830634965,True
alpha025,H10,train,158,-0.002819594841745294,-0.013396033977721891,0.16872210229918796,-0.016711472909135654,0.4810126582278481,-0.22359208336995506,0.23636500313545827,4,2,2,-0.08400788565319817,0.025574983669323745,0.5506554637184106,0.0021472448079128876,False
alpha025,H10,validation,96,0.0036618861400901023,-0.0377162611879085,0.18544786091279336,0.019746176213982322,0.4583333333333333,-0.21012335925837755,0.23647266364291053,2,1,1,-0.019163776218081834,0.02745885327946085,0.5889597728696986,0.005713201180873676,True
alpha025,H20,robustness,99,-0.005503203370705173,-0.005242279233508792,0.1758076087464964,-0.03130241864924316,0.494949494949495,-0.2273363879396903,0.234301567414448,2,0,2,-0.007901390333436986,-0.00324608622931052,0.708805287812109,0.005335236561165487,False
alpha025,H20,train,153,-0.01449279638961669,-0.02199049488708855,0.1617754549647191,-0.08958587934601922,0.41830065359477125,-0.20519280953638475,0.19411848825370742,4,3,1,-0.056053288538061324,0.05578248027349012,0.46127915122465923,-0.00832199821156984,True
alpha025,H20,validation,94,-3.762656684010305e-06,0.0020351386534566995,0.1770985423888984,-2.124611887402056e-05,0.5,-0.2107650579061344,0.21034452694436023,2,1,1,-0.009838053883002032,0.00902772928585295,0.5214760391841783,0.00041108239656501705,False
alpha025,H3,robustness,102,0.009104802149311015,0.04099067837740643,0.1747711370284538,0.05209557083689797,0.5490196078431373,-0.194931550487283,0.20003959161632143,2,1,1,-0.006697354544840861,0.024906958843462883,0.7880873264812186,0.0004806910977814324,True
alpha025,H3,train,166,0.011009711376004287,0.007419817780104625,0.18206879606830562,0.06047006194226628,0.5120481927710844,-0.24851822833798007,0.25578783545575146,4,2,2,-0.09307207990597263,0.05145374868052678,0.5179162536365381,0.007581508113329472,True
alpha025,H3,validation,98,0.0060254071493411184,0.019755374570440288,0.17912963313398791,0.03363713219260685,0.5510204081632653,-0.2434864901086076,0.2153602698976255,2,1,1,-0.023293045541059224,0.03534385983974146,0.6027579322307484,0.003928950852424115,True
alpha025,H5,robustness,102,0.007986490678142022,0.01361372633072919,0.17994137515738687,0.044383848190315246,0.5490196078431373,-0.22295105963096964,0.22593373121784552,2,1,1,-0.002863194164043783,0.018836175520327833,0.8680517358019888,-0.0029691869440902977,False
alpha025,H5,train,164,0.011541388819146804,0.02332696239880097,0.1811299210637056,0.06371884198573441,0.524390243902439,-0.24852266558819955,0.2512966134808464,4,2,2,-0.00992066909959381,0.0478434146563801,0.7029503496246667,-0.0005633887279435223,False
alpha025,H5,validation,97,0.0068113982573937875,0.010691645155788817,0.1847104936796293,0.036876076294873654,0.5360824742268041,-0.23653474649453204,0.2544161816480274,2,2,0,0.006048520606387644,0.00755870697674674,0.5554920670332182,0.00620194649069494,True
alpha027,H1,robustness,103,0.01069633647766967,0.019324199756306847,0.2019308984301384,0.05297028122405081,0.5533980582524272,-0.2391661319466834,0.23541127160407613,2,1,1,-0.0261527440158359,0.04826794796124399,0.6485823590045302,-0.001120092510700731,False
alpha027,H1,train,226,0.0015529555830144062,0.011161339936385368,0.19092122700871517,0.008134012164836533,0.5221238938053098,-0.26883507390776423,0.2442334687947621,5,2,3,-0.022416359753103094,0.030208908183889438,0.282374461441356,-0.004297324768047074,False
alpha027,H1,validation,98,-0.01677095082630216,-0.036074733457650804,0.1894334046102723,-0.0885321723526302,0.3877551020408163,-0.2515218598488303,0.28456573800880786,2,0,2,-0.020592601564796146,-0.012949300087808174,0.6139366151053413,-0.011821612367772964,True
alpha027,H10,robustness,101,-0.001818273547034897,0.03020056081409329,0.1857432461555252,-0.0097891771823156,0.5544554455445545,-0.26203152250821654,0.2155263358396406,2,1,1,-0.005485079960095901,0.0019218689942873274,0.7405316269730713,-1.7832019336950713e-05,True
