primary_family,horizon,split,valid_date_count,decile_monotonicity_score,top_decile_minus_bottom_decile_matched_delta_net,top_quintile_minus_bottom_quintile_matched_delta_net,top_decile_minus_bottom_decile_net_return,top_quintile_minus_bottom_quintile_net_return,top_decile_minus_bottom_decile_gross_return,top_quintile_minus_bottom_quintile_gross_return,matched_delta_spread_positive_date_share,gross_return_spread,net_return_spread,cost_drag,cost_survival_ratio,positive_year_count,negative_year_count
close_location,H1,robustness,103,0.09679317446307735,0.0017263818639976938,0.0015945699359842457,0.001551258438057762,0.0015410510603944701,0.0015684598925120334,0.0015581393282012642,0.5825242718446602,0.0015684598925120334,0.001551258438057762,1.7201454454271415e-05,0.9890329012961104,2,0
close_location,H1,train,226,0.029766693483507637,0.0005507561163200038,0.000495903951358219,0.0004959534304420418,0.00047461004633848696,0.000501452914045735,0.0004798728593523232,0.5353982300884956,0.000501452914045735,0.0004959534304420418,5.4994836036932875e-06,0.9890329012961091,3,2
close_location,H1,validation,98,0.05256648113790971,0.00120910821302042,0.0005793866960831616,0.0010923217249609078,0.0006003923311249201,0.001104434163443341,0.0006070499073773173,0.5918367346938775,0.001104434163443341,0.0010923217249609078,1.2112438482433192e-05,0.9890329012961083,2,0
close_location,H10,robustness,101,0.006900690069006908,0.0014416517766938713,0.00012115677288168833,0.0016200342998801056,2.0164316366517566e-05,0.001637998389898935,2.0387912616550994e-05,0.5148514851485149,0.001637998389898935,0.0016200342998801056,1.79640900188295e-05,0.9890329012961131,2,0
close_location,H10,train,224,0.11320346320346318,0.0028299885117311035,0.004333499103759362,0.0028938278551938032,0.0043409223964494025,0.0029259166721364777,0.00438905762463584,0.5178571428571429,0.0029259166721364777,0.0028938278551938032,3.208881694267453e-05,0.9890329012961112,3,2
close_location,H10,validation,96,-0.13106060606060607,-0.006326208475318256,-0.0053267587562478265,-0.0058616076451257215,-0.005282464933416819,-0.005926605310545456,-0.005341040653444623,0.40625,-0.005926605310545456,-0.0058616076451257215,-6.499766541973474e-05,,1,1
close_location,H20,robustness,99,0.02344658708295071,-0.001430499678445298,-0.0002193064459532698,-0.0016996081841114338,-3.9639310567931836e-05,-0.0017184546458304082,-4.0078859374631046e-05,0.5050505050505051,-0.0017184546458304082,-0.0016996081841114338,-1.884646171897435e-05,,1,1
close_location,H20,train,222,0.15249795249795248,0.013442625298866362,0.009382886155335165,0.01333188112181961,0.00921582096450207,0.013479714481033337,0.009318012527616507,0.6396396396396397,0.013479714481033337,0.01333188112181961,0.00014783335921372646,0.9890329012961115,5,0
close_location,H20,validation,94,-0.14880722114764666,-0.01124406249149307,-0.010617112987220987,-0.011730736040980266,-0.01098365796449633,-0.011860814767241136,-0.011105452558860704,0.3829787234042553,-0.011860814767241136,-0.011730736040980266,-0.00013007872626086964,,0,2
close_location,H3,robustness,102,0.009744503862150922,0.00028643802456343025,0.0001507050668176579,0.00021764269786283568,0.00016077895222689796,0.00022005607455284786,0.0001625617833503832,0.49019607843137253,0.00022005607455284786,0.00021764269786283568,2.4133766900121824e-06,0.9890329012961077,1,1
close_location,H3,train,226,0.07674979887369267,0.002291062162909389,0.0022054365231419107,0.0022859651045349897,0.00201525996681636,0.002311313507911889,0.002037606599512913,0.5796460176991151,0.002311313507911889,0.0022859651045349897,2.534840337689928e-05,0.989032901296112,5,0
