split,anchor_family_id,diagnostic_axis,diagnostic_bucket,predeclared_partition_id,diagnostic_bucket_source,baseline_id,anchor_event_count,baseline_event_count,failed_lookalike_baseline_event_count,unique_instrument_year_count,anchor_p05_after_cost_return_H20,baseline_p05_after_cost_return_H20,p05_diff_vs_baseline,anchor_max_adverse_excursion_mean_H20,baseline_max_adverse_excursion_mean_H20,mae_worsening_vs_baseline,failed_lookalike_rate,top1_instrument_year_pnl_share,top1_threshold,top1_threshold_status,top5_instrument_exposure_share,top5_threshold,top5_threshold_status,interpretation_status
train,second_breakout,vol20_bucket,3,P05_PART_194ac7ca9f6f,linked_anchor,industry_matched_baseline,29,29,43,28,-0.15909936899031504,-0.14244852740642505,-0.01665084158388999,-0.09588268671033084,-0.105346205587559,0.0,0.5972222222222222,0.1444044515132201,,not_applicable,0.25,,not_applicable,interpretable
train,second_breakout,vol20_bucket,4,P05_PART_34b3514cf6c1,linked_anchor,industry_matched_baseline,48,48,54,46,-0.2854696922559181,-0.2605183200041681,-0.024951372251750037,-0.11973254658365586,-0.1529714614882075,0.0,0.5294117647058824,0.15416260873968748,,not_applicable,0.1694915254237288,,not_applicable,interpretable
train,second_breakout,ret_60d_bucket,3,P05_PART_7413d8b18e92,linked_anchor,industry_matched_baseline,11,11,16,11,-0.13438297609283079,-0.15435367762511665,0.01997070153228586,-0.08364591649900405,-0.0779372607980639,0.005708655700940146,0.5925925925925926,0.31911543178278845,,not_applicable,0.4375,,not_applicable,too_sparse
train,second_breakout,ret_60d_bucket,4,P05_PART_d6b7492c072c,linked_anchor,industry_matched_baseline,124,124,159,111,-0.23944770606788335,-0.24099492276151158,0.0015472166936282283,-0.1031074940246876,-0.11040304877724011,0.0,0.5618374558303887,0.08755881656393272,,not_applicable,0.10119047619047619,,not_applicable,interpretable
train,second_breakout,all,all,not_applicable,linked_anchor,failed_lookalike_baseline,175,175,175,152,-0.21813880803432342,-0.17523746477881275,-0.04290134325551068,-0.10141518293549771,-0.082915907322068,0.01849927561342972,0.5,0.08016826987424333,,not_applicable,0.09782608695652174,,not_applicable,interpretable
train,second_breakout,anchor_window_position_bucket,0.025_0.1,P05_PART_bfc88333615b,linked_anchor,failed_lookalike_baseline,46,46,46,45,-0.22809886302086807,-0.18401629510363327,-0.044082567917234805,-0.11160273113770507,-0.09411978654464548,0.017482944593059588,0.5,0.12646375342957378,,not_applicable,0.20833333333333334,,not_applicable,interpretable
train,second_breakout,anchor_window_position_bucket,0.1_0.45,P05_PART_585c21cafb06,linked_anchor,failed_lookalike_baseline,53,53,53,53,-0.16911577666405206,-0.11148584534077885,-0.05762993132327321,-0.09585949856263518,-0.06666652801479538,0.0291929705478398,0.5,0.12174842844737929,,not_applicable,0.18181818181818182,,not_applicable,interpretable
train,second_breakout,anchor_window_position_bucket,ge_0.45,P05_PART_7c7f79bd6e01,linked_anchor,failed_lookalike_baseline,48,48,48,42,-0.2132767582559337,-0.11925528764621951,-0.09402147060971419,-0.09217581758732961,-0.07551654874676446,0.01665926884056515,0.5,0.16376606448643777,,not_applicable,0.2653061224489796,,not_applicable,interpretable
train,second_breakout,anchor_window_position_bucket,lt_0.025,P05_PART_e6806b3c12e6,linked_anchor,failed_lookalike_baseline,28,28,28,28,-0.2331265314528419,-0.19157042931441634,-0.04155610213842556,-0.10983047133742653,-0.1079519027028342,0.0018785686345923341,0.5,0.21453486043086598,,not_applicable,0.1875,,not_applicable,interpretable
train,second_breakout,reference_age_bucket,0_5,P05_PART_64df811e6d73,linked_anchor,failed_lookalike_baseline,47,47,47,46,-0.22116920361132497,-0.18114288056850658,-0.04002632304281839,-0.10643932996706165,-0.09992428529035777,0.006515044676703885,0.5,0.1406546303262682,,not_applicable,0.17307692307692307,,not_applicable,interpretable
train,second_breakout,reference_age_bucket,10_20,P05_PART_8c8ff8202cff,linked_anchor,failed_lookalike_baseline,25,25,25,25,-0.17337339977276672,-0.0927138707665782,-0.08065952900618853,-0.10380923870104089,-0.07348107694717766,0.030328161753863228,0.5,0.2574188323064936,,not_applicable,0.2692307692307692,,not_applicable,interpretable
train,second_breakout,reference_age_bucket,20_40,P05_PART_4b5d754918f1,linked_anchor,failed_lookalike_baseline,38,38,38,35,-0.21867717718140187,-0.09872615015740262,-0.11995102702399925,-0.09012598669279176,-0.07870749564718524,0.011418491045606521,0.5,0.2400874985760814,,not_applicable,0.28205128205128205,,not_applicable,interpretable
train,second_breakout,reference_age_bucket,40_60,P05_PART_c0d118e3f8d7,linked_anchor,failed_lookalike_baseline,10,10,10,9,-0.17162534407716445,-0.08299210384220052,-0.08863324023496394,-0.10017015807602725,-0.06339095052516547,0.03677920755086178,0.5,0.35417688987909096,,not_applicable,0.6,,not_applicable,too_sparse
train,second_breakout,reference_age_bucket,5_10,P05_PART_dcad40adc80e,linked_anchor,failed_lookalike_baseline,55,55,55,55,-0.21813880803432345,-0.18128557581805183,-0.036853232216271625,-0.10368233743575715,-0.07912765653074448,0.02455468090501267,0.5,0.12963795134528294,,not_applicable,0.17543859649122806,,not_applicable,interpretable
train,second_breakout,second_breakout_gap_band,10_20,P05_PART_356d52c488be,linked_anchor,failed_lookalike_baseline,25,25,25,25,-0.17337339977276672,-0.0927138707665782,-0.08065952900618853,-0.10380923870104089,-0.07348107694717766,0.030328161753863228,0.5,0.2574188323064936,,not_applicable,0.2692307692307692,,not_applicable,interpretable
train,second_breakout,second_breakout_gap_band,20_40,P05_PART_0672a00fd404,linked_anchor,failed_lookalike_baseline,38,38,38,35,-0.21867717718140187,-0.09872615015740262,-0.11995102702399925,-0.09012598669279176,-0.07870749564718524,0.011418491045606521,0.5,0.2400874985760814,,not_applicable,0.28205128205128205,,not_applicable,interpretable
train,second_breakout,second_breakout_gap_band,3_10,P05_PART_d6ddd94cad8f,linked_anchor,failed_lookalike_baseline,102,102,102,99,-0.2226817679509117,-0.18180302019784242,-0.040878747753069294,-0.10499759992775562,-0.08871041684154671,0.016287183086208912,0.5,0.0728085882379385,,not_applicable,0.10091743119266056,,not_applicable,interpretable
train,second_breakout,second_breakout_gap_band,40_60,P05_PART_aa98c29161ea,linked_anchor,failed_lookalike_baseline,10,10,10,9,-0.17162534407716445,-0.08299210384220052,-0.08863324023496394,-0.10017015807602725,-0.06339095052516547,0.03677920755086178,0.5,0.35417688987909096,,not_applicable,0.6,,not_applicable,too_sparse
train,second_breakout,second_breakout_return_band,0.0933868_0.125672,P05_PART_5d708f43ee71,linked_anchor,failed_lookalike_baseline,42,42,42,42,-0.14831322591097681,-0.17914976839886382,0.030836542487887003,-0.09240015834593894,-0.07625731566206216,0.01614284268387678,0.5,0.1625461820828572,,not_applicable,0.2,,not_applicable,interpretable
train,second_breakout,second_breakout_return_band,0.125672_0.174033,P05_PART_78934b2a3629,linked_anchor,failed_lookalike_baseline,47,47,47,47,-0.20748725600707252,-0.12603389323019043,-0.08145336277688209,-0.1025857808647178,-0.07972049163804586,0.022865289226671942,0.5,0.16232370774199847,,not_applicable,0.20833333333333334,,not_applicable,interpretable
train,second_breakout,second_breakout_return_band,ge_0.174033,P05_PART_d2687d1f14c9,linked_anchor,failed_lookalike_baseline,48,48,48,45,-0.2386833442679389,-0.1189411527706317,-0.11974219149730721,-0.10623328431392869,-0.08241932376019416,0.023813960553734526,0.5,0.1386971652230585,,not_applicable,0.22916666666666666,,not_applicable,interpretable
train,second_breakout,second_breakout_return_band,lt_0.0933868,P05_PART_1101f5f43cf0,linked_anchor,failed_lookalike_baseline,38,38,38,38,-0.22785724087776396,-0.2265530885034866,-0.001304152374277362,-0.10416445130207662,-0.09485489147573194,0.009309559826344682,0.5,0.17314046578520634,,not_applicable,0.18604651162790697,,not_applicable,interpretable
train,second_breakout,second_breakout_consolidation_drawdown_band,-0.0258192_-0.0102206,P05_PART_df440cd6f854,linked_anchor,failed_lookalike_baseline,41,41,41,41,-0.20105850317752005,-0.1616386214297849,-0.03941988174773514,-0.08760494327639874,-0.08136358641606847,0.006241356860330269,0.5,0.14881801540011422,,not_applicable,0.25,,not_applicable,interpretable
train,second_breakout,second_breakout_consolidation_drawdown_band,-0.0530469_-0.0258192,P05_PART_0ce242bbd627,linked_anchor,failed_lookalike_baseline,49,49,49,48,-0.2049664801376669,-0.15346987096741943,-0.05149660917024748,-0.10677242440328953,-0.08281081525488403,0.023961609148405505,0.5,0.1567640809876666,,not_applicable,0.17647058823529413,,not_applicable,interpretable
train,second_breakout,second_breakout_consolidation_drawdown_band,ge_-0.0102206,P05_PART_137da244b8b2,linked_anchor,failed_lookalike_baseline,48,48,48,47,-0.22497696895303496,-0.1670000382612274,-0.057976930691807566,-0.10103804820188474,-0.08877134331254659,0.012266704889338148,0.5,0.1169469701075219,,not_applicable,0.20408163265306123,,not_applicable,interpretable
train,second_breakout,second_breakout_consolidation_drawdown_band,lt_-0.0530469,P05_PART_7c9264b9e016,linked_anchor,failed_lookalike_baseline,37,37,37,32,-0.21117607347263329,-0.15743294440056038,-0.053743129072072904,-0.11023795373774789,-0.07717898140031183,0.03305897233743606,0.5,0.3964990869210765,,not_applicable,0.275,,not_applicable,interpretable
train,second_breakout,year_bucket,2017,P05_PART_bf400a80dd79,linked_anchor,failed_lookalike_baseline,4,4,4,4,-0.13968274707196918,-0.1404856093687893,0.0008028622968201116,-0.11941220586586154,-0.08142798248733887,0.03798422337852267,0.5,1.0,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,year_bucket,2018,P05_PART_beb44123e158,linked_anchor,failed_lookalike_baseline,17,17,17,11,-0.2114023600936512,-0.16320818427092737,-0.04819417582272384,-0.10938906954521936,-0.1011483056293962,0.008240763915823165,0.5,0.36152941649267545,,not_applicable,0.5263157894736842,,not_applicable,too_sparse
train,second_breakout,year_bucket,2019,P05_PART_7aff11922ab6,linked_anchor,failed_lookalike_baseline,43,43,43,39,-0.21035666434474962,-0.08150141498146893,-0.1288552493632807,-0.09225705555148277,-0.06567109389779913,0.02658596165368364,0.5,0.26092244369869844,,not_applicable,0.2127659574468085,,not_applicable,interpretable
train,second_breakout,year_bucket,2020,P05_PART_df64492a95ef,linked_anchor,failed_lookalike_baseline,77,77,77,66,-0.20545304782322282,-0.13552195043289655,-0.06993109739032627,-0.09927430899291154,-0.08391386417667634,0.015360444816235191,0.5,0.12671370750515865,,not_applicable,0.14102564102564102,,not_applicable,interpretable
train,second_breakout,year_bucket,2021,P05_PART_44c00970e79a,linked_anchor,failed_lookalike_baseline,34,34,34,32,-0.23700012484946825,-0.1906785084542271,-0.046321616395241155,-0.11180207785950486,-0.09352429636774603,0.01827778149175882,0.5,0.1529383519891403,,not_applicable,0.19444444444444445,,not_applicable,interpretable
train,second_breakout,industry_bucket,交通运输,P05_PART_5567ef72272e,linked_anchor,failed_lookalike_baseline,9,9,9,8,-0.22810956076717157,-0.062331970281307936,-0.16577759048586363,-0.12200949985748115,-0.08486216219601786,0.03714733766146329,0.5,0.8641866958723773,,not_applicable,0.8888888888888888,,not_applicable,too_sparse
train,second_breakout,industry_bucket,传媒,P05_PART_ab7d85ab49cf,linked_anchor,failed_lookalike_baseline,2,2,2,2,-0.01555399751746005,-0.060849234982155054,0.04529523746469501,-0.07676368984510162,-0.05661203782705582,0.020151652018045807,0.5,1.0,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,industry_bucket,公用事业,P05_PART_5ab80d0e8e1b,linked_anchor,failed_lookalike_baseline,2,2,2,2,-0.08721533597278885,-0.06229305226872127,-0.024922283704067585,-0.11101193202719917,-0.06853451122320398,0.04247742080399519,0.5,1.0,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,industry_bucket,农林牧渔,P05_PART_3eab43cc7673,linked_anchor,failed_lookalike_baseline,4,4,4,3,0.020054661175123112,0.11209508972342043,-0.09204042854829732,-0.04695207678265795,-0.056083083222516095,0.0,0.5,0.8580364492070859,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,industry_bucket,医药生物,P05_PART_e9da2e5c1389,linked_anchor,failed_lookalike_baseline,13,13,13,12,-0.24129924813610976,-0.21869196040479957,-0.022607287731310183,-0.10235376747664061,-0.09339641611753138,0.00895735135910923,0.5,0.5114541997804044,,not_applicable,0.7692307692307693,,not_applicable,too_sparse
train,second_breakout,industry_bucket,国防军工,P05_PART_9be3680abaed,linked_anchor,failed_lookalike_baseline,2,2,2,2,-0.2233679224046731,-0.09540080823199537,-0.12796711417267773,-0.20311912741253052,-0.11031854792397461,0.09280057948855591,0.5,0.0,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,industry_bucket,基础化工,P05_PART_2e042d6b8f63,linked_anchor,failed_lookalike_baseline,7,7,7,7,0.0465102025094119,-0.0344240921747887,0.0809342946842006,-0.04954217748013798,-0.03809152734668849,0.011450650133449487,0.5,0.2651237034482135,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,industry_bucket,家用电器,P05_PART_a15abe39afa3,linked_anchor,failed_lookalike_baseline,2,2,2,2,-0.02704696444302241,-0.10449815914053359,0.07745119469751119,-0.06333214238278125,-0.08930244318071412,0.0,0.5,1.0,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,industry_bucket,建筑材料,P05_PART_2ca4daa4df69,linked_anchor,failed_lookalike_baseline,3,3,3,2,0.03337132718630972,-0.01484438793045837,0.04821571511676809,-0.053562815662771546,-0.043931076093348155,0.00963173956942339,0.5,0.5489538515236284,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,industry_bucket,房地产,P05_PART_58e5ea3735ca,linked_anchor,failed_lookalike_baseline,17,17,17,15,-0.18560712742449967,-0.18842159000116446,0.002814462576664789,-0.10773119103894792,-0.11937344658157582,0.0,0.5,0.30198808422549367,,not_applicable,0.7222222222222222,,not_applicable,too_sparse
train,second_breakout,industry_bucket,有色金属,P05_PART_e5a1accd8911,linked_anchor,failed_lookalike_baseline,6,6,6,5,-0.2156877735045165,-0.15020250360697573,-0.06548526989754078,-0.10825310599049359,-0.0849643595971591,0.02328874639333449,0.5,0.5436354085098332,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,industry_bucket,机械设备,P05_PART_1e1dc3e0ab2d,linked_anchor,failed_lookalike_baseline,5,5,5,4,-0.14091906110337848,-0.08109909363384604,-0.05981996746953244,-0.11879407234245395,-0.08933208807806625,0.029461984264387703,0.5,0.512346528095099,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,industry_bucket,汽车,P05_PART_ca1964526ecf,linked_anchor,failed_lookalike_baseline,12,12,12,10,-0.1955434546773559,-0.060057535872614476,-0.13548591880474142,-0.1189162633860593,-0.07923471034670436,0.039681553039354944,0.5,0.5498214623699492,,not_applicable,0.8461538461538461,,not_applicable,too_sparse
train,second_breakout,industry_bucket,煤炭,P05_PART_e14d8d96dc55,linked_anchor,failed_lookalike_baseline,2,2,2,2,-0.0709932260143021,-0.002576187856760305,-0.06841703815754178,-0.10375246549375028,-0.05903539093775262,0.04471707455599766,0.5,0.0,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,industry_bucket,电力设备,P05_PART_029d2f3a704b,linked_anchor,failed_lookalike_baseline,10,10,10,8,-0.24634052008882726,-0.20178159417660496,-0.0445589259122223,-0.11188756744817581,-0.08942732464937231,0.0224602427988035,0.5,0.335388979535597,,not_applicable,0.9090909090909091,,not_applicable,too_sparse
train,second_breakout,industry_bucket,电子,P05_PART_06cd7c59519e,linked_anchor,failed_lookalike_baseline,13,13,13,12,-0.21098321533475783,-0.20341162683421854,-0.007571588500539295,-0.10726218926649839,-0.10245283320785165,0.004809356058646741,0.5,0.3908048289180073,,not_applicable,0.6,,not_applicable,too_sparse
train,second_breakout,industry_bucket,石油石化,P05_PART_b026189cf5cb,linked_anchor,failed_lookalike_baseline,4,4,4,3,-0.030931461427772002,-0.16523837154834145,0.13430691012056944,-0.05053067783548698,-0.08926808759416496,0.0,0.5,0.5455293671141748,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,industry_bucket,社会服务,P05_PART_335fb875e6e2,linked_anchor,failed_lookalike_baseline,1,1,1,1,0.27877581801400597,0.5170314551242895,-0.23825563711028352,-0.02052950099494355,-0.02924667258536673,0.0,0.5,1.0,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,industry_bucket,计算机,P05_PART_3c695642a3b4,linked_anchor,failed_lookalike_baseline,9,9,9,9,-0.2106998327062805,-0.22712983069895595,0.016429997992675444,-0.13109091562742356,-0.08682832630321417,0.044262589324209387,0.5,0.920326693048625,,not_applicable,0.8888888888888888,,not_applicable,too_sparse
train,second_breakout,industry_bucket,通信,P05_PART_2199aca9574e,linked_anchor,failed_lookalike_baseline,1,1,1,1,0.11862172324931464,-0.08032157116291505,0.1989432944122297,-0.006799823320996268,-0.1084070959837301,0.0,0.5,1.0,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,industry_bucket,钢铁,P05_PART_5fbb8c288926,linked_anchor,failed_lookalike_baseline,3,3,3,2,-0.062376413331999565,-0.04321785703118334,-0.019158556300816226,-0.07297112730605244,-0.06045839342809348,0.01251273387795896,0.5,1.0,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,industry_bucket,银行,P05_PART_554709790ba9,linked_anchor,failed_lookalike_baseline,12,12,12,9,-0.17536915217184348,-0.10218162134392743,-0.07318753082791606,-0.09515717341211263,-0.08128338160055155,0.013873791811561079,0.5,1.0,,not_applicable,0.8461538461538461,,not_applicable,too_sparse
train,second_breakout,industry_bucket,非银金融,P05_PART_fa21c42ca5ce,linked_anchor,failed_lookalike_baseline,21,21,21,19,-0.16937102566098972,-0.11221457698301196,-0.057156448677977756,-0.10859436461972927,-0.07634590697031804,0.03224845764941123,0.5,0.5522161790083632,,not_applicable,0.47619047619047616,,not_applicable,interpretable
train,second_breakout,industry_bucket,食品饮料,P05_PART_d33431c59d85,linked_anchor,failed_lookalike_baseline,15,15,15,12,-0.16876151570927111,-0.09363729351234938,-0.07512422219692173,-0.09361491367238385,-0.06286707623526107,0.030747837437122783,0.5,0.3643946556281308,,not_applicable,0.8,,not_applicable,too_sparse
train,second_breakout,money_bucket,0,P05_PART_e3621f440496,linked_anchor,failed_lookalike_baseline,2,2,2,1,-0.19839147573424917,-0.025672543650822974,-0.1727189320834262,-0.15329791852994878,-0.060333658242445354,0.09296426028750343,0.5,0.0,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,money_bucket,1,P05_PART_9c1df3bb564c,linked_anchor,failed_lookalike_baseline,4,4,4,4,0.015195167221045,0.08952569265946532,-0.07433052543842032,-0.04931836233615833,-0.023522636288761778,0.02579572604739655,0.5,0.4158090771988422,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,money_bucket,2,P05_PART_239208c4d0f9,linked_anchor,failed_lookalike_baseline,9,9,9,9,-0.18657219389228902,-0.1557303021537769,-0.030841891738512123,-0.10312147851831979,-0.09950747594782336,0.003614002570496433,0.5,0.3977556503757459,,not_applicable,0.5454545454545454,,not_applicable,too_sparse
train,second_breakout,money_bucket,3,P05_PART_556b169e12b1,linked_anchor,failed_lookalike_baseline,44,44,44,41,-0.21153141468591344,-0.20968317052552324,-0.0018482441603902,-0.09468438032321295,-0.09010596283042789,0.004578417492785064,0.5,0.13956047597904997,,not_applicable,0.25,,not_applicable,interpretable
train,second_breakout,money_bucket,4,P05_PART_481390dbfb50,linked_anchor,failed_lookalike_baseline,116,116,116,102,-0.219478561784146,-0.14696764356712333,-0.07251091821702266,-0.10452093801466797,-0.08133876096252346,0.02318217705214451,0.5,0.07659694974792434,,not_applicable,0.13008130081300814,,not_applicable,interpretable
train,second_breakout,vol20_bucket,0,P05_PART_8a57903b6903,linked_anchor,failed_lookalike_baseline,3,3,3,3,-0.15844708348809766,-0.03928277927709265,-0.11916430421100502,-0.14626228857047785,-0.0555846525280681,0.09067763604240975,0.5,0.0,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,vol20_bucket,1,P05_PART_fd87db9809b4,linked_anchor,failed_lookalike_baseline,22,22,22,21,-0.177005034909837,-0.13854219689732286,-0.03846283801251413,-0.08238626719259112,-0.07273721471407,0.009649052478521117,0.5,0.2321745888962259,,not_applicable,0.30434782608695654,,not_applicable,interpretable
train,second_breakout,vol20_bucket,2,P05_PART_078d718fac0c,linked_anchor,failed_lookalike_baseline,53,53,53,49,-0.1888194712788746,-0.12944839994147792,-0.05937107133739669,-0.09170298518727812,-0.07347103024505115,0.01823195494222697,0.5,0.11712360898737922,,not_applicable,0.23636363636363636,,not_applicable,interpretable
train,second_breakout,vol20_bucket,3,P05_PART_194ac7ca9f6f,linked_anchor,failed_lookalike_baseline,43,43,43,41,-0.1634184574140818,-0.17796924291159696,0.01455078549751515,-0.09588268671033084,-0.07702562058990407,0.01885706612042677,0.5,0.1444044515132201,,not_applicable,0.25,,not_applicable,interpretable
train,second_breakout,vol20_bucket,4,P05_PART_34b3514cf6c1,linked_anchor,failed_lookalike_baseline,54,54,54,52,-0.25207768501685857,-0.22503879474722469,-0.02703889026963388,-0.11973254658365586,-0.1025415705873068,0.017190975996349056,0.5,0.15416260873968748,,not_applicable,0.1694915254237288,,not_applicable,interpretable
train,second_breakout,ret_60d_bucket,3,P05_PART_7413d8b18e92,linked_anchor,failed_lookalike_baseline,16,16,16,15,-0.12128304202448315,-0.08655497118537489,-0.034728070839108255,-0.08364591649900405,-0.06199018417193583,0.021655732327068217,0.5,0.31911543178278845,,not_applicable,0.4375,,not_applicable,too_sparse
train,second_breakout,ret_60d_bucket,4,P05_PART_d6b7492c072c,linked_anchor,failed_lookalike_baseline,159,159,159,140,-0.2237069112880118,-0.18112636216273162,-0.04258054912528017,-0.1031074940246876,-0.08502164046925109,0.0180858535554365,0.5,0.08755881656393272,,not_applicable,0.10119047619047619,,not_applicable,interpretable
train,second_breakout,all,all,not_applicable,baseline_event,failed_lookalike_baseline,0,276,276,231,,-0.18355872313384045,,-0.10141518293549771,-0.09471431009991967,0.006700872835578048,1.0,0.08016826987424333,,not_applicable,0.09782608695652174,,not_applicable,too_sparse
train,second_breakout,anchor_window_position_bucket,0.025_0.1,P05_PART_bfc88333615b,baseline_event,failed_lookalike_baseline,0,55,55,55,,-0.18309162597672454,,-0.11160273113770507,-0.10157088828762223,0.010031842850082837,1.0,0.12646375342957378,,not_applicable,0.20833333333333334,,not_applicable,too_sparse
train,second_breakout,anchor_window_position_bucket,0.1_0.45,P05_PART_585c21cafb06,baseline_event,failed_lookalike_baseline,0,88,88,81,,-0.1863582000111325,,-0.09585949856263518,-0.08923553907926893,0.0066239594833662485,1.0,0.12174842844737929,,not_applicable,0.18181818181818182,,not_applicable,too_sparse
train,second_breakout,anchor_window_position_bucket,ge_0.45,P05_PART_7c7f79bd6e01,baseline_event,failed_lookalike_baseline,0,64,64,59,,-0.15109689702233953,,-0.09217581758732961,-0.07009083646567507,0.022084981121654537,1.0,0.16376606448643777,,not_applicable,0.2653061224489796,,not_applicable,too_sparse
train,second_breakout,anchor_window_position_bucket,lt_0.025,P05_PART_e6806b3c12e6,baseline_event,failed_lookalike_baseline,0,69,69,68,,-0.18105020414829112,,-0.10983047133742653,-0.11907550375332952,0.0,1.0,0.21453486043086598,,not_applicable,0.1875,,not_applicable,too_sparse
train,second_breakout,reference_age_bucket,0_5,P05_PART_64df811e6d73,baseline_event,failed_lookalike_baseline,0,93,93,88,,-0.19649884233543463,,-0.10643932996706165,-0.11879935865110167,0.0,1.0,0.1406546303262682,,not_applicable,0.17307692307692307,,not_applicable,too_sparse
train,second_breakout,reference_age_bucket,10_20,P05_PART_8c8ff8202cff,baseline_event,failed_lookalike_baseline,0,48,48,45,,-0.18073577617670208,,-0.10380923870104089,-0.08577624270467103,0.018032995996369858,1.0,0.2574188323064936,,not_applicable,0.2692307692307692,,not_applicable,too_sparse
train,second_breakout,reference_age_bucket,20_40,P05_PART_4b5d754918f1,baseline_event,failed_lookalike_baseline,0,55,55,54,,-0.10522978101457077,,-0.09012598669279176,-0.06132619084432995,0.02879979584846181,1.0,0.2400874985760814,,not_applicable,0.28205128205128205,,not_applicable,too_sparse
train,second_breakout,reference_age_bucket,40_60,P05_PART_c0d118e3f8d7,baseline_event,failed_lookalike_baseline,0,9,9,8,,-0.17612520321192296,,-0.10017015807602725,-0.1236525597072286,0.0,1.0,0.35417688987909096,,not_applicable,0.6,,not_applicable,too_sparse
train,second_breakout,reference_age_bucket,5_10,P05_PART_dcad40adc80e,baseline_event,failed_lookalike_baseline,0,71,71,67,,-0.18532101340380752,,-0.10368233743575715,-0.09140473309011214,0.01227760434564501,1.0,0.12963795134528294,,not_applicable,0.17543859649122806,,not_applicable,too_sparse
train,second_breakout,year_bucket,2017,P05_PART_bf400a80dd79,baseline_event,failed_lookalike_baseline,0,9,9,9,,-0.09932394102694461,,-0.11941220586586154,-0.09006130601874944,0.029350899847112102,1.0,1.0,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,year_bucket,2018,P05_PART_beb44123e158,baseline_event,failed_lookalike_baseline,0,40,40,34,,-0.18886270065995384,,-0.10938906954521936,-0.10897270791290974,0.0004163616323096253,1.0,0.36152941649267545,,not_applicable,0.5263157894736842,,not_applicable,too_sparse
train,second_breakout,year_bucket,2019,P05_PART_7aff11922ab6,baseline_event,failed_lookalike_baseline,0,75,75,60,,-0.18009855035343728,,-0.09225705555148277,-0.0832281300016863,0.009028925549796465,1.0,0.26092244369869844,,not_applicable,0.2127659574468085,,not_applicable,too_sparse
train,second_breakout,year_bucket,2020,P05_PART_df64492a95ef,baseline_event,failed_lookalike_baseline,0,105,105,84,,-0.17427244065631703,,-0.09927430899291154,-0.09502739774439978,0.004246911248511759,1.0,0.12671370750515865,,not_applicable,0.14102564102564102,,not_applicable,too_sparse
train,second_breakout,year_bucket,2021,P05_PART_44c00970e79a,baseline_event,failed_lookalike_baseline,0,47,47,44,,-0.18566625876404644,,-0.11180207785950486,-0.10110006390647328,0.01070201395303158,1.0,0.1529383519891403,,not_applicable,0.19444444444444445,,not_applicable,too_sparse
train,second_breakout,industry_bucket,交通运输,P05_PART_5567ef72272e,baseline_event,failed_lookalike_baseline,0,20,20,17,,-0.1197265959823798,,-0.12200949985748115,-0.08038120118242756,0.04162829867505359,1.0,0.8641866958723773,,not_applicable,0.8888888888888888,,not_applicable,too_sparse
train,second_breakout,industry_bucket,传媒,P05_PART_ab7d85ab49cf,baseline_event,failed_lookalike_baseline,0,11,11,6,,-0.19546895585331692,,-0.07676368984510162,-0.10755653763190426,0.0,1.0,1.0,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,industry_bucket,公用事业,P05_PART_5ab80d0e8e1b,baseline_event,failed_lookalike_baseline,0,9,9,8,,-0.10864315631886312,,-0.11101193202719917,-0.07264613387220756,0.03836579815499161,1.0,1.0,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,industry_bucket,农林牧渔,P05_PART_3eab43cc7673,baseline_event,failed_lookalike_baseline,0,4,4,4,,-0.17193620247157737,,-0.04695207678265795,-0.15801217820386812,0.0,1.0,0.8580364492070859,,not_applicable,1.0,,not_applicable,too_sparse
train,second_breakout,industry_bucket,医药生物,P05_PART_e9da2e5c1389,baseline_event,failed_lookalike_baseline,0,18,18,18,,-0.12632136361381827,,-0.10235376747664061,-0.08613184267966352,0.016221924796977094,1.0,0.5114541997804044,,not_applicable,0.7692307692307693,,not_applicable,too_sparse
train,second_breakout,industry_bucket,商贸零售,P05_PART_028b6c711bb7,baseline_event,failed_lookalike_baseline,0,4,4,3,,-0.19572670465963962,,-0.18939393756949363,-0.1259345345127298,0.06345940305676384,1.0,0.0,,not_applicable,1.0,,not_applicable,too_sparse
