split,anchor_family_id,concentration_axis,concentration_bucket,event_count,event_share,positive_pnl_event_count,positive_pnl_share,negative_tail_event_count,negative_tail_share,winner_capture_event_count,winner_capture_share,interpretation_status
train,second_breakout,industry_bucket,医药生物,13,0.07065217391304347,5,0.060240963855421686,1,0.1,3,0.07317073170731707,too_sparse
train,second_breakout,industry_bucket,商贸零售,1,0.005434782608695652,0,0.0,0,0.0,0,0.0,too_sparse
train,second_breakout,industry_bucket,国防军工,2,0.010869565217391304,0,0.0,1,0.1,0,0.0,too_sparse
train,second_breakout,industry_bucket,基础化工,8,0.043478260869565216,7,0.08433734939759036,0,0.0,5,0.12195121951219512,too_sparse
train,second_breakout,industry_bucket,家用电器,3,0.016304347826086956,1,0.012048192771084338,0,0.0,0,0.0,too_sparse
train,second_breakout,industry_bucket,建筑材料,3,0.016304347826086956,3,0.03614457831325301,0,0.0,1,0.024390243902439025,too_sparse
train,second_breakout,industry_bucket,房地产,18,0.09782608695652174,9,0.10843373493975904,0,0.0,1,0.024390243902439025,too_sparse
train,second_breakout,industry_bucket,有色金属,6,0.03260869565217391,3,0.03614457831325301,1,0.1,4,0.0975609756097561,too_sparse
train,second_breakout,industry_bucket,机械设备,5,0.02717391304347826,3,0.03614457831325301,0,0.0,0,0.0,too_sparse
train,second_breakout,industry_bucket,汽车,13,0.07065217391304347,6,0.07228915662650602,1,0.1,4,0.0975609756097561,too_sparse
train,second_breakout,industry_bucket,煤炭,2,0.010869565217391304,0,0.0,0,0.0,0,0.0,too_sparse
train,second_breakout,industry_bucket,电力设备,11,0.059782608695652176,7,0.08433734939759036,3,0.3,4,0.0975609756097561,too_sparse
train,second_breakout,industry_bucket,电子,15,0.08152173913043478,7,0.08433734939759036,1,0.1,1,0.024390243902439025,too_sparse
train,second_breakout,industry_bucket,石油石化,4,0.021739130434782608,3,0.03614457831325301,0,0.0,0,0.0,too_sparse
train,second_breakout,industry_bucket,社会服务,1,0.005434782608695652,1,0.012048192771084338,0,0.0,1,0.024390243902439025,too_sparse
train,second_breakout,industry_bucket,计算机,9,0.04891304347826087,2,0.024096385542168676,1,0.1,2,0.04878048780487805,too_sparse
train,second_breakout,industry_bucket,通信,1,0.005434782608695652,1,0.012048192771084338,0,0.0,1,0.024390243902439025,too_sparse
train,second_breakout,industry_bucket,钢铁,3,0.016304347826086956,1,0.012048192771084338,0,0.0,1,0.024390243902439025,too_sparse
train,second_breakout,industry_bucket,银行,13,0.07065217391304347,3,0.03614457831325301,0,0.0,2,0.04878048780487805,too_sparse
train,second_breakout,industry_bucket,非银金融,21,0.11413043478260869,7,0.08433734939759036,0,0.0,2,0.04878048780487805,interpretable
train,second_breakout,industry_bucket,食品饮料,15,0.08152173913043478,5,0.060240963855421686,0,0.0,5,0.12195121951219512,too_sparse
validation,pullback_hold_restrengthen,year_bucket,2022,39,0.5064935064935064,8,0.4,3,0.75,0,0.0,interpretable
validation,pullback_hold_restrengthen,year_bucket,2023,38,0.4935064935064935,12,0.6,1,0.25,2,1.0,interpretable
validation,pullback_hold_restrengthen,industry_bucket,交通运输,4,0.05194805194805195,2,0.1,0,0.0,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,传媒,1,0.012987012987012988,1,0.05,0,0.0,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,公用事业,2,0.025974025974025976,0,0.0,0,0.0,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,医药生物,7,0.09090909090909091,0,0.0,0,0.0,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,国防军工,3,0.03896103896103896,0,0.0,0,0.0,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,基础化工,2,0.025974025974025976,0,0.0,0,0.0,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,家用电器,1,0.012987012987012988,0,0.0,0,0.0,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,建筑装饰,5,0.06493506493506493,1,0.05,0,0.0,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,房地产,4,0.05194805194805195,1,0.05,1,0.25,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,有色金属,1,0.012987012987012988,0,0.0,0,0.0,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,机械设备,2,0.025974025974025976,0,0.0,0,0.0,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,汽车,3,0.03896103896103896,0,0.0,1,0.25,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,煤炭,5,0.06493506493506493,3,0.15,0,0.0,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,电力设备,4,0.05194805194805195,1,0.05,0,0.0,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,电子,6,0.07792207792207792,1,0.05,0,0.0,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,石油石化,2,0.025974025974025976,0,0.0,1,0.25,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,计算机,9,0.11688311688311688,4,0.2,1,0.25,1,0.5,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,通信,5,0.06493506493506493,2,0.1,0,0.0,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,钢铁,1,0.012987012987012988,0,0.0,0,0.0,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,银行,1,0.012987012987012988,0,0.0,0,0.0,0,0.0,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,非银金融,5,0.06493506493506493,2,0.1,0,0.0,1,0.5,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,食品饮料,4,0.05194805194805195,2,0.1,0,0.0,0,0.0,too_sparse
validation,second_breakout,year_bucket,2022,18,0.28125,4,0.17391304347826086,1,0.25,3,0.375,too_sparse
validation,second_breakout,year_bucket,2023,46,0.71875,19,0.8260869565217391,3,0.75,5,0.625,interpretable
validation,second_breakout,industry_bucket,交通运输,2,0.03125,0,0.0,0,0.0,0,0.0,too_sparse
validation,second_breakout,industry_bucket,传媒,1,0.015625,1,0.043478260869565216,0,0.0,0,0.0,too_sparse
validation,second_breakout,industry_bucket,公用事业,3,0.046875,0,0.0,0,0.0,0,0.0,too_sparse
validation,second_breakout,industry_bucket,医药生物,2,0.03125,0,0.0,0,0.0,0,0.0,too_sparse
validation,second_breakout,industry_bucket,国防军工,4,0.0625,3,0.13043478260869565,0,0.0,1,0.125,too_sparse
validation,second_breakout,industry_bucket,基础化工,1,0.015625,0,0.0,0,0.0,0,0.0,too_sparse
validation,second_breakout,industry_bucket,家用电器,4,0.0625,1,0.043478260869565216,1,0.25,1,0.125,too_sparse
validation,second_breakout,industry_bucket,建筑装饰,3,0.046875,2,0.08695652173913043,0,0.0,0,0.0,too_sparse
validation,second_breakout,industry_bucket,有色金属,3,0.046875,2,0.08695652173913043,0,0.0,0,0.0,too_sparse
validation,second_breakout,industry_bucket,机械设备,2,0.03125,1,0.043478260869565216,0,0.0,0,0.0,too_sparse
validation,second_breakout,industry_bucket,汽车,1,0.015625,0,0.0,0,0.0,0,0.0,too_sparse
validation,second_breakout,industry_bucket,电力设备,4,0.0625,0,0.0,1,0.25,0,0.0,too_sparse
validation,second_breakout,industry_bucket,电子,3,0.046875,1,0.043478260869565216,1,0.25,1,0.125,too_sparse
validation,second_breakout,industry_bucket,石油石化,3,0.046875,0,0.0,0,0.0,0,0.0,too_sparse
validation,second_breakout,industry_bucket,计算机,9,0.140625,5,0.21739130434782608,1,0.25,2,0.25,too_sparse
validation,second_breakout,industry_bucket,通信,6,0.09375,4,0.17391304347826086,0,0.0,3,0.375,too_sparse
validation,second_breakout,industry_bucket,钢铁,2,0.03125,0,0.0,0,0.0,0,0.0,too_sparse
validation,second_breakout,industry_bucket,银行,4,0.0625,0,0.0,0,0.0,0,0.0,too_sparse
validation,second_breakout,industry_bucket,非银金融,5,0.078125,2,0.08695652173913043,0,0.0,0,0.0,too_sparse
validation,second_breakout,industry_bucket,食品饮料,2,0.03125,1,0.043478260869565216,0,0.0,0,0.0,too_sparse
robustness,pullback_hold_restrengthen,year_bucket,2024,48,0.8421052631578947,17,0.7083333333333334,3,1.0,5,0.7142857142857143,interpretable
robustness,pullback_hold_restrengthen,year_bucket,2025,9,0.15789473684210525,7,0.2916666666666667,0,0.0,2,0.2857142857142857,too_sparse
robustness,pullback_hold_restrengthen,industry_bucket,公用事业,2,0.03508771929824561,1,0.041666666666666664,0,0.0,0,0.0,too_sparse
robustness,pullback_hold_restrengthen,industry_bucket,医药生物,4,0.07017543859649122,1,0.041666666666666664,0,0.0,1,0.14285714285714285,too_sparse
robustness,pullback_hold_restrengthen,industry_bucket,国防军工,5,0.08771929824561403,3,0.125,1,0.3333333333333333,0,0.0,too_sparse
robustness,pullback_hold_restrengthen,industry_bucket,家用电器,1,0.017543859649122806,1,0.041666666666666664,0,0.0,0,0.0,too_sparse
robustness,pullback_hold_restrengthen,industry_bucket,建筑装饰,3,0.05263157894736842,0,0.0,0,0.0,0,0.0,too_sparse
robustness,pullback_hold_restrengthen,industry_bucket,有色金属,1,0.017543859649122806,1,0.041666666666666664,0,0.0,1,0.14285714285714285,too_sparse
robustness,pullback_hold_restrengthen,industry_bucket,机械设备,3,0.05263157894736842,1,0.041666666666666664,0,0.0,0,0.0,too_sparse
robustness,pullback_hold_restrengthen,industry_bucket,汽车,5,0.08771929824561403,1,0.041666666666666664,0,0.0,0,0.0,too_sparse
robustness,pullback_hold_restrengthen,industry_bucket,煤炭,1,0.017543859649122806,0,0.0,0,0.0,0,0.0,too_sparse
robustness,pullback_hold_restrengthen,industry_bucket,电力设备,1,0.017543859649122806,0,0.0,0,0.0,0,0.0,too_sparse
robustness,pullback_hold_restrengthen,industry_bucket,电子,16,0.2807017543859649,8,0.3333333333333333,1,0.3333333333333333,2,0.2857142857142857,too_sparse
robustness,pullback_hold_restrengthen,industry_bucket,计算机,6,0.10526315789473684,3,0.125,0,0.0,1,0.14285714285714285,too_sparse
robustness,pullback_hold_restrengthen,industry_bucket,通信,1,0.017543859649122806,1,0.041666666666666664,0,0.0,0,0.0,too_sparse
robustness,pullback_hold_restrengthen,industry_bucket,钢铁,1,0.017543859649122806,0,0.0,0,0.0,0,0.0,too_sparse
robustness,pullback_hold_restrengthen,industry_bucket,银行,2,0.03508771929824561,1,0.041666666666666664,0,0.0,0,0.0,too_sparse
robustness,pullback_hold_restrengthen,industry_bucket,非银金融,1,0.017543859649122806,0,0.0,0,0.0,0,0.0,too_sparse
robustness,pullback_hold_restrengthen,industry_bucket,食品饮料,4,0.07017543859649122,2,0.08333333333333333,1,0.3333333333333333,2,0.2857142857142857,too_sparse
robustness,second_breakout,year_bucket,2024,52,0.896551724137931,21,0.84,3,1.0,3,0.75,interpretable
robustness,second_breakout,year_bucket,2025,6,0.10344827586206896,4,0.16,0,0.0,1,0.25,too_sparse
robustness,second_breakout,industry_bucket,交通运输,2,0.034482758620689655,1,0.04,0,0.0,0,0.0,too_sparse
robustness,second_breakout,industry_bucket,农林牧渔,1,0.017241379310344827,1,0.04,0,0.0,0,0.0,too_sparse
robustness,second_breakout,industry_bucket,医药生物,1,0.017241379310344827,0,0.0,0,0.0,0,0.0,too_sparse
robustness,second_breakout,industry_bucket,国防军工,4,0.06896551724137931,2,0.08,2,0.6666666666666666,1,0.25,too_sparse
robustness,second_breakout,industry_bucket,家用电器,4,0.06896551724137931,1,0.04,0,0.0,0,0.0,too_sparse
robustness,second_breakout,industry_bucket,建筑装饰,2,0.034482758620689655,0,0.0,0,0.0,0,0.0,too_sparse
robustness,second_breakout,industry_bucket,房地产,1,0.017241379310344827,0,0.0,0,0.0,0,0.0,too_sparse
robustness,second_breakout,industry_bucket,有色金属,3,0.05172413793103448,2,0.08,1,0.3333333333333333,0,0.0,too_sparse
robustness,second_breakout,industry_bucket,机械设备,1,0.017241379310344827,1,0.04,0,0.0,0,0.0,too_sparse
robustness,second_breakout,industry_bucket,汽车,6,0.10344827586206896,2,0.08,0,0.0,0,0.0,too_sparse
robustness,second_breakout,industry_bucket,煤炭,1,0.017241379310344827,1,0.04,0,0.0,0,0.0,too_sparse
robustness,second_breakout,industry_bucket,电力设备,1,0.017241379310344827,0,0.0,0,0.0,0,0.0,too_sparse
robustness,second_breakout,industry_bucket,电子,11,0.1896551724137931,8,0.32,0,0.0,2,0.5,too_sparse
robustness,second_breakout,industry_bucket,石油石化,1,0.017241379310344827,0,0.0,0,0.0,0,0.0,too_sparse
robustness,second_breakout,industry_bucket,计算机,3,0.05172413793103448,1,0.04,0,0.0,1,0.25,too_sparse
robustness,second_breakout,industry_bucket,轻工制造,1,0.017241379310344827,1,0.04,0,0.0,0,0.0,too_sparse
robustness,second_breakout,industry_bucket,通信,3,0.05172413793103448,1,0.04,0,0.0,0,0.0,too_sparse
robustness,second_breakout,industry_bucket,银行,3,0.05172413793103448,0,0.0,0,0.0,0,0.0,too_sparse
robustness,second_breakout,industry_bucket,非银金融,8,0.13793103448275862,3,0.12,0,0.0,0,0.0,too_sparse
robustness,second_breakout,industry_bucket,食品饮料,1,0.017241379310344827,0,0.0,0,0.0,0,0.0,too_sparse
