split,anchor_family_id,diagnostic_axis,diagnostic_bucket,predeclared_partition_id,diagnostic_bucket_source,baseline_id,anchor_event_count,baseline_event_count,unique_instrument_year_count,anchor_mean_after_cost_return_H20,baseline_mean_after_cost_return_H20,mean_diff_vs_baseline,anchor_p05_after_cost_return_H20,baseline_p05_after_cost_return_H20,p05_diff_vs_baseline,anchor_instrument_year_positive_rate,baseline_instrument_year_positive_rate,interpretation_status
train,pullback_hold_restrengthen,pullback_depth_band,-0.0595433_-0.0495133,P05_PART_5521fc8f8856,linked_anchor,matched_delay_baseline,49,49,45,0.016691493113046442,-0.03637066323944439,0.053062156352490834,-0.1866655832357544,-0.17739717611150058,-0.009268407124253836,0.5777777777777777,0.23404255319148937,interpretable
train,pullback_hold_restrengthen,pullback_depth_band,-0.0710981_-0.0595433,P05_PART_d241400f334e,linked_anchor,matched_delay_baseline,39,39,37,0.0021696892053218067,0.01301018875507906,-0.010840499549757254,-0.24519150595595834,-0.22150353442336176,-0.02368797153259658,0.40540540540540543,0.4864864864864865,interpretable
train,pullback_hold_restrengthen,pullback_depth_band,ge_-0.0495133,P05_PART_a18c04ba2755,linked_anchor,matched_delay_baseline,53,53,51,-0.012193922443117192,-0.011936041074608229,-0.00025788136850896266,-0.16292959232875043,-0.18465291252975327,0.021723320201002844,0.45098039215686275,0.39215686274509803,interpretable
train,pullback_hold_restrengthen,pullback_depth_band,lt_-0.0710981,P05_PART_3c8d5acfa20c,linked_anchor,matched_delay_baseline,38,38,32,0.0001767858272814025,0.047982572973010375,-0.04780578714572897,-0.18319536440592088,-0.1255504067485834,-0.05764495765733749,0.5,0.4375,interpretable
train,pullback_hold_restrengthen,year_bucket,2017,P05_PART_bf400a80dd79,linked_anchor,matched_delay_baseline,9,9,9,0.029380472488271463,-0.007380949946383349,0.036761422434654814,-0.07162541822100671,-0.255276954969333,0.1836515367483263,0.4444444444444444,0.5555555555555556,too_sparse
train,pullback_hold_restrengthen,year_bucket,2018,P05_PART_beb44123e158,linked_anchor,matched_delay_baseline,20,20,17,-0.05084687016694598,-0.004601048491700609,-0.04624582167524537,-0.17794716898823626,-0.19108403804034657,0.013136869052110312,0.29411764705882354,0.4117647058823529,interpretable
train,pullback_hold_restrengthen,year_bucket,2019,P05_PART_7aff11922ab6,linked_anchor,matched_delay_baseline,49,49,42,0.0050800774782344075,-0.021408445727287662,0.02648852320552207,-0.22629462070710238,-0.193283898072737,-0.033010722634365386,0.5476190476190477,0.40476190476190477,interpretable
train,pullback_hold_restrengthen,year_bucket,2020,P05_PART_df64492a95ef,linked_anchor,matched_delay_baseline,62,62,48,0.013185343551811356,0.01947021182509728,-0.006284868273285924,-0.1523435066230685,-0.12202174509987714,-0.030321761523191368,0.5625,0.43137254901960786,interpretable
train,pullback_hold_restrengthen,year_bucket,2021,P05_PART_44c00970e79a,linked_anchor,matched_delay_baseline,39,39,31,-0.0013066905693078351,-0.002146854216205314,0.000840163646897479,-0.24813479209082867,-0.1828873444377881,-0.06524744765304058,0.3870967741935484,0.25806451612903225,interpretable
train,pullback_hold_restrengthen,industry_bucket,交通运输,P05_PART_5567ef72272e,linked_anchor,matched_delay_baseline,17,17,13,0.005178267900782714,0.04323000114414405,-0.038051733243361335,-0.09562530739163153,-0.1268552106127804,0.03122990322114888,0.3076923076923077,0.46153846153846156,too_sparse
train,pullback_hold_restrengthen,industry_bucket,传媒,P05_PART_ab7d85ab49cf,linked_anchor,matched_delay_baseline,9,9,6,0.07861729749074765,0.011234414293526505,0.06738288319722115,-0.1431603396933853,-0.21211667308192847,0.06895633338854318,0.6666666666666666,0.6,too_sparse
train,pullback_hold_restrengthen,industry_bucket,公用事业,P05_PART_5ab80d0e8e1b,linked_anchor,matched_delay_baseline,6,6,5,-0.06443874744365653,-0.04110733933577613,-0.023331408107880404,-0.11633634586148481,-0.06816221071413606,-0.04817413514734875,0.2,0.0,too_sparse
train,pullback_hold_restrengthen,industry_bucket,农林牧渔,P05_PART_3eab43cc7673,linked_anchor,matched_delay_baseline,3,3,2,0.22463206012004558,0.09420992449483956,0.13042213562520602,0.15800878945458482,-0.10495710516152121,0.26296589461610603,1.0,0.5,too_sparse
train,pullback_hold_restrengthen,industry_bucket,医药生物,P05_PART_e9da2e5c1389,linked_anchor,matched_delay_baseline,15,15,14,-0.06060741974007301,-0.040027128706877635,-0.020580291033195378,-0.24562189227840106,-0.1827112189524481,-0.06291067332595296,0.42857142857142855,0.35714285714285715,too_sparse
train,pullback_hold_restrengthen,industry_bucket,商贸零售,P05_PART_028b6c711bb7,linked_anchor,matched_delay_baseline,2,2,2,0.005905248351483382,0.07401879949365453,-0.06811355114217114,-0.03423526826392819,0.027131480507990944,-0.06136674877191914,0.5,1.0,too_sparse
