split,anchor_family_id,diagnostic_axis,diagnostic_bucket,predeclared_partition_id,trigger_rate_type,numerator_split_rule,denominator_split_rule,numerator_bucket_source,anchor_trigger_count,upstream_anchor_trigger_count,cross_split_reference_count,ep2_launch_episode_count,denominator_scope,trigger_rate_per_launch_episode,trigger_rate_band,trigger_rate_gap_to_min_budget,unique_instrument_count,unique_instrument_year_count,trigger_count_reproduction_status,interpretation_status
train,second_breakout,all,all,not_applicable,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,184,184,0,1153,split_level,0.1595836947094536,0.15_0.2,0.040416305290546406,116,158,passed,interpretable
train,second_breakout,year_bucket,2017,P05_PART_bf400a80dd79,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,7,184,0,46,bucket_level,0.15217391304347827,0.15_0.2,0.04782608695652174,7,7,passed,too_sparse
train,second_breakout,year_bucket,2018,P05_PART_beb44123e158,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,17,184,0,133,bucket_level,0.12781954887218044,0.1_0.15,0.07218045112781957,14,14,passed,too_sparse
train,second_breakout,year_bucket,2019,P05_PART_7aff11922ab6,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,47,184,0,298,bucket_level,0.15771812080536912,0.15_0.2,0.04228187919463089,42,42,passed,interpretable
train,second_breakout,year_bucket,2020,P05_PART_df64492a95ef,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,89,184,0,345,bucket_level,0.2579710144927536,0.2_1.5,-0.0579710144927536,74,78,passed,interpretable
train,second_breakout,year_bucket,2021,P05_PART_44c00970e79a,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,24,184,0,331,bucket_level,0.07250755287009064,0.05_0.1,0.12749244712990937,23,23,passed,interpretable
train,second_breakout,industry_bucket,UNKNOWN,P05_PART_7bbc930b413c,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,184,0,1,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
train,second_breakout,industry_bucket,交通运输,P05_PART_5567ef72272e,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,9,184,0,73,bucket_level,0.1232876712328767,0.1_0.15,0.0767123287671233,6,8,passed,too_sparse
train,second_breakout,industry_bucket,传媒,P05_PART_ab7d85ab49cf,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,2,184,0,20,bucket_level,0.1,0.1_0.15,0.1,2,2,passed,too_sparse
train,second_breakout,industry_bucket,公用事业,P05_PART_5ab80d0e8e1b,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,2,184,0,45,bucket_level,0.044444444444444446,0_0.05,0.15555555555555556,2,2,passed,too_sparse
train,second_breakout,industry_bucket,农林牧渔,P05_PART_3eab43cc7673,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,4,184,0,12,bucket_level,0.3333333333333333,0.2_1.5,-0.1333333333333333,2,3,passed,too_sparse
train,second_breakout,industry_bucket,医药生物,P05_PART_e9da2e5c1389,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,13,184,0,72,bucket_level,0.18055555555555555,0.15_0.2,0.01944444444444446,8,12,passed,too_sparse
train,second_breakout,industry_bucket,商贸零售,P05_PART_028b6c711bb7,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,1,184,0,12,bucket_level,0.08333333333333333,0.05_0.1,0.11666666666666668,1,1,passed,too_sparse
train,second_breakout,industry_bucket,国防军工,P05_PART_9be3680abaed,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,2,184,0,26,bucket_level,0.07692307692307693,0.05_0.1,0.12307692307692308,2,2,passed,too_sparse
train,second_breakout,industry_bucket,基础化工,P05_PART_2e042d6b8f63,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,8,184,0,44,bucket_level,0.18181818181818182,0.15_0.2,0.018181818181818188,5,7,passed,too_sparse
train,second_breakout,industry_bucket,家用电器,P05_PART_a15abe39afa3,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,3,184,0,32,bucket_level,0.09375,0.05_0.1,0.10625000000000001,3,3,passed,too_sparse
train,second_breakout,industry_bucket,建筑材料,P05_PART_2ca4daa4df69,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,3,184,0,16,bucket_level,0.1875,0.15_0.2,0.012500000000000011,2,2,passed,too_sparse
train,second_breakout,industry_bucket,建筑装饰,P05_PART_220dd76f3516,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,184,0,37,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
train,second_breakout,industry_bucket,房地产,P05_PART_58e5ea3735ca,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,18,184,0,54,bucket_level,0.3333333333333333,0.2_1.5,-0.1333333333333333,9,16,passed,too_sparse
train,second_breakout,industry_bucket,有色金属,P05_PART_e5a1accd8911,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,6,184,0,49,bucket_level,0.12244897959183673,0.1_0.15,0.07755102040816328,4,5,passed,too_sparse
train,second_breakout,industry_bucket,机械设备,P05_PART_1e1dc3e0ab2d,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,5,184,0,20,bucket_level,0.25,0.2_1.5,-0.04999999999999999,2,4,passed,too_sparse
train,second_breakout,industry_bucket,汽车,P05_PART_ca1964526ecf,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,13,184,0,61,bucket_level,0.21311475409836064,0.2_1.5,-0.013114754098360631,7,10,passed,too_sparse
train,second_breakout,industry_bucket,煤炭,P05_PART_e14d8d96dc55,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,2,184,0,38,bucket_level,0.05263157894736842,0.05_0.1,0.1473684210526316,2,2,passed,too_sparse
train,second_breakout,industry_bucket,电力设备,P05_PART_029d2f3a704b,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,11,184,0,45,bucket_level,0.24444444444444444,0.2_1.5,-0.044444444444444425,6,8,passed,too_sparse
train,second_breakout,industry_bucket,电子,P05_PART_06cd7c59519e,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,15,184,0,97,bucket_level,0.15463917525773196,0.15_0.2,0.04536082474226805,11,14,passed,too_sparse
train,second_breakout,industry_bucket,石油石化,P05_PART_b026189cf5cb,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,4,184,0,17,bucket_level,0.23529411764705882,0.2_1.5,-0.03529411764705881,2,3,passed,too_sparse
train,second_breakout,industry_bucket,社会服务,P05_PART_335fb875e6e2,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,1,184,0,4,bucket_level,0.25,0.2_1.5,-0.04999999999999999,1,1,passed,too_sparse
train,second_breakout,industry_bucket,计算机,P05_PART_3c695642a3b4,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,9,184,0,35,bucket_level,0.2571428571428571,0.2_1.5,-0.057142857142857106,6,9,passed,too_sparse
train,second_breakout,industry_bucket,轻工制造,P05_PART_e1d9610a174b,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,184,0,2,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
train,second_breakout,industry_bucket,通信,P05_PART_2199aca9574e,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,1,184,0,12,bucket_level,0.08333333333333333,0.05_0.1,0.11666666666666668,1,1,passed,too_sparse
train,second_breakout,industry_bucket,钢铁,P05_PART_5fbb8c288926,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,3,184,0,20,bucket_level,0.15,0.15_0.2,0.05000000000000002,1,2,passed,too_sparse
train,second_breakout,industry_bucket,银行,P05_PART_554709790ba9,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,13,184,0,105,bucket_level,0.12380952380952381,0.1_0.15,0.0761904761904762,7,10,passed,too_sparse
train,second_breakout,industry_bucket,非银金融,P05_PART_fa21c42ca5ce,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,21,184,0,135,bucket_level,0.15555555555555556,0.15_0.2,0.04444444444444445,16,19,passed,interpretable
train,second_breakout,industry_bucket,食品饮料,P05_PART_d33431c59d85,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,15,184,0,69,bucket_level,0.21739130434782608,0.2_1.5,-0.01739130434782607,8,12,passed,too_sparse
train,second_breakout,executable_status,blocked,P05_PART_46baa197cf70,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,184,0,4,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
train,second_breakout,executable_status,executable,P05_PART_0cee223a644a,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,184,184,0,1149,bucket_level,0.16013925152306355,0.15_0.2,0.039860748476936464,116,158,passed,interpretable
train,second_breakout,money_bucket,0,P05_PART_e3621f440496,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,2,184,0,36,bucket_level,0.05555555555555555,0.05_0.1,0.14444444444444446,1,1,passed,too_sparse
train,second_breakout,money_bucket,1,P05_PART_9c1df3bb564c,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,8,184,0,90,bucket_level,0.08888888888888889,0.05_0.1,0.11111111111111112,7,7,passed,too_sparse
train,second_breakout,money_bucket,2,P05_PART_239208c4d0f9,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,24,184,0,164,bucket_level,0.14634146341463414,0.1_0.15,0.053658536585365874,21,23,passed,interpretable
train,second_breakout,money_bucket,3,P05_PART_556b169e12b1,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,41,184,0,283,bucket_level,0.14487632508833923,0.1_0.15,0.055123674911660786,38,40,passed,interpretable
train,second_breakout,money_bucket,4,P05_PART_481390dbfb50,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,109,184,0,561,bucket_level,0.19429590017825313,0.15_0.2,0.005704099821746883,78,96,passed,interpretable
train,second_breakout,money_bucket,unbucketed,not_applicable,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,184,0,19,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
train,second_breakout,vol20_bucket,0,P05_PART_8a57903b6903,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,7,184,0,67,bucket_level,0.1044776119402985,0.1_0.15,0.09552238805970151,6,6,passed,too_sparse
train,second_breakout,vol20_bucket,1,P05_PART_fd87db9809b4,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,23,184,0,165,bucket_level,0.1393939393939394,0.1_0.15,0.06060606060606061,22,22,passed,interpretable
train,second_breakout,vol20_bucket,2,P05_PART_078d718fac0c,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,58,184,0,298,bucket_level,0.19463087248322147,0.15_0.2,0.005369127516778538,47,52,passed,interpretable
train,second_breakout,vol20_bucket,3,P05_PART_194ac7ca9f6f,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,53,184,0,315,bucket_level,0.16825396825396827,0.15_0.2,0.031746031746031744,42,47,passed,interpretable
train,second_breakout,vol20_bucket,4,P05_PART_34b3514cf6c1,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,43,184,0,289,bucket_level,0.14878892733564014,0.1_0.15,0.05121107266435987,39,42,passed,interpretable
train,second_breakout,vol20_bucket,unbucketed,not_applicable,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,184,0,19,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
train,second_breakout,ret_60d_bucket,0,P05_PART_79029ea4e39d,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,184,0,3,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
train,second_breakout,ret_60d_bucket,1,P05_PART_e112cdbd9937,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,184,0,19,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
train,second_breakout,ret_60d_bucket,2,P05_PART_e5a4d5771669,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,1,184,0,73,bucket_level,0.0136986301369863,0_0.05,0.1863013698630137,1,1,passed,too_sparse
train,second_breakout,ret_60d_bucket,3,P05_PART_7413d8b18e92,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,36,184,0,342,bucket_level,0.10526315789473684,0.1_0.15,0.09473684210526317,34,35,passed,interpretable
train,second_breakout,ret_60d_bucket,4,P05_PART_d6b7492c072c,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,147,184,0,697,bucket_level,0.2109038737446198,0.2_1.5,-0.01090387374461979,99,131,passed,interpretable
train,second_breakout,ret_60d_bucket,unbucketed,not_applicable,gate_eligible_h20,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,184,0,19,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
train,second_breakout,anchor_window_position_bucket,0.025_0.1,P05_PART_bfc88333615b,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,48,184,0,1153,split_level,0.04163052905464007,0_0.05,0.15836947094535994,43,47,passed,interpretable
train,second_breakout,anchor_window_position_bucket,0.1_0.45,P05_PART_585c21cafb06,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,55,184,0,1153,split_level,0.047701647875108416,0_0.05,0.1522983521248916,48,55,passed,interpretable
train,second_breakout,anchor_window_position_bucket,ge_0.45,P05_PART_7c7f79bd6e01,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,49,184,0,1153,split_level,0.042497831743278404,0_0.05,0.15750216825672161,36,43,passed,interpretable
train,second_breakout,anchor_window_position_bucket,lt_0.025,P05_PART_e6806b3c12e6,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,32,184,0,1153,split_level,0.027753686036426712,0_0.05,0.1722463139635733,31,32,passed,interpretable
train,second_breakout,reference_age_bucket,0_5,P05_PART_64df811e6d73,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,52,184,0,1153,split_level,0.045099739809193407,0_0.05,0.1549002601908066,48,50,passed,interpretable
train,second_breakout,reference_age_bucket,10_20,P05_PART_8c8ff8202cff,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,26,184,0,1153,split_level,0.022549869904596703,0_0.05,0.1774501300954033,24,26,passed,interpretable
train,second_breakout,reference_age_bucket,20_40,P05_PART_4b5d754918f1,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,39,184,0,1153,split_level,0.033824804856895055,0_0.05,0.16617519514310497,32,36,passed,interpretable
train,second_breakout,reference_age_bucket,40_60,P05_PART_c0d118e3f8d7,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,10,184,0,1153,split_level,0.008673026886383347,0_0.05,0.19132697311361666,9,9,passed,too_sparse
train,second_breakout,reference_age_bucket,5_10,P05_PART_dcad40adc80e,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,57,184,0,1153,split_level,0.049436253252385085,0_0.05,0.1505637467476149,51,57,passed,interpretable
train,second_breakout,second_breakout_gap_band,10_20,P05_PART_356d52c488be,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,26,184,0,1153,split_level,0.022549869904596703,0_0.05,0.1774501300954033,24,26,passed,interpretable
train,second_breakout,second_breakout_gap_band,20_40,P05_PART_0672a00fd404,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,39,184,0,1153,split_level,0.033824804856895055,0_0.05,0.16617519514310497,32,36,passed,interpretable
train,second_breakout,second_breakout_gap_band,3_10,P05_PART_d6ddd94cad8f,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,109,184,0,1153,split_level,0.09453599306157849,0.05_0.1,0.10546400693842152,86,105,passed,interpretable
train,second_breakout,second_breakout_gap_band,40_60,P05_PART_aa98c29161ea,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,10,184,0,1153,split_level,0.008673026886383347,0_0.05,0.19132697311361666,9,9,passed,too_sparse
train,second_breakout,second_breakout_return_band,0.0933868_0.125672,P05_PART_5d708f43ee71,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,45,184,0,1153,split_level,0.03902862098872507,0_0.05,0.16097137901127495,41,43,passed,interpretable
train,second_breakout,second_breakout_return_band,0.125672_0.174033,P05_PART_78934b2a3629,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,48,184,0,1153,split_level,0.04163052905464007,0_0.05,0.15836947094535994,43,48,passed,interpretable
train,second_breakout,second_breakout_return_band,ge_0.174033,P05_PART_d2687d1f14c9,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,48,184,0,1153,split_level,0.04163052905464007,0_0.05,0.15836947094535994,39,45,passed,interpretable
train,second_breakout,second_breakout_return_band,lt_0.0933868,P05_PART_1101f5f43cf0,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,43,184,0,1153,split_level,0.0372940156114484,0_0.05,0.1627059843885516,40,42,passed,interpretable
train,second_breakout,second_breakout_consolidation_drawdown_band,-0.0258192_-0.0102206,P05_PART_df440cd6f854,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,44,184,0,1153,split_level,0.03816131830008673,0_0.05,0.16183868169991328,38,44,passed,interpretable
train,second_breakout,second_breakout_consolidation_drawdown_band,-0.0530469_-0.0258192,P05_PART_0ce242bbd627,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,51,184,0,1153,split_level,0.04423243712055507,0_0.05,0.15576756287944493,47,50,passed,interpretable
train,second_breakout,second_breakout_consolidation_drawdown_band,ge_-0.0102206,P05_PART_137da244b8b2,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,49,184,0,1153,split_level,0.042497831743278404,0_0.05,0.15750216825672161,44,48,passed,interpretable
train,second_breakout,second_breakout_consolidation_drawdown_band,lt_-0.0530469,P05_PART_7c9264b9e016,gate_eligible_h20,anchor_event_split,canonical_launch_split,anchor_event,40,184,0,1153,split_level,0.03469210754553339,0_0.05,0.16530789245446662,34,35,passed,interpretable
validation,pullback_hold_restrengthen,all,all,not_applicable,raw,anchor_event_split,canonical_launch_split,anchor_event,91,91,3,536,split_level,0.16977611940298507,0.15_0.2,0.030223880597014946,76,80,passed,interpretable
validation,pullback_hold_restrengthen,year_bucket,2022,P05_PART_1bd3c8af1a44,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,41,91,0,224,bucket_level,0.18303571428571427,0.15_0.2,0.016964285714285737,38,38,passed,interpretable
validation,pullback_hold_restrengthen,year_bucket,2023,P05_PART_df36061f09aa,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,47,91,0,312,bucket_level,0.15064102564102563,0.15_0.2,0.04935897435897438,40,40,passed,interpretable
validation,pullback_hold_restrengthen,year_bucket,cross_split_reference,not_applicable,raw,anchor_event_split,canonical_launch_split,cross_split_reference,3,91,3,536,split_level,0.005597014925373134,0_0.05,0.1944029850746269,3,3,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,交通运输,P05_PART_5567ef72272e,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,4,91,0,33,bucket_level,0.12121212121212122,0.1_0.15,0.0787878787878788,3,3,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,传媒,P05_PART_ab7d85ab49cf,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,1,91,0,5,bucket_level,0.2,0.2_1.5,0.0,1,1,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,公用事业,P05_PART_5ab80d0e8e1b,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,2,91,0,21,bucket_level,0.09523809523809523,0.05_0.1,0.10476190476190478,2,2,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,农林牧渔,P05_PART_3eab43cc7673,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,91,0,5,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,医药生物,P05_PART_e9da2e5c1389,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,7,91,0,32,bucket_level,0.21875,0.2_1.5,-0.01874999999999999,6,7,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,商贸零售,P05_PART_028b6c711bb7,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,91,0,2,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,国防军工,P05_PART_9be3680abaed,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,4,91,0,18,bucket_level,0.2222222222222222,0.2_1.5,-0.0222222222222222,4,4,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,基础化工,P05_PART_2e042d6b8f63,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,2,91,0,12,bucket_level,0.16666666666666666,0.15_0.2,0.033333333333333354,2,2,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,家用电器,P05_PART_a15abe39afa3,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,1,91,0,13,bucket_level,0.07692307692307693,0.05_0.1,0.12307692307692308,1,1,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,建筑材料,P05_PART_2ca4daa4df69,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,91,0,7,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,建筑装饰,P05_PART_220dd76f3516,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,5,91,0,28,bucket_level,0.17857142857142858,0.15_0.2,0.021428571428571436,4,5,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,房地产,P05_PART_58e5ea3735ca,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,4,91,0,10,bucket_level,0.4,0.2_1.5,-0.2,3,3,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,有色金属,P05_PART_e5a1accd8911,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,1,91,0,24,bucket_level,0.041666666666666664,0_0.05,0.15833333333333335,1,1,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,机械设备,P05_PART_1e1dc3e0ab2d,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,2,91,0,17,bucket_level,0.11764705882352941,0.1_0.15,0.0823529411764706,2,2,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,汽车,P05_PART_ca1964526ecf,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,4,91,0,27,bucket_level,0.14814814814814814,0.1_0.15,0.05185185185185187,3,3,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,煤炭,P05_PART_e14d8d96dc55,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,7,91,0,19,bucket_level,0.3684210526315789,0.2_1.5,-0.16842105263157892,4,5,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,电力设备,P05_PART_029d2f3a704b,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,7,91,0,30,bucket_level,0.23333333333333334,0.2_1.5,-0.033333333333333326,6,6,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,电子,P05_PART_06cd7c59519e,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,5,91,0,31,bucket_level,0.16129032258064516,0.15_0.2,0.038709677419354854,4,4,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,石油石化,P05_PART_b026189cf5cb,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,2,91,0,18,bucket_level,0.1111111111111111,0.1_0.15,0.0888888888888889,2,2,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,社会服务,P05_PART_335fb875e6e2,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,91,0,2,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,计算机,P05_PART_3c695642a3b4,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,10,91,0,27,bucket_level,0.37037037037037035,0.2_1.5,-0.17037037037037034,9,9,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,轻工制造,P05_PART_e1d9610a174b,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,91,0,4,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,通信,P05_PART_2199aca9574e,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,5,91,0,15,bucket_level,0.3333333333333333,0.2_1.5,-0.1333333333333333,3,3,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,钢铁,P05_PART_5fbb8c288926,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,1,91,0,9,bucket_level,0.1111111111111111,0.1_0.15,0.0888888888888889,1,1,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,银行,P05_PART_554709790ba9,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,1,91,0,31,bucket_level,0.03225806451612903,0_0.05,0.16774193548387098,1,1,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,非银金融,P05_PART_fa21c42ca5ce,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,6,91,0,71,bucket_level,0.08450704225352113,0.05_0.1,0.11549295774647889,6,6,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,食品饮料,P05_PART_d33431c59d85,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,7,91,0,25,bucket_level,0.28,0.2_1.5,-0.08000000000000002,5,6,passed,too_sparse
validation,pullback_hold_restrengthen,industry_bucket,cross_split_reference,not_applicable,raw,anchor_event_split,canonical_launch_split,cross_split_reference,3,91,3,536,split_level,0.005597014925373134,0_0.05,0.1944029850746269,3,3,passed,too_sparse
validation,pullback_hold_restrengthen,executable_status,blocked,P05_PART_46baa197cf70,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,91,0,4,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
validation,pullback_hold_restrengthen,executable_status,executable,P05_PART_0cee223a644a,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,88,91,0,532,bucket_level,0.16541353383458646,0.15_0.2,0.034586466165413554,73,77,passed,interpretable
validation,pullback_hold_restrengthen,executable_status,cross_split_reference,not_applicable,raw,anchor_event_split,canonical_launch_split,cross_split_reference,3,91,3,536,split_level,0.005597014925373134,0_0.05,0.1944029850746269,3,3,passed,too_sparse
validation,pullback_hold_restrengthen,money_bucket,0,P05_PART_e3621f440496,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,0,91,0,15,bucket_level,0.0,0_0.05,0.2,0,0,passed,too_sparse
validation,pullback_hold_restrengthen,money_bucket,1,P05_PART_9c1df3bb564c,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,6,91,0,47,bucket_level,0.1276595744680851,0.1_0.15,0.07234042553191491,6,6,passed,too_sparse
validation,pullback_hold_restrengthen,money_bucket,2,P05_PART_239208c4d0f9,raw,anchor_event_split,canonical_launch_split,canonical_denominator_row,11,91,0,63,bucket_level,0.1746031746031746,0.15_0.2,0.025396825396825418,11,11,passed,too_sparse
