split,anchor_family_id,instrument,event_count,event_share,positive_pnl_event_count,positive_pnl_share,negative_tail_event_count,negative_tail_share,winner_capture_event_count,winner_capture_share,interpretation_status,pnl_sum_after_cost_H20,pnl_share_after_cost_H20,instrument_year_count
train,pullback_hold_restrengthen,SH600009,3,0.016574585635359115,1,0.011235955056179775,0,0.0,0,0.0,too_sparse,0.07543545177512202,0.27063197773148173,3
train,pullback_hold_restrengthen,SH600011,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.12037504307366842,-0.4318571071020339,1
train,pullback_hold_restrengthen,SH600018,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.011,-0.039463563682508127,1
train,pullback_hold_restrengthen,SH600019,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.06928222631174286,-0.24855668637449133,1
train,pullback_hold_restrengthen,SH600025,1,0.0055248618784530384,1,0.011235955056179775,0,0.0,0,0.0,too_sparse,0.008021720644826435,0.02877869850094529,1
train,pullback_hold_restrengthen,SH600029,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.046971224008772176,-0.1685138081741396,1
train,pullback_hold_restrengthen,SH600036,2,0.011049723756906077,1,0.011235955056179775,0,0.0,0,0.0,too_sparse,0.08018218846482018,0.2876613546076637,2
train,pullback_hold_restrengthen,SH600061,2,0.011049723756906077,0,0.0,0,0.0,0,0.0,too_sparse,-0.07313602671163687,-0.2623825679654816,2
train,pullback_hold_restrengthen,SH600111,1,0.0055248618784530384,1,0.011235955056179775,0,0.0,1,0.03333333333333333,too_sparse,0.08591396762711889,0.3082246666063408,1
train,pullback_hold_restrengthen,SH600115,4,0.022099447513812154,2,0.02247191011235955,0,0.0,0,0.0,too_sparse,-0.021457148035567072,-0.07697959344969141,3
train,pullback_hold_restrengthen,SH600183,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.10007318262275366,-0.359022219576755,1
train,pullback_hold_restrengthen,SH600196,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.17943593990218398,-0.6437437855691399,1
train,pullback_hold_restrengthen,SH600276,1,0.0055248618784530384,1,0.011235955056179775,0,0.0,0,0.0,too_sparse,0.01739961152030912,0.06242278884387465,1
train,pullback_hold_restrengthen,SH600309,2,0.011049723756906077,2,0.02247191011235955,0,0.0,0,0.0,too_sparse,0.14327780375998667,0.5140229757247398,1
train,pullback_hold_restrengthen,SH600362,3,0.016574585635359115,2,0.02247191011235955,0,0.0,0,0.0,too_sparse,0.10142877875108147,0.36388555177112103,2
train,pullback_hold_restrengthen,SH600383,3,0.016574585635359115,2,0.02247191011235955,0,0.0,1,0.03333333333333333,too_sparse,0.36627678742938274,1.3140533932858127,3
train,pullback_hold_restrengthen,SH600406,1,0.0055248618784530384,1,0.011235955056179775,0,0.0,1,0.03333333333333333,too_sparse,0.03200385619864433,0.11481692883463937,1
train,pullback_hold_restrengthen,SH600426,1,0.0055248618784530384,1,0.011235955056179775,0,0.0,0,0.0,too_sparse,0.05765287878397619,0.2068352775792151,1
train,pullback_hold_restrengthen,SH600436,1,0.0055248618784530384,1,0.011235955056179775,0,0.0,0,0.0,too_sparse,0.04192023461801243,0.15039289531214686,1
train,pullback_hold_restrengthen,SH600585,2,0.011049723756906077,0,0.0,0,0.0,0,0.0,too_sparse,-0.15141773583453555,-0.5432257691606716,1
train,pullback_hold_restrengthen,SH600588,1,0.0055248618784530384,1,0.011235955056179775,0,0.0,0,0.0,too_sparse,0.049793421661623934,0.17863871515577054,1
train,pullback_hold_restrengthen,SH600660,3,0.016574585635359115,2,0.02247191011235955,1,0.1,1,0.03333333333333333,too_sparse,-0.0403590019757164,-0.14479182223919598,3
train,pullback_hold_restrengthen,SH600690,1,0.0055248618784530384,1,0.011235955056179775,0,0.0,0,0.0,too_sparse,0.003851487485722626,0.013817583787745271,1
train,pullback_hold_restrengthen,SH600703,3,0.016574585635359115,1,0.011235955056179775,1,0.1,1,0.03333333333333333,too_sparse,-0.2581701179519268,-0.926210262792409,3
train,pullback_hold_restrengthen,SH600741,4,0.022099447513812154,3,0.033707865168539325,0,0.0,0,0.0,too_sparse,0.12824684203579476,0.4600979470691043,3
train,pullback_hold_restrengthen,SH600763,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.08956017810777861,-0.32130579928846287,1
train,pullback_hold_restrengthen,SH600795,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.10422025422493397,-0.37390023996480626,1
train,pullback_hold_restrengthen,SH600809,1,0.0055248618784530384,1,0.011235955056179775,0,0.0,1,0.03333333333333333,too_sparse,0.2164323982285169,0.7764721573135488,1
train,pullback_hold_restrengthen,SH600837,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.0997616822541556,-0.3579046818828192,1
train,pullback_hold_restrengthen,SH600845,1,0.0055248618784530384,1,0.011235955056179775,0,0.0,0,0.0,too_sparse,0.13026547007416955,0.4673399703548952,1
train,pullback_hold_restrengthen,SH600886,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.03349727280265778,-0.12017470531254845,1
train,pullback_hold_restrengthen,SH600887,2,0.011049723756906077,1,0.011235955056179775,0,0.0,0,0.0,too_sparse,-0.04139429453049902,-0.14850603439062238,1
train,pullback_hold_restrengthen,SH600926,3,0.016574585635359115,2,0.02247191011235955,0,0.0,1,0.03333333333333333,too_sparse,0.15186889188088215,0.5448443351030122,1
train,pullback_hold_restrengthen,SH600958,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.15006586082874906,-0.5383757868532492,1
train,pullback_hold_restrengthen,SH600999,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.07339873972790756,-0.26332507631528357,1
train,pullback_hold_restrengthen,SH601012,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.07786046954874992,-0.2793319634897343,1
train,pullback_hold_restrengthen,SH601066,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.10484170924640557,-0.376129769948048,1
train,pullback_hold_restrengthen,SH601111,1,0.0055248618784530384,1,0.011235955056179775,0,0.0,0,0.0,too_sparse,0.05206302225091653,0.18678112673662567,1
train,pullback_hold_restrengthen,SH601138,1,0.0055248618784530384,1,0.011235955056179775,0,0.0,0,0.0,too_sparse,0.011573377847702637,0.04152061215586744,1
train,pullback_hold_restrengthen,SH601186,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.046595072633068384,-0.16716432874056236,1
train,pullback_hold_restrengthen,SH601211,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.07173612661238249,-0.257360290991293,1
train,pullback_hold_restrengthen,SH601225,3,0.016574585635359115,1,0.011235955056179775,0,0.0,0,0.0,too_sparse,-0.1650522570162385,-0.592140932336548,2
train,pullback_hold_restrengthen,SH601236,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.1488187693865478,-0.5339017257125929,1
train,pullback_hold_restrengthen,SH601238,1,0.0055248618784530384,1,0.011235955056179775,0,0.0,0,0.0,too_sparse,0.09118251396498989,0.32712608605350596,1
train,pullback_hold_restrengthen,SH601336,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.12878665350517116,-0.4620345729144028,1
train,pullback_hold_restrengthen,SH601360,1,0.0055248618784530384,0,0.0,1,0.1,0,0.0,too_sparse,-0.2552046562175676,-0.9155713820649612,1
train,pullback_hold_restrengthen,SH601377,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.012367955146778787,-0.04437123505066444,1
train,pullback_hold_restrengthen,SH601600,1,0.0055248618784530384,1,0.011235955056179775,0,0.0,1,0.03333333333333333,too_sparse,0.22473195032421966,0.8062476030103725,1
train,pullback_hold_restrengthen,SH601601,2,0.011049723756906077,1,0.011235955056179775,0,0.0,0,0.0,too_sparse,-0.13912184363774582,-0.49911306691146556,2
train,pullback_hold_restrengthen,SH601607,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.07114272450061154,-0.2552314035342741,1
train,pullback_hold_restrengthen,SH601628,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.139987812055284,-0.5022198123471526,1
train,pullback_hold_restrengthen,SH601688,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.1643192791146526,-0.589511303236811,1
train,pullback_hold_restrengthen,SH601698,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.1311399780358269,-0.47047735223087017,1
train,pullback_hold_restrengthen,SH601727,1,0.0055248618784530384,1,0.011235955056179775,0,0.0,0,0.0,too_sparse,0.03890398275258956,0.13957180007818326,1
train,pullback_hold_restrengthen,SH601766,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.1453873465639831,-0.5215911645235116,1
train,pullback_hold_restrengthen,SH601788,1,0.0055248618784530384,0,0.0,1,0.1,0,0.0,too_sparse,-0.24468739395981198,-0.8778396867127269,1
train,pullback_hold_restrengthen,SH601808,1,0.0055248618784530384,0,0.0,0,0.0,0,0.0,too_sparse,-0.10392353195163484,-0.37283572011677363,1
