anchor_family_id,upstream_ep3_p1_decision_status,reproduced_ep3_p1_decision_status,upstream_passed_gate_count,reproduced_passed_gate_count,upstream_failed_gate_count,reproduced_failed_gate_count,lifecycle_anchor_recall,validation_raw_trigger_rate_per_launch_episode,validation_gate_eligible_h20_trigger_rate_per_launch_episode,validation_h20_mean_diff_vs_matched_delay,validation_h20_p05_diff_vs_matched_delay,reproduction_status
pullback_hold_restrengthen,failed_trigger_budget,failed_trigger_budget,7,7,8,8,0.3445945945945945,0.169776119402985,0.1436567164179104,-0.022184726401374297,-0.015245839787310311,passed
second_breakout,failed_trigger_budget,failed_trigger_budget,9,9,6,6,0.4611486486486486,0.1305970149253731,0.1194029850746268,-0.0087519486803674,-0.04076001105772811,passed
