run_id,contract_version,decision_state,claim_ceiling,policy_n,decision_month_n,transition_month_n,primary_policy_id,secondary_policy_id,turnover_comparator_policy_id,integrity_gate,determinism_gate,worker_firewall_gate,turnover_control_gate,return_retention_gate,posthoc_event_damage_guardrail,event_affirmative_support_contribution,execution_fidelity_gate,d8_capital_presence_gate,drawdown_gate,primary_mean_planned_turnover,primary_mean_realized_turnover,d8_mean_realized_turnover,primary_net_compound_return,d8_net_compound_return,primary_event_net_compound_return,d8_event_net_compound_return,parameter_selection_authorized,historical_support_claim_allowed,deployment_authorized
20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,20B_P4_TURNCTL_execution_fidelity_failed,design_contaminated_portfolio_execution_feasibility_only,75,21,20,F_MIX403030_XD7_R050_C040,F_MIX333_XD7_R050_C040,C_D8_ONLY_XD8_R100_CNONE,True,True,True,True,False,False,False,False,False,True,0.204445491908,0.093828874428,0.807363776726,0.201321424214,0.523785362337,-0.0316748702333,0.150136323629,False,False,False
