spent_continuous_feasibility_gamma_n,spent_continuous_feasibility_floor_n,spent_continuous_feasibility_variant_n,spent_continuous_feasibility_joint_point_gate_pass_n,forward_materialized_R3_variant_n,forward_promotion_eligible_R3_variant_n,forward_primary_arm_n,hidden_or_added_design_variant_n,search_accounting_gate
6,6,36,0,1,0,1,0,pass
