instrument,artifact_path,sha256,size_bytes,row_count,schema_hash,min_date,max_date,read_for_forward_outcome
SZ002192,data/raw/akshare/day/qfq/SZ002192.csv,3d13d94557d456aeef21613691be019a521f8af15e090b40a8c23b84726f2a69,261823,2269,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002193,data/raw/akshare/day/qfq/SZ002193.csv,7c7b61d4afa069a04268556313ede6cf16f7c105719827e3e7fa5d1a616337ba,246242,2228,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002194,data/raw/akshare/day/qfq/SZ002194.csv,06f97795d0bc39f4390ebd1df64d00433039f54e931d335380732d3410c94b5d,255869,2263,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002195,data/raw/akshare/day/qfq/SZ002195.csv,7656a884e6d20e67cbf2bf657695777f32a227d840a9779c24b00e1d90481919,256084,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002196,data/raw/akshare/day/qfq/SZ002196.csv,fd1e9e260e8acaca4b92996f6784085d4399b0b87e07cd75fbc590de33fcfc41,252590,2271,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002197,data/raw/akshare/day/qfq/SZ002197.csv,832652922bf2a792ec51b6b786d2d321e008d7938a7adfd584ad7e0f15fa8424,253973,2269,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002198,data/raw/akshare/day/qfq/SZ002198.csv,1e4975803e08ef95270daedb958433cf3cccddf7b958d2455a30bf40190f66a1,243536,2202,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002199,data/raw/akshare/day/qfq/SZ002199.csv,87e431fe920780018d24952d16c84c6c0ea273973ca73bf6ed83d456885b6afb,250803,2264,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002200,data/raw/akshare/day/qfq/SZ002200.csv,19e300c4e608b2e4fbe5d55a3b36911994bdd2e9cdb348ff63a6fb70ccb895e3,248678,2277,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002201,data/raw/akshare/day/qfq/SZ002201.csv,5e636cd6272c42a35637477425bda0babb6719f7c0dfbbd2e91ee77102b7b623,253411,2275,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002202,data/raw/akshare/day/qfq/SZ002202.csv,17dba9e1fad22aee13a16075f5399820ef4505940de0ae49f3107b9c5fd084b3,260329,2275,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002203,data/raw/akshare/day/qfq/SZ002203.csv,a1c0a2f12e23d280eeecddd58928941784eae80142c642102084e5caf3c9389f,254123,2275,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002204,data/raw/akshare/day/qfq/SZ002204.csv,82fe5ac3ed13da30bdef3efea5039c4dbff7125c7863ab87d73671003a3f7517,252259,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002205,data/raw/akshare/day/qfq/SZ002205.csv,40253b32e48adfe4b6cb2570e93d5a66b100e1b9709b46935ad18e12a8fd33a2,253278,2265,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002206,data/raw/akshare/day/qfq/SZ002206.csv,c3efdfb1c993051431b0e7d3146af890ba14d2496d3ab627f0c7c8b6ce4f65ac,251711,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002207,data/raw/akshare/day/qfq/SZ002207.csv,62182360eb456999d94f93846e8c04bf078f9537f6fda02d99d16a1b3f5fcdff,249461,2268,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002208,data/raw/akshare/day/qfq/SZ002208.csv,f5c495f842818571fdde7be4728f3e51be9dd2b8d71f1952318e9e46d7b8853c,250527,2260,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002209,data/raw/akshare/day/qfq/SZ002209.csv,c09e0fe465f0896bf7a03414d56b809f94b923466a2adeec3fce98b1be24636f,252449,2275,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002210,data/raw/akshare/day/qfq/SZ002210.csv,513855630fb82dc01ae3c08b8dc1f2be1653395f9f5afcf428183455abe2b7af,239145,2149,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002211,data/raw/akshare/day/qfq/SZ002211.csv,69a6eeed9991f1178e09de26ea7b03ecb3c1f93f7eb95d34a2f031ece14e33f5,249069,2264,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-23,2026-05-29,False
SZ002212,data/raw/akshare/day/qfq/SZ002212.csv,f3a9e802ec7128ae3a125e2400e62e530415ae510f7eed27ef541bc9c7bdf7b0,253800,2237,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002213,data/raw/akshare/day/qfq/SZ002213.csv,a1bb790b9e936f91564fa2cde34d62e904584d80ae7b0e79469c9cb2d53b20b7,254904,2246,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002214,data/raw/akshare/day/qfq/SZ002214.csv,158f1961d595c2e961e3c8a83db8ef7d8f96141652aa8aa591c4a471265927a9,257092,2280,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002215,data/raw/akshare/day/qfq/SZ002215.csv,623372b3c2e588cfc2f44d927ebbe230ea4a14bf70e8061a41c41692ce86ed1a,253293,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002216,data/raw/akshare/day/qfq/SZ002216.csv,5bd1617e73474916e6c534233be5a2a0d2b0f188e1d5905138f9c9269f07f981,257185,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002217,data/raw/akshare/day/qfq/SZ002217.csv,a4b45da948b932619b2fe6656cd5e42ad31b4e9f0f8c89cd2556b414665ccb5e,249845,2238,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002218,data/raw/akshare/day/qfq/SZ002218.csv,50c07218be76bbfeeaf59a64b7e9b1af610d743223b7fe15d1e1e60e006a11f9,252708,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002219,data/raw/akshare/day/qfq/SZ002219.csv,a7d79e8cc5601d22f6526b884451b5533095f67d74c79733f15b2724a3f8c9eb,231774,2096,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002221,data/raw/akshare/day/qfq/SZ002221.csv,78b8a8e15c126a56cbe46fe888bba07ad01666577163b5ff3f9eafcc260ce4b3,254545,2273,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002222,data/raw/akshare/day/qfq/SZ002222.csv,0d0d15e3322fdaf8d7b1515fce40aafc5452a499076c8089d9eacc4f5e107a9a,261255,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002223,data/raw/akshare/day/qfq/SZ002223.csv,29af9b7387fabc6f167b320d6a5007b74a72f7201dce5b1d1eaabd2c87112a0f,262165,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002224,data/raw/akshare/day/qfq/SZ002224.csv,5f420987a219cb130a9fcc578401952608c62aedb1c553e2e60e40ffd42a997a,251792,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002225,data/raw/akshare/day/qfq/SZ002225.csv,60b798c81dcdd9fbbc826d1cae68c568bda6e0de335f9e65a32960e571454c73,249554,2266,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002226,data/raw/akshare/day/qfq/SZ002226.csv,e61b45a68985a38b7e74c016bcdc2abcbd7a8b23d640395d6057213c190c9c2a,228311,2065,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-03-01,2026-05-29,False
SZ002227,data/raw/akshare/day/qfq/SZ002227.csv,5be36dbff897119a9f140605ab46aeeb843478b4d880903ff0598a9de2b50e0e,257790,2280,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002228,data/raw/akshare/day/qfq/SZ002228.csv,c03894016ec798f55c777b657b9a15354b72bc2aafb0a491b5238d59722c0e08,251230,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002229,data/raw/akshare/day/qfq/SZ002229.csv,43c885c54b3afaab7e38df2ab92535ccb2052638a638d72310e0f28d78df0fd3,256824,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002230,data/raw/akshare/day/qfq/SZ002230.csv,e4cb586a1cdd843852fd4bf685f302321a823698aa9b80cfe8510efbd0ca363b,265051,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002232,data/raw/akshare/day/qfq/SZ002232.csv,03f3d100c8a0fb7f3724924d629f47ea32aefa687e94f9a503b30893b9842e03,258970,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002233,data/raw/akshare/day/qfq/SZ002233.csv,e53df027182313cc71abd3c88cd399a9a20af5d3e2665f2be8933f4a0fdaa9e0,252879,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002234,data/raw/akshare/day/qfq/SZ002234.csv,67a9c918c3b5e6ca523d41bede3a6907792a46564ac102be4b2eb16ad1553451,258497,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002235,data/raw/akshare/day/qfq/SZ002235.csv,0c0bebfbad591c102adbbd07243ba75e345395674fc53ab27a507433109c379f,254007,2276,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002236,data/raw/akshare/day/qfq/SZ002236.csv,da6ae4e5f6170cbebc68096f10f7f0416dcd9b94f91b5680ea27e4e83d13d5ee,263964,2279,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002237,data/raw/akshare/day/qfq/SZ002237.csv,f62d4330b722d0440100f8b95f892d3a843b29d5414462029ae7fd14c51001b7,260215,2280,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002238,data/raw/akshare/day/qfq/SZ002238.csv,b5a367f3f36daf38551789f8e81edf0e487f888da9fea1182846c1e0b4615ae2,250259,2271,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002239,data/raw/akshare/day/qfq/SZ002239.csv,d654994824e94244c1ab3d505668a6781d3af61e441c91fc8c54827fb27cbbf8,239675,2154,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-02-07,2026-05-29,False
SZ002240,data/raw/akshare/day/qfq/SZ002240.csv,c14663e004bc5596d1d3cd97ae1c86f1645e09163f0449c4b1e874803e54457d,260244,2275,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002241,data/raw/akshare/day/qfq/SZ002241.csv,6c829c8ff538ed250dd3e6da35d26b191cef9e6587fa24074c3b69017894eaa4,264484,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002242,data/raw/akshare/day/qfq/SZ002242.csv,1a2b486599c579963a3c6dc934e396ec43fff5d27b9ea74bca93772ac5ab8c92,259068,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002243,data/raw/akshare/day/qfq/SZ002243.csv,c26bb9ff24d29146e373560f94fb37fffde0610f5bcd53f83c6869a66d0c52a0,253412,2270,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002244,data/raw/akshare/day/qfq/SZ002244.csv,515e9dd8b140ab5fcac272ee5a58895d9643b76c2dc7e3370c639360c4730f2b,254509,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002245,data/raw/akshare/day/qfq/SZ002245.csv,5d041a95087e43e5d1a7e5325492db67c2f82261b39e57af05e7d7e2bc280cd6,255217,2273,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002246,data/raw/akshare/day/qfq/SZ002246.csv,6602bd74a92ae4b42c9b72460ca7be5d28f48c89b1f7bef454b421a5b6397ea3,254529,2275,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002247,data/raw/akshare/day/qfq/SZ002247.csv,05a01993dbce45fe7074ea9181e549700e30f8749a30cd88f3dc77a12b9f4960,252759,2279,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002248,data/raw/akshare/day/qfq/SZ002248.csv,62a07cf9cd2b77dccb94c0146430ecb29abfa9e0f327eb15627ce80aa586d89d,242400,2187,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002249,data/raw/akshare/day/qfq/SZ002249.csv,05d42a73a6e22987c3f734aecab984d9f582b933159b06e10104073be965cb17,253913,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002250,data/raw/akshare/day/qfq/SZ002250.csv,42f50c8721b1c5da01d64d424beb6278114eaea1a3dc9d00de0a5f0f52c64943,258304,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002251,data/raw/akshare/day/qfq/SZ002251.csv,4f225261656f4a5b5d62bba977f9eae5182d6fec0545c74f1bf1c2bcc0b789e1,250931,2252,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002252,data/raw/akshare/day/qfq/SZ002252.csv,f538293ffacaa2d52408ef276e6997cd8f4934f479562634b054551e52ab7cec,219937,1966,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002253,data/raw/akshare/day/qfq/SZ002253.csv,82eb1f54f205491e8d85cd21699bf792eaf095394486b698ec679d1312f646a5,259413,2280,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002254,data/raw/akshare/day/qfq/SZ002254.csv,d07e3402a044fae8ad7df622a7686f88f78540d5f8d812da709a2c751a76e46e,255437,2249,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002255,data/raw/akshare/day/qfq/SZ002255.csv,9db819d1d04ed1686c7fe0a411f992d7f2f48a34a63bd19d5a2c24c6f6fbadf7,241425,2180,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002256,data/raw/akshare/day/qfq/SZ002256.csv,58df100b1c07f25d6ac375ba3d0488f4378e4b7f55d5bfc542c9bc2b17adb275,231026,2081,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002258,data/raw/akshare/day/qfq/SZ002258.csv,3741e63f33226b76f9e64e8546ec675b333aaed16fbc072e479ddefc99b0b997,257708,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002259,data/raw/akshare/day/qfq/SZ002259.csv,6ae045e90b8aa9de9dbe1de9787b0c1e6021e19977ecb56499e821471703d4d3,237996,2172,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002261,data/raw/akshare/day/qfq/SZ002261.csv,a52b1aa4a8a0cca26d92e6635aa89fac8a43e04bf3e9744b10d9365979bee5e3,258079,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002262,data/raw/akshare/day/qfq/SZ002262.csv,7f68c22aef3a6685b35ffa6972653373f6b06416230df752f992002a58455d1d,260971,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002263,data/raw/akshare/day/qfq/SZ002263.csv,2ca5ff4884cffb93f50cdbc9794e1fc75ea9dd6c4fd8c353c83da140930d9583,215997,1949,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002264,data/raw/akshare/day/qfq/SZ002264.csv,b228e193aeffd19793366058e87c1987bbcb6e6258fa154e5d226c3079406ed1,242281,2189,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002265,data/raw/akshare/day/qfq/SZ002265.csv,6fab54c362083e65792de2013453ec6d71b3f5cdd2385fdbcfde89cef64aaf07,255719,2270,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002266,data/raw/akshare/day/qfq/SZ002266.csv,06fbfc9da88429ffc13632dc10b6f01600176b7c7b3ac7908d4c4c0c009dc56d,251336,2270,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002267,data/raw/akshare/day/qfq/SZ002267.csv,2d1782035c1c6d6d2ead9a3986cd4574640a9a847cab1241e5c73ff8ae4b6d63,250752,2280,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002268,data/raw/akshare/day/qfq/SZ002268.csv,d82ca66b10dcff9ebac90322b0fa89d1dd08c6a3bf5b4f147fe67f6f45124ddb,262473,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002269,data/raw/akshare/day/qfq/SZ002269.csv,f0baf7beb7d40ca19a399c52e23b71958c863602b66a69cbfa53a1a7bd1efe36,252680,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002270,data/raw/akshare/day/qfq/SZ002270.csv,25303e872ef0bf98cdf0ceade771dd57ab9e3bf1f6f1d41e0cc02f8671d81d0e,246445,2208,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002271,data/raw/akshare/day/qfq/SZ002271.csv,5c0d9992254294f22fff96247b88a62d018ba73294a8ebc06f14b2f545095a0c,262262,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002272,data/raw/akshare/day/qfq/SZ002272.csv,ed8ee1f1172c7dcb0b0d93376e97fd5801c9f263a0cdcfd3ac89c902d6612fff,253187,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002273,data/raw/akshare/day/qfq/SZ002273.csv,203b4435fe979f356821da104d738b504f476e959b97ab0b5c3f9a5e9b26ef37,262107,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002274,data/raw/akshare/day/qfq/SZ002274.csv,0b550ec547ead2d163e2873dbcb7265b8a6f3914ed01e2faee3af9ac9c8d3bac,252505,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002275,data/raw/akshare/day/qfq/SZ002275.csv,827d59bcd8ac28f8b7c43852785e9708b72d67aeba60651191fc8c47777b1be3,257668,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002276,data/raw/akshare/day/qfq/SZ002276.csv,94363b4b1675f63ee51a88ec4f0bfdb9fde392458293507531e6125731aa3363,255902,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002277,data/raw/akshare/day/qfq/SZ002277.csv,b1ae861a4b5b71d86a4d96c30bc9efc1ee8916f75f5c6cd84208581289e0d468,251247,2269,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002278,data/raw/akshare/day/qfq/SZ002278.csv,af9ce59d89cee0b6c9c3721a51fd278c6e3d232c763bc0acdc6e7712a3505f41,250421,2261,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002279,data/raw/akshare/day/qfq/SZ002279.csv,0f736c5e0682ad8138ed33e32b39449c59d9552cc77f89daad314b1beb06354f,253433,2276,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002281,data/raw/akshare/day/qfq/SZ002281.csv,b4bbd0c44720d6db14351f708b81b6b0bf924b33343589451bbb8346638debae,263065,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002282,data/raw/akshare/day/qfq/SZ002282.csv,37afe280015248305fa544c6ca8ac325ebf3ef37fb0cdb4a1ab62f08fb3356c9,241101,2185,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-04-21,2026-05-29,False
SZ002283,data/raw/akshare/day/qfq/SZ002283.csv,4ff692621adad7470a86761c30efed5446b58fed6870531853d708494ead5804,252249,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002284,data/raw/akshare/day/qfq/SZ002284.csv,b680745378b6350701a72e44ad389e0651bf68c4be0e64e04523952cbb9a0363,254173,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002285,data/raw/akshare/day/qfq/SZ002285.csv,f69d1e69a974bdfcbbb58f8c13a59dbbec3aff0692f0d05f1813d121daa6a47a,251456,2261,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002286,data/raw/akshare/day/qfq/SZ002286.csv,75bac11af1859522516ce7aec5906782c78dcbac4bf6c2c285a02129558c2d31,253024,2271,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002287,data/raw/akshare/day/qfq/SZ002287.csv,d05eda776c5ed56b47c2df9bd8de1d8ce3d50c6a7c743b170d4dd7af62c1c950,258678,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002289,data/raw/akshare/day/qfq/SZ002289.csv,8f49b183a95dbea84163ad0b97e0fd3600873f85eb64683cc5b110f0762c1d7d,236076,2139,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002290,data/raw/akshare/day/qfq/SZ002290.csv,30c73176faa2c9fdb421d6add659d9417ebf52781be1ea327eb12835c10388a7,252484,2268,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002291,data/raw/akshare/day/qfq/SZ002291.csv,1073fe6021f598c033798456fc6b50bcc35556c7879aecdc14fbc39a835a54ca,252750,2244,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002292,data/raw/akshare/day/qfq/SZ002292.csv,d4b2079ebe62a9d83c9e41099cbfd73da5f7a6cc43ffb54494e150daaa1115c9,255378,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002293,data/raw/akshare/day/qfq/SZ002293.csv,b052d4f8bbf9a79a04da35f9be094c6561125e7dd04cbb20fcab30643d68bb16,250691,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002294,data/raw/akshare/day/qfq/SZ002294.csv,a7bcb8ff2aaa8bd7150c4fb42b6bb74666e4bc01eb0531c55a6e26df8668111b,260983,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002295,data/raw/akshare/day/qfq/SZ002295.csv,80fb1e231a8c48f7266258d19983250eee1c747e61de07e155a067d6bbb829b9,250545,2271,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002296,data/raw/akshare/day/qfq/SZ002296.csv,14c8ce2f3ef527b691cd40d942e9d75a0e85ef280b875ab41afaa2695d2e2cc1,253461,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SZ002297,data/raw/akshare/day/qfq/SZ002297.csv,3345745d0c3005595b89c20162bbf3277c94a99d911d747a3ce2bbc9176c7d90,243364,2190,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-04,2026-05-29,False
