split,arm_id,arm_role,promotion_eligible,candidate_n,threshold_value,retained_n,weight_sum,right_tail_capture_retention,weighted_ES10_MAE20,weighted_MAE20_p10,weighted_p_left_tail_20,ES10_improvement_vs_R0,ES10_improvement_vs_R1,ES10_improvement_vs_R2,expected_value_gate,source_artifact_hashes,dataset_role,selection_or_tuning_allowed,support_claim_allowed,forward_gate_contribution,design_only_no_support_claim,spent_design_arm_role_gate
robustness,R0_S0_UNTRIMMED,baseline,False,1552,,1552,1552,1,0.295069650663,-0.22879644588,0.147551546392,0,-0.0156383334764,-0.0343386156555,pass,"{""feature_panel"": ""394d35719301c1e1b95980ffb3549387f6401306493741446e31e5630cc7e448"", ""outcome"": ""53e2565be872d837ddce5ecfcdbc713827e2f28f40b767e2b5b52430d78f80a6""}",spent_robustness_design_only,False,False,False,True,pass
robustness,R1_ATR20_TOP10_TRIM,mild_static_comparator,False,1552,0.985971943888,1393,1393,0.905747126437,0.279431317186,-0.217314853124,0.127781765973,0.0156383334764,0,-0.018700282179,pass,"{""feature_panel"": ""394d35719301c1e1b95980ffb3549387f6401306493741446e31e5630cc7e448"", ""outcome"": ""53e2565be872d837ddce5ecfcdbc713827e2f28f40b767e2b5b52430d78f80a6""}",spent_robustness_design_only,False,False,False,True,pass
robustness,R2_VOL60_TOP30_TRIM,only_primary_candidate_and_simple_incumbent,True,1552,0.945891783567,1082,1082,0.645977011494,0.260731035007,-0.199879951981,0.0998151571165,0.0343386156555,0.018700282179,0,pass,"{""feature_panel"": ""394d35719301c1e1b95980ffb3549387f6401306493741446e31e5630cc7e448"", ""outcome"": ""53e2565be872d837ddce5ecfcdbc713827e2f28f40b767e2b5b52430d78f80a6""}",spent_robustness_design_only,False,False,False,True,pass
robustness,R3_CONTINUOUS_VOL_BUDGET,smooth_budget_diagnostic_challenger,False,1552,,1552,988.903614981,0.579961822583,0.274619203944,-0.213851193262,0.117503206251,0.0204504467192,0.00481211324272,-0.0138881689363,pass,"{""feature_panel"": ""394d35719301c1e1b95980ffb3549387f6401306493741446e31e5630cc7e448"", ""outcome"": ""53e2565be872d837ddce5ecfcdbc713827e2f28f40b767e2b5b52430d78f80a6""}",spent_robustness_design_only,False,False,False,True,pass
