threshold_id,eligible_episode_n,captured_episode_n,winner_episode_recall,holding_exposure_day_n,right_tail_exposure_day_n,false_positive_exposure_day_n,right_tail_exposure_rate,eligible_universe_right_tail_rate,right_tail_exposure_enrichment,severe_left_tail_exposure_rate,eligible_universe_severe_left_tail_rate,severe_left_tail_excess,left_tail_threshold,left_tail_horizon_sessions,material_morphology_n,material_morphology_capture_share,largest_captured_morphology_share
up50pct,545,291,0.5339449541284403,28936,14017,14919,0.48441387890517,0.5555077000651302,0.8720200977382945,0.011272948502308271,0.04589820606795448,-0.03462525756564621,-0.2,20,6,0.8333333333333334,0.3230240549828179
