reference_event_id,instrument,split,reference_date,obs_day_count,day30_ret_from_entry,day50_ret_from_entry,max_ret_day30_50,min_ret_day30_50,pct_days_before_or_at_peak,pct_days_above_ma20,pct_days_above_ma60,pct_days_ma_bull_stack,median_rsi14_day30_50,max_rsi14_day30_50,pct_days_rsi14_gt_70,max_volume_ratio_ma20_day30_50,median_volume_ratio_ma20_day30_50,pct_days_volume_ratio_gt_1_5,median_rps120_pct_day30_50,pct_days_rps120_gt_90,pct_days_above_boll_mid,pct_days_above_boll_upper,pct_days_below_boll_lower
big_winner_50h120_close_confirmed_SH600000_20240410_000001,SH600000,robustness,2024-04-10,21,0.1802067641992351,0.13441652141446103,0.1802067641992351,0.11816841846214876,1.0,0.42857142857142855,1.0,0.9523809523809523,55.24814629758187,81.25048767687811,0.14285714285714285,1.1545795462901702,0.8005153672399312,0.0,0.8109640831758034,0.0,0.42857142857142855,0.0,0.0
big_winner_50h120_close_confirmed_SH600009_20181029_000002,SH600009,train,2018-10-29,21,0.12754385751121222,0.15191675907784696,0.1772362038795996,0.1235210938956266,1.0,0.38095238095238093,0.09523809523809523,0.0,48.1981950082684,55.442954909912004,0.0,1.9331661177720512,0.9284561436896608,0.047619047619047616,0.5318681318681319,0.0,0.38095238095238093,0.0,0.0
big_winner_50h120_close_confirmed_SH600010_20200828_000003,SH600010,train,2020-08-28,21,0.008620681681899223,0.034482829494228984,0.034482829494228984,-0.034482726727597,1.0,0.47619047619047616,0.2857142857142857,0.0,49.67548833918408,64.95389648593519,0.0,2.979185833904676,1.0579088568463222,0.3333333333333333,0.2727272727272727,0.0,0.47619047619047616,0.047619047619047616,0.047619047619047616
big_winner_50h120_close_confirmed_SH600010_20210303_000004,SH600010,train,2021-03-03,21,-0.17368417255105684,-0.12105264313663489,-0.036842070590095366,-0.23157891764865324,1.0,0.42857142857142855,0.7619047619047619,0.0,47.60095234089001,68.42958197248726,0.0,2.9800879984023876,0.8468520947357326,0.23809523809523808,0.7996108949416343,0.14285714285714285,0.42857142857142855,0.19047619047619047,0.09523809523809523
big_winner_50h120_close_confirmed_SH600010_20220426_000005,SH600010,validation,2022-04-26,21,0.22988511102015874,0.3103448039616947,0.5114943103598764,0.19540224845161513,0.5238095238095238,0.9523809523809523,1.0,0.5714285714285714,59.05713863107192,81.45286105918206,0.19047619047619047,3.1306327499835036,0.9078999477234516,0.2857142857142857,0.34600760456273766,0.0,0.9523809523809523,0.23809523809523808,0.0
big_winner_50h120_close_confirmed_SH600010_20240605_000006,SH600010,robustness,2024-06-05,21,-0.01369861671503625,-0.02054800672275059,0.0,-0.03424662343778684,1.0,0.6666666666666666,0.0,0.0,51.09253513362955,57.578208429236305,0.0,1.9817871771197537,0.7718907047821493,0.09523809523809523,0.4583333333333333,0.0,0.6666666666666666,0.047619047619047616,0.0
big_winner_50h120_close_confirmed_SH600010_20250205_000007,SH600010,robustness,2025-02-05,21,0.03314920656665388,-0.02209942713677715,0.03314920656665388,-0.08839777440859675,1.0,0.14285714285714285,0.3333333333333333,0.5714285714285714,43.78181534031891,51.380625858578206,0.0,1.9007670115138784,0.7450468916290464,0.047619047619047616,0.6914285714285714,0.0,0.14285714285714285,0.0,0.09523809523809523
big_winner_50h120_close_confirmed_SH600011_20200415_000008,SH600011,train,2020-04-15,21,0.04065036710645531,0.008130073421291018,0.04336039158021898,-0.016260146842582146,1.0,0.19047619047619047,0.0,0.0,46.44047894227941,53.88813523389849,0.0,1.3655598815496603,0.9106924379085771,0.0,0.04008016032064128,0.0,0.19047619047619047,0.0,0.047619047619047616
big_winner_50h120_close_confirmed_SH600011_20210311_000009,SH600011,train,2021-03-11,21,-0.06598984433687505,-0.022842677990056348,-0.017766540772783612,-0.0888325223269314,1.0,0.7619047619047619,0.38095238095238093,0.0,51.061077289650314,55.161169432990626,0.0,1.7778325841190044,0.9209063862456857,0.047619047619047616,0.20038910505836577,0.0,0.7619047619047619,0.0,0.0
big_winner_50h120_close_confirmed_SH600011_20210914_000010,SH600011,train,2021-09-14,21,0.0659164530673777,-0.0032154311255848667,0.0659164530673777,-0.13344050670466034,1.0,0.19047619047619047,0.19047619047619047,0.0,39.83522351908736,56.850028373917624,0.0,1.990689083288756,0.7894403547135566,0.19047619047619047,0.8359073359073359,0.0,0.19047619047619047,0.0,0.0
