,,risk
excess_return_without_cost,mean,0.002126369096265947
excess_return_without_cost,std,0.009151755572936689
excess_return_without_cost,annualized_return,0.5060758449112954
excess_return_without_cost,information_ratio,3.5844515782456057
excess_return_without_cost,max_drawdown,-0.08441849753992747
excess_return_with_cost,mean,0.0017955489117426487
excess_return_with_cost,std,0.009151466258114568
excess_return_with_cost,annualized_return,0.4273406409947504
excess_return_with_cost,information_ratio,3.026878829087609
excess_return_with_cost,max_drawdown,-0.09231694575793531
benchmark,mean,0.0006773731551573942
benchmark,std,0.009719353201924266
benchmark,annualized_return,0.16121481092745982
benchmark,information_ratio,1.0751748451146768
benchmark,max_drawdown,-0.10799944400787354
strategy_return_without_cost,mean,0.002803742251423341
strategy_return_without_cost,std,0.014997110726965421
strategy_return_without_cost,annualized_return,0.6672906558387551
strategy_return_without_cost,information_ratio,2.8841574599334105
strategy_return_without_cost,max_drawdown,-0.1623324800894457
strategy_return_with_cost,mean,0.0024729220669000435
strategy_return_with_cost,std,0.01499238947036561
strategy_return_with_cost,annualized_return,0.5885554519222104
strategy_return_with_cost,information_ratio,2.544649978624122
strategy_return_with_cost,max_drawdown,-0.17236401673800733
