replay_key,split_bucket,cost_bps,source_table,source_value_column,panel_groupby_columns,panel_value_column,source_value,panel_replay_value,abs_diff,tolerance,replay_status,blocking_reason
six_cell:non_late_rescue_context:defended_positive:cell_step_n,robustness,100,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,171.0,171.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:continue_return_sum,robustness,100,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,28.211130001089646,28.211130001089646,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:policy_net_return_sum,robustness,100,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-1.71,-1.71,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:incremental_return_sum,robustness,100,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,-29.921130001089647,-29.921130001089647,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:drawdown_avoided_abs_sum,robustness,100,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,5.490221673061166,5.490221673061166,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:cell_step_n,robustness,100,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,162.0,162.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:continue_return_sum,robustness,100,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-13.105142710638304,-13.105142710638304,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:policy_net_return_sum,robustness,100,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-1.62,-1.6199999999999999,2.220446049250313e-16,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:incremental_return_sum,robustness,100,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,11.485142710638303,11.485142710638303,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:drawdown_avoided_abs_sum,robustness,100,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,26.937121473010425,26.937121473010425,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_neutral:cell_step_n,robustness,100,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,73.0,73.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_neutral:continue_return_sum,robustness,100,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-2.73742578292874,-2.7374257829287396,4.440892098500626e-16,1e-09,pass,
six_cell:non_late_rescue_context:defended_neutral:policy_net_return_sum,robustness,100,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-0.73,-0.73,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_neutral:incremental_return_sum,robustness,100,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,2.0074257829287387,2.0074257829287387,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_neutral:drawdown_avoided_abs_sum,robustness,100,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,4.826020826875057,4.826020826875057,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_positive:cell_step_n,robustness,100,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,961.0,961.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_positive:continue_return_sum,robustness,100,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,109.23135745470675,109.23135745470677,1.4210854715202004e-14,1e-09,pass,
six_cell:non_late_rescue_context:continued_positive:policy_net_return_sum,robustness,100,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,109.23135745470675,109.23135745470677,1.4210854715202004e-14,1e-09,pass,
six_cell:non_late_rescue_context:continued_positive:incremental_return_sum,robustness,100,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_positive:drawdown_avoided_abs_sum,robustness,100,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_negative:cell_step_n,robustness,100,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,259.0,259.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_negative:continue_return_sum,robustness,100,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-24.322187737103796,-24.322187737103793,3.552713678800501e-15,1e-09,pass,
six_cell:non_late_rescue_context:continued_negative:policy_net_return_sum,robustness,100,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-24.322187737103796,-24.322187737103793,3.552713678800501e-15,1e-09,pass,
six_cell:non_late_rescue_context:continued_negative:incremental_return_sum,robustness,100,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_negative:drawdown_avoided_abs_sum,robustness,100,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_neutral:cell_step_n,robustness,100,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,447.0,447.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_neutral:continue_return_sum,robustness,100,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-17.793510346824124,-17.793510346824124,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_neutral:policy_net_return_sum,robustness,100,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-17.793510346824124,-17.793510346824124,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_neutral:incremental_return_sum,robustness,100,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_neutral:drawdown_avoided_abs_sum,robustness,100,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_positive:cell_step_n,robustness,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,118.0,118.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_positive:continue_return_sum,robustness,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,17.8788544011117,17.8788544011117,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_positive:policy_net_return_sum,robustness,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_positive:incremental_return_sum,robustness,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,-17.8788544011117,-17.8788544011117,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_positive:drawdown_avoided_abs_sum,robustness,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,3.626789914010881,3.626789914010881,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_negative:cell_step_n,robustness,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,113.0,113.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_negative:continue_return_sum,robustness,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-10.259215148302914,-10.259215148302914,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_negative:policy_net_return_sum,robustness,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_negative:incremental_return_sum,robustness,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,10.259215148302914,10.259215148302914,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_negative:drawdown_avoided_abs_sum,robustness,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,17.9403533698657,17.9403533698657,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_neutral:cell_step_n,robustness,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,49.0,49.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_neutral:continue_return_sum,robustness,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-1.9327344356532357,-1.9327344356532354,2.220446049250313e-16,1e-09,pass,
six_cell:known_failed_context_any:defended_neutral:policy_net_return_sum,robustness,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_neutral:incremental_return_sum,robustness,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,1.9327344356532357,1.9327344356532354,2.220446049250313e-16,1e-09,pass,
six_cell:known_failed_context_any:defended_neutral:drawdown_avoided_abs_sum,robustness,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,3.206438324565065,3.206438324565065,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_positive:cell_step_n,robustness,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,545.0,545.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_positive:continue_return_sum,robustness,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,65.55316487481034,65.55316487481034,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_positive:policy_net_return_sum,robustness,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,65.55316487481034,65.55316487481034,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_positive:incremental_return_sum,robustness,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_positive:drawdown_avoided_abs_sum,robustness,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_negative:cell_step_n,robustness,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,189.0,189.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_negative:continue_return_sum,robustness,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-19.19923894920128,-19.19923894920128,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_negative:policy_net_return_sum,robustness,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-19.19923894920128,-19.19923894920128,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_negative:incremental_return_sum,robustness,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_negative:drawdown_avoided_abs_sum,robustness,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_neutral:cell_step_n,robustness,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,287.0,287.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_neutral:continue_return_sum,robustness,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-11.30872366186988,-11.30872366186988,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_neutral:policy_net_return_sum,robustness,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-11.30872366186988,-11.30872366186988,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_neutral:incremental_return_sum,robustness,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_neutral:drawdown_avoided_abs_sum,robustness,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_positive:cell_step_n,robustness,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,118.0,118.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_positive:continue_return_sum,robustness,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,17.8788544011117,17.8788544011117,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_positive:policy_net_return_sum,robustness,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-0.295,-0.295,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_positive:incremental_return_sum,robustness,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,-18.1738544011117,-18.1738544011117,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_positive:drawdown_avoided_abs_sum,robustness,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,3.626789914010881,3.626789914010881,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_negative:cell_step_n,robustness,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,113.0,113.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_negative:continue_return_sum,robustness,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-10.259215148302914,-10.259215148302914,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_negative:policy_net_return_sum,robustness,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-0.2825,-0.2825,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_negative:incremental_return_sum,robustness,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,9.976715148302914,9.976715148302914,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_negative:drawdown_avoided_abs_sum,robustness,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,17.9403533698657,17.9403533698657,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_neutral:cell_step_n,robustness,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,49.0,49.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_neutral:continue_return_sum,robustness,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-1.9327344356532357,-1.9327344356532354,2.220446049250313e-16,1e-09,pass,
six_cell:known_failed_context_any:defended_neutral:policy_net_return_sum,robustness,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-0.1225,-0.12250000000000001,1.3877787807814457e-17,1e-09,pass,
six_cell:known_failed_context_any:defended_neutral:incremental_return_sum,robustness,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,1.8102344356532356,1.8102344356532354,2.220446049250313e-16,1e-09,pass,
six_cell:known_failed_context_any:defended_neutral:drawdown_avoided_abs_sum,robustness,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,3.206438324565065,3.206438324565065,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_positive:cell_step_n,robustness,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,545.0,545.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_positive:continue_return_sum,robustness,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,65.55316487481034,65.55316487481034,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_positive:policy_net_return_sum,robustness,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,65.55316487481034,65.55316487481034,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_positive:incremental_return_sum,robustness,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_positive:drawdown_avoided_abs_sum,robustness,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_negative:cell_step_n,robustness,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,189.0,189.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_negative:continue_return_sum,robustness,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-19.19923894920128,-19.19923894920128,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_negative:policy_net_return_sum,robustness,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-19.19923894920128,-19.19923894920128,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_negative:incremental_return_sum,robustness,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_negative:drawdown_avoided_abs_sum,robustness,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_neutral:cell_step_n,robustness,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,287.0,287.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_neutral:continue_return_sum,robustness,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-11.30872366186988,-11.30872366186988,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_neutral:policy_net_return_sum,robustness,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-11.30872366186988,-11.30872366186988,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_neutral:incremental_return_sum,robustness,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_neutral:drawdown_avoided_abs_sum,robustness,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_positive:cell_step_n,robustness,50,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,118.0,118.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_positive:continue_return_sum,robustness,50,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,17.8788544011117,17.8788544011117,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_positive:policy_net_return_sum,robustness,50,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-0.59,-0.59,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_positive:incremental_return_sum,robustness,50,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,-18.4688544011117,-18.4688544011117,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_positive:drawdown_avoided_abs_sum,robustness,50,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,3.626789914010881,3.626789914010881,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_negative:cell_step_n,robustness,50,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,113.0,113.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_negative:continue_return_sum,robustness,50,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-10.259215148302914,-10.259215148302914,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_negative:policy_net_return_sum,robustness,50,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-0.565,-0.565,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_negative:incremental_return_sum,robustness,50,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,9.694215148302916,9.694215148302915,1.7763568394002505e-15,1e-09,pass,
six_cell:known_failed_context_any:defended_negative:drawdown_avoided_abs_sum,robustness,50,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,17.9403533698657,17.9403533698657,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_neutral:cell_step_n,robustness,50,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,49.0,49.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:defended_neutral:continue_return_sum,robustness,50,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-1.9327344356532357,-1.9327344356532354,2.220446049250313e-16,1e-09,pass,
six_cell:known_failed_context_any:defended_neutral:policy_net_return_sum,robustness,50,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-0.245,-0.24500000000000002,2.7755575615628914e-17,1e-09,pass,
six_cell:known_failed_context_any:defended_neutral:incremental_return_sum,robustness,50,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,1.687734435653235,1.6877344356532353,2.220446049250313e-16,1e-09,pass,
six_cell:known_failed_context_any:defended_neutral:drawdown_avoided_abs_sum,robustness,50,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,3.206438324565065,3.206438324565065,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_positive:cell_step_n,robustness,50,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,545.0,545.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_positive:continue_return_sum,robustness,50,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,65.55316487481034,65.55316487481034,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_positive:policy_net_return_sum,robustness,50,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,65.55316487481034,65.55316487481034,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_positive:incremental_return_sum,robustness,50,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_positive:drawdown_avoided_abs_sum,robustness,50,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_negative:cell_step_n,robustness,50,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,189.0,189.0,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_negative:continue_return_sum,robustness,50,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-19.19923894920128,-19.19923894920128,0.0,1e-09,pass,
six_cell:known_failed_context_any:continued_negative:policy_net_return_sum,robustness,50,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-19.19923894920128,-19.19923894920128,0.0,1e-09,pass,
