replay_key,split_bucket,cost_bps,source_table,source_value_column,panel_groupby_columns,panel_value_column,source_value,panel_replay_value,abs_diff,tolerance,replay_status,blocking_reason
split_incremental_sum:train:0,train,0,utility_by_split_readout.csv,full_denominator_sum_incremental_return,"split_bucket,cost_bps",incremental_net_return_h20,-18.972550473018977,-18.97255047301898,3.552713678800501e-15,1e-09,pass,
split_incremental_sum:robustness:0,robustness,0,utility_by_split_readout.csv,full_denominator_sum_incremental_return,"split_bucket,cost_bps",incremental_net_return_h20,-11.370725397673018,-11.370725397673018,0.0,1e-09,pass,
split_incremental_sum:validation:0,validation,0,utility_by_split_readout.csv,full_denominator_sum_incremental_return,"split_bucket,cost_bps",incremental_net_return_h20,-2.94396953141098,-2.94396953141098,0.0,1e-09,pass,
split_incremental_sum:train:25,train,25,utility_by_split_readout.csv,full_denominator_sum_incremental_return,"split_bucket,cost_bps",incremental_net_return_h20,-32.93255047301898,-32.932550473018985,7.105427357601002e-15,1e-09,pass,
split_incremental_sum:robustness:25,robustness,25,utility_by_split_readout.csv,full_denominator_sum_incremental_return,"split_bucket,cost_bps",incremental_net_return_h20,-12.585725397673016,-12.585725397673018,1.7763568394002505e-15,1e-09,pass,
split_incremental_sum:validation:25,validation,25,utility_by_split_readout.csv,full_denominator_sum_incremental_return,"split_bucket,cost_bps",incremental_net_return_h20,-3.40146953141098,-3.4014695314109806,4.440892098500626e-16,1e-09,pass,
split_incremental_sum:train:50,train,50,utility_by_split_readout.csv,full_denominator_sum_incremental_return,"split_bucket,cost_bps",incremental_net_return_h20,-46.892550473019,-46.892550473019,0.0,1e-09,pass,
split_incremental_sum:robustness:50,robustness,50,utility_by_split_readout.csv,full_denominator_sum_incremental_return,"split_bucket,cost_bps",incremental_net_return_h20,-13.800725397673018,-13.80072539767302,1.7763568394002505e-15,1e-09,pass,
split_incremental_sum:validation:50,validation,50,utility_by_split_readout.csv,full_denominator_sum_incremental_return,"split_bucket,cost_bps",incremental_net_return_h20,-3.85896953141098,-3.858969531410981,8.881784197001252e-16,1e-09,pass,
split_incremental_sum:train:100,train,100,utility_by_split_readout.csv,full_denominator_sum_incremental_return,"split_bucket,cost_bps",incremental_net_return_h20,-74.81255047301902,-74.81255047301899,2.842170943040401e-14,1e-09,pass,
split_incremental_sum:robustness:100,robustness,100,utility_by_split_readout.csv,full_denominator_sum_incremental_return,"split_bucket,cost_bps",incremental_net_return_h20,-16.23072539767302,-16.23072539767302,0.0,1e-09,pass,
split_incremental_sum:validation:100,validation,100,utility_by_split_readout.csv,full_denominator_sum_incremental_return,"split_bucket,cost_bps",incremental_net_return_h20,-4.773969531410981,-4.77396953141098,8.881784197001252e-16,1e-09,pass,
six_cell:all_steps:defended_positive:cell_step_n,train,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,2190.0,2190.0,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:continue_return_sum,train,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,320.25752234710563,320.25752234710563,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:policy_net_return_sum,train,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:incremental_return_sum,train,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,-320.25752234710563,-320.25752234710563,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:drawdown_avoided_abs_sum,train,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,66.34302551702575,66.34302551702575,0.0,1e-09,pass,
six_cell:all_steps:defended_negative:cell_step_n,train,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,2299.0,2299.0,0.0,1e-09,pass,
six_cell:all_steps:defended_negative:continue_return_sum,train,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-253.66213550105687,-253.66213550105687,0.0,1e-09,pass,
six_cell:all_steps:defended_negative:policy_net_return_sum,train,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:defended_negative:incremental_return_sum,train,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,253.66213550105687,253.66213550105687,0.0,1e-09,pass,
six_cell:all_steps:defended_negative:drawdown_avoided_abs_sum,train,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,383.6071098928604,383.6071098928604,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:cell_step_n,train,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,1095.0,1095.0,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:continue_return_sum,train,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-47.62283637302981,-47.62283637302981,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:policy_net_return_sum,train,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:incremental_return_sum,train,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,47.62283637302981,47.62283637302981,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:drawdown_avoided_abs_sum,train,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,73.04220658712487,73.04220658712487,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:cell_step_n,train,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,7888.0,7888.0,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:continue_return_sum,train,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,823.9646196057776,823.9646196057776,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:policy_net_return_sum,train,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,823.9646196057776,823.9646196057776,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:incremental_return_sum,train,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:drawdown_avoided_abs_sum,train,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:cell_step_n,train,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,2585.0,2585.0,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:continue_return_sum,train,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-265.6890634428454,-265.6890634428454,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:policy_net_return_sum,train,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-265.6890634428454,-265.6890634428454,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:incremental_return_sum,train,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:drawdown_avoided_abs_sum,train,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:cell_step_n,train,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,4188.0,4188.0,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:continue_return_sum,train,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-163.81077982635588,-163.81077982635588,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:policy_net_return_sum,train,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-163.81077982635588,-163.81077982635588,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:incremental_return_sum,train,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:drawdown_avoided_abs_sum,train,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:cell_step_n,train,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,2190.0,2190.0,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:continue_return_sum,train,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,320.25752234710563,320.25752234710563,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:policy_net_return_sum,train,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-5.475,-5.475,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:incremental_return_sum,train,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,-325.73252234710554,-325.73252234710554,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:drawdown_avoided_abs_sum,train,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,66.34302551702575,66.34302551702575,0.0,1e-09,pass,
six_cell:all_steps:defended_negative:cell_step_n,train,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,2299.0,2299.0,0.0,1e-09,pass,
six_cell:all_steps:defended_negative:continue_return_sum,train,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-253.66213550105687,-253.66213550105687,0.0,1e-09,pass,
six_cell:all_steps:defended_negative:policy_net_return_sum,train,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-5.7475000000000005,-5.7475000000000005,0.0,1e-09,pass,
six_cell:all_steps:defended_negative:incremental_return_sum,train,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,247.9146355010568,247.9146355010568,0.0,1e-09,pass,
six_cell:all_steps:defended_negative:drawdown_avoided_abs_sum,train,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,383.6071098928604,383.6071098928604,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:cell_step_n,train,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,1095.0,1095.0,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:continue_return_sum,train,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-47.62283637302981,-47.62283637302981,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:policy_net_return_sum,train,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-2.7375,-2.7375,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:incremental_return_sum,train,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,44.88533637302981,44.88533637302981,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:drawdown_avoided_abs_sum,train,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,73.04220658712487,73.04220658712487,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:cell_step_n,train,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,7888.0,7888.0,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:continue_return_sum,train,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,823.9646196057776,823.9646196057776,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:policy_net_return_sum,train,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,823.9646196057776,823.9646196057776,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:incremental_return_sum,train,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:drawdown_avoided_abs_sum,train,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:cell_step_n,train,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,2585.0,2585.0,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:continue_return_sum,train,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-265.6890634428454,-265.6890634428454,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:policy_net_return_sum,train,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-265.6890634428454,-265.6890634428454,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:incremental_return_sum,train,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:drawdown_avoided_abs_sum,train,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:cell_step_n,train,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,4188.0,4188.0,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:continue_return_sum,train,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-163.81077982635588,-163.81077982635588,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:policy_net_return_sum,train,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-163.81077982635588,-163.81077982635588,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:incremental_return_sum,train,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:drawdown_avoided_abs_sum,train,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:cell_step_n,train,50,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,2190.0,2190.0,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:continue_return_sum,train,50,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,320.25752234710563,320.25752234710563,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:policy_net_return_sum,train,50,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-10.95,-10.95,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:incremental_return_sum,train,50,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,-331.2075223471056,-331.2075223471056,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:drawdown_avoided_abs_sum,train,50,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,66.34302551702575,66.34302551702575,0.0,1e-09,pass,
six_cell:all_steps:defended_negative:cell_step_n,train,50,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,2299.0,2299.0,0.0,1e-09,pass,
six_cell:all_steps:defended_negative:continue_return_sum,train,50,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-253.66213550105687,-253.66213550105687,0.0,1e-09,pass,
six_cell:all_steps:defended_negative:policy_net_return_sum,train,50,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-11.495,-11.495000000000001,1.7763568394002505e-15,1e-09,pass,
six_cell:all_steps:defended_negative:incremental_return_sum,train,50,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,242.1671355010568,242.1671355010568,0.0,1e-09,pass,
six_cell:all_steps:defended_negative:drawdown_avoided_abs_sum,train,50,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,383.6071098928604,383.6071098928604,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:cell_step_n,train,50,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,1095.0,1095.0,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:continue_return_sum,train,50,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-47.62283637302981,-47.62283637302981,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:policy_net_return_sum,train,50,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-5.475,-5.475,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:incremental_return_sum,train,50,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,42.14783637302981,42.147836373029804,7.105427357601002e-15,1e-09,pass,
six_cell:all_steps:defended_neutral:drawdown_avoided_abs_sum,train,50,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,73.04220658712487,73.04220658712487,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:cell_step_n,train,50,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,7888.0,7888.0,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:continue_return_sum,train,50,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,823.9646196057776,823.9646196057776,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:policy_net_return_sum,train,50,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,823.9646196057776,823.9646196057776,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:incremental_return_sum,train,50,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:drawdown_avoided_abs_sum,train,50,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:cell_step_n,train,50,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,2585.0,2585.0,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:continue_return_sum,train,50,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-265.6890634428454,-265.6890634428454,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:policy_net_return_sum,train,50,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-265.6890634428454,-265.6890634428454,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:incremental_return_sum,train,50,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_negative:drawdown_avoided_abs_sum,train,50,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:cell_step_n,train,50,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,4188.0,4188.0,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:continue_return_sum,train,50,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-163.81077982635588,-163.81077982635588,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:policy_net_return_sum,train,50,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-163.81077982635588,-163.81077982635588,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:incremental_return_sum,train,50,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:continued_neutral:drawdown_avoided_abs_sum,train,50,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:cell_step_n,train,100,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,2190.0,2190.0,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:continue_return_sum,train,100,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,320.25752234710563,320.25752234710563,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:policy_net_return_sum,train,100,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-21.9,-21.9,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:incremental_return_sum,train,100,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,-342.1575223471056,-342.1575223471056,0.0,1e-09,pass,
six_cell:all_steps:defended_positive:drawdown_avoided_abs_sum,train,100,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,66.34302551702575,66.34302551702575,0.0,1e-09,pass,
six_cell:all_steps:defended_negative:cell_step_n,train,100,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,2299.0,2299.0,0.0,1e-09,pass,
six_cell:all_steps:defended_negative:continue_return_sum,train,100,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-253.66213550105687,-253.66213550105687,0.0,1e-09,pass,
six_cell:all_steps:defended_negative:policy_net_return_sum,train,100,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-22.99,-22.990000000000002,3.552713678800501e-15,1e-09,pass,
six_cell:all_steps:defended_negative:incremental_return_sum,train,100,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,230.67213550105683,230.67213550105683,0.0,1e-09,pass,
six_cell:all_steps:defended_negative:drawdown_avoided_abs_sum,train,100,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,383.6071098928604,383.6071098928604,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:cell_step_n,train,100,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,1095.0,1095.0,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:continue_return_sum,train,100,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-47.62283637302981,-47.62283637302981,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:policy_net_return_sum,train,100,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-10.95,-10.95,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:incremental_return_sum,train,100,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,36.6728363730298,36.6728363730298,0.0,1e-09,pass,
six_cell:all_steps:defended_neutral:drawdown_avoided_abs_sum,train,100,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,73.04220658712487,73.04220658712487,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:cell_step_n,train,100,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,7888.0,7888.0,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:continue_return_sum,train,100,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,823.9646196057776,823.9646196057776,0.0,1e-09,pass,
six_cell:all_steps:continued_positive:policy_net_return_sum,train,100,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,823.9646196057776,823.9646196057776,0.0,1e-09,pass,
