decision_state,next_allowed_requirement,upstream_16e_decision_state,upstream_16e_utility_interpretation,primary_policy_id,primary_action_semantics_id,directionality_gate,train_monotonicity_spearman,robustness_monotonicity_spearman,robustness_monotonicity_unstable_caveat,train_monotone_increasing_flag,robustness_monotone_increasing_flag,train_non_monotone_flag,robustness_non_monotone_flag,train_inverted_flag,robustness_inverted_flag,thick_tail_mismatch_flag,efficiency_above_one_in_any_bucket_flag,partial_exposure_feasibility_hint,path_a_supported,path_b_supported,path_c_supported,selected_path_id,continuation_as_action_mainline_closed,entry_policy_authorized,exit_policy_authorized,holding_policy_authorized,chained_simulation_authorized,portfolio_backtest_authorized,model_deployment_authorized,production_signal_authorized,live_trading_authorized,blocking_reason
16E_postmortem_mainline_closed_no_path_supported,none,16E_utility_diagnostic_not_supported,drawdown_reduction_only_return_not_supported,defense_bottom_30pct_continuation_score_v1,full_avoidance_cash_h20_close_to_close_v1,fail,0.9030303030303028,0.0303030303030303,False,True,False,False,True,False,False,True,False,False,False,False,False,none,True,False,False,False,False,False,False,False,False,directionality_gate_failed_or_no_path_supported
