split_bucket,population,row_n,upside_mean,upside_q25,upside_q50,upside_q75,upside_q90,upside_q95,defended_positive_upside_mean_ratio,defended_positive_upside_q75_ratio,defended_positive_upside_q90_vs_all_q75_flag,thick_tail_mismatch_flag
train,all_positive,10078,0.11353662849304257,0.033141093987270276,0.07585673107718582,0.14704625439919572,0.24943388991781468,0.3453476672548838,1.2880099886265521,1.2164492260192596,True,True
train,defended_positive,2190,0.14623631157402084,0.043478260869565244,0.10131228128042546,0.17887430235293278,0.33345410628019356,0.4515618722011578,1.2880099886265521,1.2164492260192596,True,True
robustness,all_positive,1346,0.11936340200557977,0.03588748136333281,0.08392789570357273,0.15751256779459982,0.2725872279129322,0.36032208588957054,1.3127128852070804,1.396626587898348,True,True
robustness,defended_positive,201,0.15668987583487723,0.04905335628227192,0.1220338983050846,0.21998624011007917,0.34555846630150033,0.4062600838980317,1.3127128852070804,1.396626587898348,True,True
validation,all_positive,325,0.13543839495863402,0.0382499680184214,0.08964285714285714,0.17899891186071826,0.2965506385191731,0.419992723585373,1.2302398096815579,1.3450420783022312,True,True
validation,defended_positive,77,0.1666217052374856,0.053487730907085584,0.09743202416918417,0.2407610684229784,0.33644303471891607,0.46947882680900893,1.2302398096815579,1.3450420783022312,True,True
