run_id,family_id,grid_cell_id,variant_n_total,variant_n_primary_success_eligible,variant_n_single_feature,score_formula_frozen_before_run,threshold_grid_frozen_before_run,bootstrap_resample_n,correction_scope,validation_outcome_read,diagnostic_only_flag
19B2_b2_high_vol_extension_left_tail_suppressor_ablation,B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,30,15,12,True,True,2000,pre_registered_30_variant_diagnostic_ablation,False,True
