run_id,created_at,requirement_file_hash,config_file_hash,input_artifact_hash_manifest,config_contract_gate,input_artifact_gate,upstream_19a_contract_gate,upstream_19b0_contract_gate,upstream_19b_contract_gate,upstream_19b1_contract_gate,sample_support_gate,primary_row_join_gate,feature_pit_gate,rank_source_gate,score_contract_gate,variant_grid_gate,ablation_metric_gate,interaction_superiority_gate,policy_authorization_gate,output_contract_gate,decision_state,blocking_reason,family_id,grid_cell_id,row_scope,split,candidate_n,instrument_n,right_clean_n,left_bad_n,both_n,neither_n,variant_n_total,variant_n_primary,best_variant_id,best_variant_family,best_variant_candidate_removed_rate,best_variant_left_bad_removed_per_right_clean_removed,best_variant_right_clean_kept_rate,best_variant_left_bad_removed_rate,best_variant_both_removed_rate,best_variant_p_candidate_50_after,best_variant_MAE_20_p10_improvement_vs_S0,best_variant_MAE_worsening_after,best_single_feature_variant_id,interaction_efficiency_lift_vs_single_feature,interaction_efficiency_lift_ci_low,validation_outcome_read,max_ep19_terminal_state,next_allowed_requirement,next_research_suggestion,model_training_authorized,entry_policy_authorized,exit_policy_authorized,holding_policy_authorized,portfolio_backtest_authorized,model_deployment_authorized,production_signal_authorized,live_trading_authorized,19C_replay_authorized,EP20_policy_preflight_authorized
19B2_b2_high_vol_extension_left_tail_suppressor_ablation,2026-07-09T14:58:48Z,377e1c4fd32919de77f99d3d7bbeaae71210795c9a17ee400ac78de5cb28d21b,67f87d1a025191e3927f66ece87d20917dde22d079ea643c26bdd4e198ba5edd,b20c03fc2b0a725e3a773bd06a6b5df490f05510288f2ebfbcf5257142656901,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass,19B2_suppressor_improves_burden_but_not_interaction_supported_diagnostic,interaction_superiority_gate_failed,B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,candidate_primary_denominator,robustness,1552,524,290,614,145,503,30,15,B_vol60_80_ret60_80,logical_interaction,0.11984536082474227,3.3,0.896551724137931,0.16123778501628663,0.21379310344827587,0.27379209370424595,0.01284527582926312,0.07981421944345155,A_ATR20_top10,-0.2666666666666667,-0.687813521324582,False,19_entry_universe_enrichment_only_diagnostic,none,new_pre_registered_high_risk_bucket_delayed_confirmation_or_left_tail_rejector_requirement,False,False,False,False,False,False,False,False,False,False
