family_id,grid_cell_id,split,row_scope,row_key,instrument_id,decision_date,decision_month,MFE_120,MAE_20,right_tail_event_50,left_tail_event_10,left_tail_event_20,outcome_group,match_vol60,atr_20_pct_asof_decision_date,return_60d_asof_decision_date,close_to_ema60_asof_decision_date,q_vol60,q_atr20,q_ret60,q_ema60_dist,vol_block,extension_block,tail_risk_score,basis_risk_score,vol_expansion_rank_spread,atr20_over_vol60,candidate_vol_block_rank_pct,candidate_extension_block_rank_pct,candidate_q_atr20_rank_pct,candidate_q_ema60_dist_rank_pct,candidate_q_vol60_rank_pct,candidate_q_ret60_rank_pct,rank_cross_section_n,rank_source_gate,feature_pit_gate,pre_outcome_rank_panel_hash
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,SH600000_2025-05-13,SH600000,2025-05-13,2025-05,0.233676975945017,-0.0025773195876289,False,False,False,neither,0.017419024790861912,0.022696245733788405,0.16039603960396054,0.13750453064145196,0.2785571142284569,0.454,0.9238476953907816,0.969939879759519,0.454,0.969939879759519,0.44035270541082167,0.44035270541082167,0.1754428857715431,1.3029573128396341,0.055412371134020616,0.43009020618556704,0.08762886597938144,0.4800257731958763,0.041237113402061855,0.28898195876288657,499,pass,pass,63ffcd20c9a622afc95102102426833c07cb414635c378afeddbdec74dc6d2a4
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,SH600000_2025-07-04,SH600000,2025-07-04,2025-07,0.0091356289529163,-0.1159522136331694,False,True,False,left_bad,0.014293084948086449,0.023816254416961145,0.5101387406616864,0.185371782798468,0.3687374749498998,0.55,0.9478957915831663,0.9519038076152304,0.55,0.9519038076152304,0.5235470941883767,0.5235470941883767,0.18126252505010026,1.6662780990572406,0.09407216494845361,0.22873711340206185,0.13369845360824742,0.28350515463917525,0.06314432989690721,0.49774484536082475,499,pass,pass,63ffcd20c9a622afc95102102426833c07cb414635c378afeddbdec74dc6d2a4
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,SH600007_2024-09-18,SH600007,2024-09-18,2024-09,0.2642418930762489,-0.0517090271691498,False,False,False,neither,0.015529328044479356,0.02753178430512935,0.08001893939393923,0.0948150972915407,0.23446893787575152,0.432,0.9138276553106213,0.9719438877755511,0.432,0.9719438877755511,0.41987975951903805,0.41987975951903805,0.19753106212424848,1.7728896077326952,0.04993556701030928,0.46295103092783507,0.07731958762886598,0.5112757731958762,0.029639175257731958,0.18202319587628865,499,pass,pass,63ffcd20c9a622afc95102102426833c07cb414635c378afeddbdec74dc6d2a4
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,SH600010_2025-07-24,SH600010,2025-07-24,2025-07,0.1853281853281854,-0.0617760617760616,False,False,False,neither,0.025574329426681683,0.04166666666666668,0.4078212290502794,0.3249253041208393,0.8172690763052208,0.8957915831663327,0.9036144578313253,0.963855421686747,0.8957915831663327,0.963855421686747,0.8634135741362242,0.8634135741362242,0.07852250686111184,1.629237895997221,0.46005154639175255,0.3427835051546392,0.560889175257732,0.3904639175257732,0.37274484536082475,0.04349226804123711,498,pass,pass,63ffcd20c9a622afc95102102426833c07cb414635c378afeddbdec74dc6d2a4
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,SH600010_2025-08-08,SH600010,2025-08-08,2025-08,0.1717557251908394,-0.0877862595419847,False,False,False,neither,0.032144599876858436,0.06356589147286822,0.4254143646408839,0.2191306322852169,0.9154929577464789,0.9739478957915831,0.9195171026156942,0.9396378269617707,0.9739478957915831,0.9396378269617707,0.9151582843755922,0.9151582843755922,0.058454938045104265,1.9774982957131353,0.7670747422680413,0.13466494845360824,0.8405283505154639,0.18427835051546393,0.5924613402061856,0.23807989690721648,497,pass,pass,63ffcd20c9a622afc95102102426833c07cb414635c378afeddbdec74dc6d2a4
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,SH600011_2024-01-15,SH600011,2024-01-15,2024-01,0.1990049751243783,-0.0733830845771142,False,False,False,neither,0.016678638607636676,0.029125615763546785,0.16666666666666652,0.08102373720643152,0.5150300601202404,0.5951903807615231,0.9418837675350702,0.9539078156312625,0.5951903807615231,0.9539078156312625,0.5677567559969638,0.5677567559969638,0.08016032064128265,1.7462825623076328,0.11404639175257732,0.24742268041237114,0.15818298969072164,0.3021907216494845,0.11565721649484537,0.43943298969072164,499,pass,pass,63ffcd20c9a622afc95102102426833c07cb414635c378afeddbdec74dc6d2a4
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,SH600012_2024-08-01,SH600012,2024-08-01,2024-08,0.1934404283801873,-0.07429718875502,False,False,False,neither,0.018692693189986998,0.03553856382978723,0.21682847896440127,0.15491622583295928,0.4308617234468938,0.6633266533066132,0.9559118236472945,0.9859719438877755,0.6633266533066132,0.9859719438877755,0.654021469793294,0.654021469793294,0.23246492985971945,1.9012008311795303,0.15463917525773196,0.6968427835051546,0.20844072164948454,0.7371134020618557,0.0779639175257732,0.5689432989690721,499,pass,pass,63ffcd20c9a622afc95102102426833c07cb414635c378afeddbdec74dc6d2a4
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,SH600012_2024-08-16,SH600012,2024-08-16,2024-08,0.2245879120879119,-0.0343406593406593,False,False,False,neither,0.02001810023231092,0.03935217091660923,0.1815960912052117,0.07523409971004091,0.556,0.85,0.968,0.982,0.85,0.982,0.8347,0.8347,0.29399999999999993,1.9658294473464306,0.35148195876288657,0.6362757731958762,0.4574742268041237,0.6788015463917526,0.14175257731958762,0.6820231958762887,500,pass,pass,63ffcd20c9a622afc95102102426833c07cb414635c378afeddbdec74dc6d2a4
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,SH600016_2025-06-12,SH600016,2025-06-12,2025-06,0.1826086956521742,-0.0326086956521738,False,False,False,neither,0.013086187497899606,0.018804347826086937,0.1675126903553299,0.14078345897327948,0.10020040080160321,0.4028056112224449,0.9018036072144289,0.9398797595190381,0.4028056112224449,0.9398797595190381,0.3785888410086707,0.3785888410086707,0.3026052104208417,1.4369615160339957,0.0428479381443299,0.14336340206185566,0.06797680412371133,0.1958762886597938,0.008376288659793814,0.026739690721649483,499,pass,pass,63ffcd20c9a622afc95102102426833c07cb414635c378afeddbdec74dc6d2a4
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,SH600021_2024-05-28,SH600021,2024-05-28,2024-05,0.0462311557788945,-0.0854271356783918,False,False,False,neither,0.01556886363161016,0.025793650793650782,0.2791878172588833,0.16202104711986132,0.218436873747495,0.302,0.9158316633266533,0.9819639278557114,0.302,0.9819639278557114,0.2965531062124248,0.2965531062124248,0.083563126252505,1.656745887431423,0.022551546391752577,0.625,0.04059278350515464,0.6675257731958762,0.025128865979381444,0.20167525773195877,499,pass,pass,63ffcd20c9a622afc95102102426833c07cb414635c378afeddbdec74dc6d2a4
