decision_date,rank_scope,rank_cross_section_n,rank_feature_n,rank_source_artifact,rank_source_before_outcome_join,forbidden_label_column_n,missing_required_feature_n,rank_source_gate,blocking_reason
2024-02-29,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-03-01,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-03-04,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-03-05,executable_universe_same_decision_date,497,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,3,pass,
2024-03-06,executable_universe_same_decision_date,497,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,3,pass,
2024-03-07,executable_universe_same_decision_date,497,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,3,pass,
2024-03-08,executable_universe_same_decision_date,497,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,3,pass,
2024-03-11,executable_universe_same_decision_date,496,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,3,pass,
2024-03-12,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-03-13,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-03-14,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-03-15,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-03-18,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-03-19,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-03-20,executable_universe_same_decision_date,497,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-03-21,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-03-22,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-03-25,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-03-26,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-03-27,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-03-28,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-03-29,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-04-01,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-04-02,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-04-03,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-04-08,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-04-09,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-04-10,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-04-11,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-04-12,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-04-15,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-04-16,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-04-17,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-04-18,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-04-19,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-04-22,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-04-23,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-04-24,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-04-26,executable_universe_same_decision_date,497,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-04-29,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-04-30,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-05-06,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-05-07,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-05-09,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-05-10,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-05-13,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-05-14,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-05-15,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-05-16,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-05-17,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-05-20,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-05-21,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-05-22,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-05-23,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-05-24,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-05-27,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-05-28,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-05-30,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-05-31,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-06-03,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-06-04,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-06-06,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-06-07,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-06-11,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-06-12,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-06-13,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-06-14,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-06-17,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-06-19,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-06-20,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-06-21,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-06-24,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-06-26,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-06-27,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-06-28,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-01,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-02,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-03,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-05,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-08,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-09,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-10,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-11,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-12,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-15,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-16,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-17,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-18,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-19,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-22,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-23,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-24,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-25,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-26,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-07-29,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-07-30,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-07-31,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-08-01,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-08-02,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-08-05,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-08-06,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-08-07,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-08-08,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-08-09,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-08-14,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-08-16,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-08-19,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-08-20,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-08-22,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-08-27,executable_universe_same_decision_date,500,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,0,pass,
2024-08-28,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-08-29,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-08-30,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-09-02,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-09-03,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-09-04,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-09-05,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-09-06,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-09-09,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-09-10,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-09-11,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-09-12,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-09-13,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-09-18,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-09-19,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-09-23,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-09-24,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-09-25,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-09-26,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-09-27,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-09-30,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-10-08,executable_universe_same_decision_date,497,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,3,pass,
2024-10-09,executable_universe_same_decision_date,497,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,3,pass,
2024-10-10,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-10-11,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-10-14,executable_universe_same_decision_date,497,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,3,pass,
2024-10-15,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-10-16,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-10-17,executable_universe_same_decision_date,497,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,3,pass,
2024-10-18,executable_universe_same_decision_date,497,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,3,pass,
2024-10-21,executable_universe_same_decision_date,497,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,3,pass,
2024-10-22,executable_universe_same_decision_date,497,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,3,pass,
2024-10-23,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-10-24,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-10-25,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-10-28,executable_universe_same_decision_date,497,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-10-29,executable_universe_same_decision_date,497,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-10-30,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-10-31,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-11-01,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-11-04,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-11-05,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-11-06,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-11-07,executable_universe_same_decision_date,497,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-11-08,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-11-11,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-11-12,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-11-13,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-11-14,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-11-15,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-11-18,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-11-19,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-11-20,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-11-21,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-11-22,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-11-25,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-11-26,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-11-27,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,2,pass,
2024-11-28,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-11-29,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-12-02,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-12-03,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-12-04,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-12-05,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-12-06,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-12-09,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-12-10,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-12-11,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-12-12,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-12-13,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-12-16,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-12-17,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-12-18,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-12-19,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-12-20,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-12-23,executable_universe_same_decision_date,498,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
2024-12-24,executable_universe_same_decision_date,499,4,pit_topn_400_100_executable_daily.csv + qfq close/money PIT features,True,0,1,pass,
