bucket_capacity_n,reference_capacity_n,paired_top_month_n,top_delta_mean,top_delta_median,paired_spread_month_n,spread_delta_mean,spread_delta_median
5,10,63,-0.0004641778548647846,-0.003244783184977673,63,-0.0035770110605311037,-0.004984092100212771
10,10,63,0.0,0.0,63,0.0,0.0
20,10,63,-0.0008163136742587784,-0.0025848369853845726,63,-0.0005214310823672496,-0.0011137233190872536
30,10,63,0.0014912827143022018,-0.000437885873531621,63,0.0019914873813957983,-0.0005530213610282775
40,10,63,0.002057296224638689,0.0013598026935623848,63,0.002915927706313524,-0.00017852717252900274
50,10,63,0.0023500697429261366,0.005442687464980261,63,0.0033391380502075726,0.0025346944057045564
