upstream_05_decision,upstream_06_decision,topn_candidate_gap_accepted,universe_precision_status,latest_label_complete_low_date,source_gap_count,active_source_gap_count,old_04_density_baseline_source,old_04_setup_inclusive_events_per_instrument_year_mean,old_04_setup_inclusive_events_per_instrument_year_p95,old_04_reclaim_based_events_per_instrument_year_mean,old_04_reclaim_based_events_per_instrument_year_p95,density_gate_config_source,max_recommended_union_canonical_events_per_instrument_year_mean,max_recommended_union_canonical_events_per_instrument_year_p95,max_single_channel_density_share,max_density_drag_channel_share,input_gate_status,input_gate_failure_reason
topn_universe_candidate_panel_blocked,topn_reverse_lifecycle_sequence_supported_universal_dominance,True,available_source_topn_candidate_gap,2025-11-26,318,229,04_manifest_gate_summary,3.330893396229425,3.330893396229425,1.7214162055656377,1.7214162055656377,07_config_predeclared,6.0,12.0,0.75,0.25,pass,
