event_id,instrument,event_family,event_variant,union_family,canonical_event_scope,event_t0_date,event_t0_pos,trade_open_date,trade_open_pos,trade_open_price,non_executable_next_open,non_executable_reason,limit_threshold_status,source_seed_low_date,source_seed_low_pos,first_ema60_reclaim_date,first_ema60_reclaim_pos,days_seed_to_event,days_reclaim_to_event,seed_cluster_id,reclaim_cluster_id,union_cluster_id,union_density_kept,event_family_priority,event_split,market_regime_bucket,benchmark_alias,board_bucket,is_st,total_market_cap_cny,liquidity_money_20d,early_no_false_repair_5d,early_no_false_repair_10d,early_relative_strength_turn_flag,strict_rank_persistence_reference_flag,raw_source_event_ids,raw_cluster_event_count,close_to_ema20,close_to_ema60,ema20_slope_20d,ema60_slope_20d,return_5d,return_10d,return_20d,return_60d,stock_vs_market_5d,stock_vs_market_10d,stock_vs_market_20d,amount_ratio_20d,amount_ratio_60d,turnover_ratio_20d,turnover_ratio_60d,derived_daily_vwap_available,close_to_derived_daily_vwap,vwap_reclaim_flag,intraday_range_pct,close_position_in_range,upper_shadow_pct,gap_open_pct,gap_fade_flag,gap_fade_flag_status,atr_20_pct,market_return_20d,market_drawdown_60d,market_volatility_20d,quality_amount_flag,quality_vwap_flag,quality_range_flag,quality_gap_fade_flag,quality_amount_flag_status,quality_vwap_flag_status,quality_range_flag_status,quality_gap_fade_flag_status,setup_context_density_kept,channel_id,channel_family,is_setup_context,recommended_union_included,event_executable_date,symbol,reclaim_density_kept,rank_persistence_window,continuation_proxy_status,canonical_event_id,triggered_channels,primary_channel,channel_count,episode_link_status,asof_feature_snapshot_hash
SH600000_20240125_recommended_union,SH600000,E_union_topn_multichannel_recommended,,recommended_union,canonical_event,2024-01-25,1718,2024-01-26,1719,6.35,False,,main_board_10pct,2023-10-19,1649,2024-01-25,1718,69,0.0,SH600000_seed_00000,SH600000_reclaim_00000,,False,1,robustness,risk_off,csi300,main_board,False,196953106650.08,266921614.45,False,False,False,False,SH600000_20240125_E1_early_ema60_repair_01718;SH600000_20240125_E1_early_ema60_repair_01718;SH600000_20240125_E1_early_ema60_repair_01718;SH600000_20240125_E2_money_vwap_repair_confirmation_01718,4,0.02530929085469391,0.0075219832609387804,-0.006746446068588874,-0.01787061363577247,0.032573289902280145,0.03764320785597364,0.025889967637540368,-0.012461059190031154,0.011750192784930835,0.023307133149510273,0.023923151736244375,1.2707994955707866,1.7711104288986645,1.2417317414313391,1.7549631846179432,False,,0.0,0.01594896331738438,0.6999999999999991,0.0047318611987382094,0.0031847133757960666,0.0,not_missing,0.016482649842271314,0.001966815901295993,-0.07974683753380496,0.011853532216754057,True,False,True,True,not_missing,not_missing,not_missing,not_missing,,E_union_topn_multichannel_recommended,E_union_topn_multichannel_recommended,False,True,2024-01-26,SH600000,True,,,SH600000_20240125_recommended_union,E1_early_ema60_repair;E2_money_vwap_repair_confirmation,E1_early_ema60_repair,2,not_linked_yet,0433f57cf2098b96d043bda31208d58b0fca413b212c91832dc8a41e7bed7592
SH600000_20240202_recommended_union,SH600000,E_union_topn_multichannel_recommended,,recommended_union,canonical_event,2024-02-02,1724,2024-02-05,1725,6.4,False,,main_board_10pct,2023-10-19,1649,2024-01-25,1718,75,6.0,SH600000_seed_00000,SH600000_reclaim_00000,,False,4,robustness,risk_off,csi300,main_board,False,199594802566.4,314816898.75,False,False,False,False,SH600000_20240202_E6_continuation_discriminator_01724;SH600000_20240202_E6_continuation_discriminator_01724;SH600000_20240202_E6_continuation_discriminator_01724,3,0.02555884945116582,0.018216530108981166,0.006857050661503772,-0.012800376943615577,-0.004665629860031051,0.037277147487844386,0.02400000000000002,-0.013867488443759624,0.041585503599143814,0.0648472317994302,0.06890177708102851,1.2942752171749485,1.9075293087146716,1.2606524377901829,1.8658468520595834,False,,0.0,0.030206677265500748,0.5789473684210531,0.012500000000000011,0.0015698587127157548,0.0,not_missing,0.01828125000000002,-0.04490177708102849,-0.11854393034019028,0.011091415010670886,True,False,False,True,not_missing,not_missing,not_missing,not_missing,,E_union_topn_multichannel_recommended,E_union_topn_multichannel_recommended,False,True,2024-02-05,SH600000,,,not_missing,SH600000_20240202_recommended_union,E6_continuation_discriminator,E6_continuation_discriminator,1,not_linked_yet,c7cc7c24ed4f32a344fbc3fb2814d5cdb721c4a8cde559976f6a9d47197922cd
SH600000_20240301_recommended_union,SH600000,E_union_topn_multichannel_recommended,,recommended_union,canonical_event,2024-03-01,1738,2024-03-04,1739,6.67,False,,main_board_10pct,2023-10-19,1649,2024-01-25,1718,89,20.0,SH600000_seed_00000,SH600000_reclaim_00000,,False,3,robustness,risk_on,csi300,main_board,False,209868064463.2,352501000.7,False,False,False,False,SH600000_20240301_E3_rank_persistence_01738;SH600000_20240301_E3_rank_persistence_01738;SH600000_20240301_E3_rank_persistence_01738,3,0.013313046785850213,0.0526038511181941,0.06290935554297716,0.005482572306388489,-0.022026431718061623,0.021472392638036908,0.05047318611987395,0.043887147335423204,-0.035798796551908874,-0.02990282170520353,-0.00782466674464355,0.5942509314413983,0.7969937083900089,0.5832235080736223,0.759039485714632,False,,0.0,0.007518796992481258,0.19999999999999646,0.004504504504504542,-0.002989536621823663,0.0,not_missing,0.0186936936936937,0.058297852864517496,0.0,0.012685143867002306,False,False,False,True,not_missing,not_missing,not_missing,not_missing,,E_union_topn_multichannel_recommended,E_union_topn_multichannel_recommended,False,True,2024-03-04,SH600000,,20.0,,SH600000_20240301_recommended_union,E3_rank_persistence,E3_rank_persistence,1,not_linked_yet,8a1217cfb7d1564cbdb46451d424c00772af7a297e00c5102ce54ca0cc204824
SH600000_20250415_recommended_union,SH600000,E_union_topn_multichannel_recommended,,recommended_union,canonical_event,2025-04-15,2009,2025-04-16,2010,10.14,False,,main_board_10pct,2025-04-07,2003,2025-04-15,2009,6,0.0,SH600000_seed_00003,SH600000_reclaim_00001,,False,1,robustness,transition,csi300,main_board,False,298805182179.28,622193323.15,False,False,False,False,SH600000_20250415_E1_early_ema60_repair_02009;SH600000_20250415_E2_money_vwap_repair_confirmation_02009,2,0.009388505290348181,0.015695291412576085,0.012523890956644301,0.011136007547551507,0.02626262626262621,0.0039525691699606735,-0.012633624878522709,0.033570701932858604,-0.003998478346031842,0.0363840268427037,0.04630195038841667,1.1459301546186964,1.3727323696287186,1.129462276841304,1.3558533177825653,False,,0.0,0.030395136778115672,0.9666666666666675,0.000984251968503916,0.0,0.0,not_missing,0.026919291338582695,-0.05893557526693938,-0.06207545419543525,0.017547845732150034,True,False,True,True,not_missing,not_missing,not_missing,not_missing,,E_union_topn_multichannel_recommended,E_union_topn_multichannel_recommended,False,True,2025-04-16,SH600000,True,,,SH600000_20250415_recommended_union,E1_early_ema60_repair;E2_money_vwap_repair_confirmation,E1_early_ema60_repair,2,not_linked_yet,7aca83309e6c64067ef5385207c027c0cc53665f58203e467abec631bf664d14
SH600000_20250422_recommended_union,SH600000,E_union_topn_multichannel_recommended,,recommended_union,canonical_event,2025-04-22,2014,2025-04-23,2015,10.39,False,,main_board_10pct,2025-04-07,2003,2025-04-15,2009,11,5.0,SH600000_seed_00003,SH600000_reclaim_00001,,False,4,robustness,transition,csi300,main_board,False,310252531987.72003,665533674.2,False,False,False,False,SH600000_20250422_E6_continuation_discriminator_02014,1,0.030294015568446575,0.0343797703590627,0.008450000000000069,0.006900008353521336,0.02263779527559051,0.04949494949494948,0.008737864077669855,0.04212637913741224,0.016598023764371472,0.013011303217558945,0.04708673083215009,0.7390342819110204,0.9137672805447296,0.7113267229256326,0.8822255168853433,False,,0.0,0.017578125,0.8333333333333366,0.002887391722810333,-0.0009746588693957392,0.0,not_missing,0.027911453320500493,-0.03834886675448024,-0.056410604244011675,0.017214134368005334,False,False,True,True,not_missing,not_missing,not_missing,not_missing,,E_union_topn_multichannel_recommended,E_union_topn_multichannel_recommended,False,True,2025-04-23,SH600000,,,not_missing,SH600000_20250422_recommended_union,E6_continuation_discriminator,E6_continuation_discriminator,1,not_linked_yet,5fc37562b805fb55eec389c7f6fb4930fc611f12f2edf6e056b3892f5172ebb8
SH600000_20250516_recommended_union,SH600000,E_union_topn_multichannel_recommended,,recommended_union,canonical_event,2025-05-16,2029,2025-05-19,2030,11.84,False,,main_board_10pct,2025-04-07,2003,2025-04-15,2009,26,20.0,SH600000_seed_00003,SH600000_reclaim_00001,,False,3,robustness,transition,csi300,main_board,False,360738279860.84,743940415.65,False,False,False,False,SH600000_20250516_E3_rank_persistence_02029,1,0.07874666911697159,0.14019326955761668,0.08121802195618688,0.02934119764070764,0.02532751091703056,0.11703139866793544,0.155511811023622,0.17753259779338015,0.014166240069272584,0.08683121996959375,0.12152031620875392,0.9980287296950809,1.2176403736889363,0.9251411678611615,1.0658613101126415,False,,0.0,0.027350427350427475,0.12500000000000278,0.005962521294718933,0.0016764459346185756,0.0,not_missing,0.02308347529812608,0.03399149481486807,-0.03019399685998192,0.005277852410735342,True,False,False,True,not_missing,not_missing,not_missing,not_missing,,E_union_topn_multichannel_recommended,E_union_topn_multichannel_recommended,False,True,2025-05-19,SH600000,,20.0,,SH600000_20250516_recommended_union,E3_rank_persistence,E3_rank_persistence,1,not_linked_yet,4b57fdac9f8b34d5406ea681356a4f19cec3de4d15c843d23507ab8856a662b4
SH600000_20251016_recommended_union,SH600000,E_union_topn_multichannel_recommended,,recommended_union,canonical_event,2025-10-16,2131,2025-10-17,2132,13.29,False,,main_board_10pct,2025-09-19,2118,2025-10-16,2131,13,0.0,SH600000_seed_00004,SH600000_reclaim_00002,,False,1,robustness,risk_on,csi300,main_board,False,426440366384.97,1281535404.2,False,False,False,False,SH600000_20251016_E1_early_ema60_repair_02131;SH600000_20251016_E2_money_vwap_repair_confirmation_02131,2,0.048447400527372286,0.0019180864267176467,-0.07791406590216299,-0.018095202924775622,0.12881355932203387,0.09001636661211121,-0.046528274874731546,-0.011869436201780381,0.14814901914542855,0.07855114848475409,-0.085458036547845,1.0367334313556376,1.1322072645228816,0.9447888629096315,1.0624527582520926,False,,0.0,0.03203661327231111,0.5000000000000021,0.015765765765765695,-0.0007593014426727773,0.0,not_missing,0.031569069069069054,0.03892976167311346,-0.019335459823394685,0.010715990668788703,False,False,False,True,not_missing,not_missing,not_missing,not_missing,,E_union_topn_multichannel_recommended,E_union_topn_multichannel_recommended,False,True,2025-10-17,SH600000,True,,,SH600000_20251016_recommended_union,E1_early_ema60_repair;E2_money_vwap_repair_confirmation,E1_early_ema60_repair,2,not_linked_yet,7410ab8a98011b87feda590601e1aa84b32d6051fc4f49dc7126c0003523c43c
SH600004_20181213_recommended_union,SH600004,E_union_topn_multichannel_recommended,,recommended_union,canonical_event,2018-12-13,475,2018-12-14,476,10.35,False,,main_board_10pct,2018-06-21,356,2018-12-13,475,119,0.0,SH600004_seed_00000,SH600004_reclaim_00000,,False,1,train,transition,csi300,main_board,False,21541626550.74,96136411.05,False,False,False,False,SH600004_20181213_E1_early_ema60_repair_00475;SH600004_20181213_E1_early_ema60_repair_00475;SH600004_20181213_E1_early_ema60_repair_00475;SH600004_20181213_E2_money_vwap_repair_confirmation_00475,4,0.060070671378091856,0.002194822800335672,-0.01750943396226412,-0.05776804586165485,0.06262833675564683,0.08718487394957974,0.05720122574055164,-0.07258064516129037,0.05067896295136198,0.06103858758403402,0.06419610479822913,2.796499100223068,2.409855294601513,2.6715153325730494,2.3795281059834084,False,,0.0,0.06666666666666665,0.6818181818181805,0.02028985507246385,0.008080808080808133,0.0,not_missing,0.025652173913043506,-0.006994879057677483,-0.06373410994615947,0.013260143142781934,True,False,True,True,not_missing,not_missing,not_missing,not_missing,,E_union_topn_multichannel_recommended,E_union_topn_multichannel_recommended,False,True,2018-12-14,SH600004,True,,,SH600004_20181213_recommended_union,E1_early_ema60_repair;E2_money_vwap_repair_confirmation,E1_early_ema60_repair,2,not_linked_yet,d0c344fc636bb86e24fde1f60fcb0ec11516b5fc74ffdf04c00a4b30cc0a3242
SH600004_20200113_recommended_union,SH600004,E_union_topn_multichannel_recommended,,recommended_union,canonical_event,2020-01-13,738,2020-01-14,739,17.39,False,,main_board_10pct,2019-11-13,696,2020-01-13,738,42,0.0,SH600004_seed_00003,SH600004_reclaim_00001,,False,1,train,risk_on,csi300,main_board,False,36937371174.9,271427259.3,False,False,False,False,SH600004_20200113_E1_early_ema60_repair_00738;SH600004_20200113_E2_money_vwap_repair_confirmation_00738,2,0.022850924918389692,0.008262066966227,0.029146489104116213,-0.07530023589963553,0.05971968312004883,0.026564344746162982,0.0375894988066825,-0.17504743833017067,0.04163112320849005,-0.01867651384557245,-0.021824278802981878,1.8363537593292862,1.476687344455793,1.7887925049376114,1.4587596272677081,False,,0.0,0.033509700176366675,0.6666666666666687,0.010925819436457603,-0.0017492711370260539,0.0,not_missing,0.023030477285796408,0.059413777609664375,0.0,0.007975048752026056,True,False,True,True,not_missing,not_missing,not_missing,not_missing,,E_union_topn_multichannel_recommended,E_union_topn_multichannel_recommended,False,True,2020-01-14,SH600004,True,,,SH600004_20200113_recommended_union,E1_early_ema60_repair;E2_money_vwap_repair_confirmation,E1_early_ema60_repair,2,not_linked_yet,b41b812f536f50cb0097ad601daf4be58a055ec57f91c66164390ef43250a114
SH600004_20200220_recommended_union,SH600004,E_union_topn_multichannel_recommended,,recommended_union,canonical_event,2020-02-20,760,2020-02-21,761,16.38,False,,main_board_10pct,2020-01-23,746,2020-02-20,760,14,0.0,SH600004_seed_00004,SH600004_reclaim_00002,,False,1,train,risk_on,csi300,main_board,False,32778036941.76,301196523.8,False,False,False,False,SH600004_20200220_E1_early_ema60_repair_00760;SH600004_20200220_E2_money_vwap_repair_confirmation_00760,2,0.058598684849859195,0.000990371951032687,-0.09029026079269198,-0.04677417785087945,0.08355437665782484,0.10480054090601754,-0.043885313048566466,-0.03541912632821731,0.03690266484250748,0.042006918197015075,-0.03858667867449783,1.916883826266789,1.997650887176422,1.8052333853394098,2.0011611298611522,False,,0.0,0.087270341207349,0.8270676691729321,0.014075887392900882,0.0026281208935610145,0.0,not_missing,0.035403916768665854,-0.005298634374068634,-0.01411326578477401,0.022994805225931787,True,False,True,True,not_missing,not_missing,not_missing,not_missing,,E_union_topn_multichannel_recommended,E_union_topn_multichannel_recommended,False,True,2020-02-21,SH600004,True,,,SH600004_20200220_recommended_union,E1_early_ema60_repair;E2_money_vwap_repair_confirmation,E1_early_ema60_repair,2,not_linked_yet,a9652d8a7cfec4394c6da459b630c69564f9d4e858a5e788c5c0a5799d20a641
