scope,split,event_count,next_open_executable_rate,event_precision_label_complete_rate,capture_label_complete_rate
event_split,robustness,3687,0.9994575535665853,0.9986438839164633,0.9995052770448549
event_split,train,7328,0.9989082969432315,0.9989082969432315,0.9996124031007751
event_split,validation,4146,0.9997588036661843,0.9997588036661843,0.999438202247191
all,all,15161,0.999274454191676,0.9990765780621331,0.9995487364620939
