scope,channel_id,event_count,events_per_100_universe_years,events_per_instrument_year_mean,events_per_instrument_year_p95,density_share,incremental_recall,density_drag_flag,channel_instance_event_count,canonical_triggered_event_count,event_instance_density_share,instance_events_per_instrument_year_mean,instance_events_per_instrument_year_p95
recommended_union,E_union_topn_multichannel_recommended,15161,418.53183049588597,3.937922077922078,7.0,1.0,,False,,,,,
channel_instance,E1_early_ema60_repair,6820,188.27168946520297,1.8333333333333333,3.0,0.4498384011608733,0.7111913357400722,False,10323.0,6820.0,0.346886656137639,2.775,5.0
channel_instance,E2_money_vwap_repair_confirmation,6686,184.57250964286612,1.7973118279569893,3.0,0.4409999340412902,0.0,True,6686.0,6686.0,0.22467152794112705,1.7973118279569893,3.0
channel_instance,E3_rank_persistence,3439,94.93641350012214,1.3076045627376427,2.0,0.22683200316601806,0.005214600882470918,False,5276.0,3439.0,0.1772909035921906,2.006083650190114,4.0
channel_instance,E6_continuation_discriminator,4920,135.82063228281504,1.5073529411764706,3.0,0.32451685245036604,0.004011231448054553,True,7474.0,4920.0,0.2511509123290433,2.289828431372549,5.0
