reporting_view,split,path_regime_state,bucket_type,bucket_name,bucket_value,winner_n,injury_scope_winner_n,injured_winner_n,injury_rate,share_of_injury,share_of_winner,injury_concentration_lift,non_null_metric_n,power_flag
regime_only,all,all,metric_bin,max_gap_open_return_to_target,"[0.08,0.12)",171,1092,17,0.09941520467836257,0.1619047619047619,0.1565934065934066,0.00531135531135532,171,ok
regime_only,all,all,metric_bin,max_gap_open_return_to_target,"[0.12,0.2)",50,1092,3,0.06,0.02857142857142857,0.045787545787545784,-0.017216117216117214,50,low_power
regime_only,all,all,metric_bin,max_gap_open_return_to_target,"[0.2,0.5]",24,1092,2,0.08333333333333333,0.01904761904761905,0.02197802197802198,-0.0029304029304029304,24,low_power
regime_only,all,all,seed_flag,seed_early_momentum_flag,true,134,1092,4,0.029850746268656716,0.0380952380952381,0.1227106227106227,-0.0846153846153846,134,ok
regime_only,all,all,seed_flag,seed_gap_or_event_driven_flag,true,585,1092,76,0.12991452991452992,0.7238095238095238,0.5357142857142857,0.1880952380952381,585,ok
regime_only,all,all,seed_flag,seed_late_bloomer_flag,true,299,1092,20,0.06688963210702341,0.19047619047619047,0.27380952380952384,-0.08333333333333337,299,ok
regime_only,all,all,seed_flag,seed_shakeout_reversal_flag,true,327,1092,58,0.17737003058103976,0.5523809523809524,0.29945054945054944,0.252930402930403,327,ok
regime_only,all,all,seed_flag,seed_volatile_chop_flag,true,122,1092,32,0.26229508196721313,0.3047619047619048,0.11172161172161173,0.19304029304029308,122,ok
regime_only,all,risk_off,metric_bin,day_to_target,"[0,20)",59,495,7,0.11864406779661017,0.23333333333333334,0.1191919191919192,0.11414141414141414,59,low_power
regime_only,all,risk_off,metric_bin,day_to_target,"[20,40)",112,495,11,0.09821428571428571,0.36666666666666664,0.22626262626262628,0.14040404040404036,112,ok
regime_only,all,risk_off,metric_bin,day_to_target,"[40,60)",95,495,1,0.010526315789473684,0.03333333333333333,0.1919191919191919,-0.15858585858585858,95,low_power
regime_only,all,risk_off,metric_bin,day_to_target,"[60,90)",132,495,7,0.05303030303030303,0.23333333333333334,0.26666666666666666,-0.033333333333333326,132,ok
regime_only,all,risk_off,metric_bin,day_to_target,"[90,120]",97,495,4,0.041237113402061855,0.13333333333333333,0.19595959595959597,-0.06262626262626264,97,low_power
regime_only,all,risk_off,metric_bin,deepest_pre_target_ret_low,"[-0.04,0)",164,495,7,0.042682926829268296,0.23333333333333334,0.33131313131313134,-0.097979797979798,164,ok
regime_only,all,risk_off,metric_bin,deepest_pre_target_ret_low,"[-0.08,-0.04)",133,495,3,0.022556390977443608,0.1,0.2686868686868687,-0.1686868686868687,133,ok
regime_only,all,risk_off,metric_bin,deepest_pre_target_ret_low,"[-0.12,-0.08)",61,495,5,0.08196721311475409,0.16666666666666666,0.12323232323232323,0.04343434343434342,61,low_power
regime_only,all,risk_off,metric_bin,deepest_pre_target_ret_low,"[-0.2,-0.12)",53,495,6,0.11320754716981132,0.2,0.10707070707070707,0.09292929292929294,53,low_power
regime_only,all,risk_off,metric_bin,deepest_pre_target_ret_low,"[-0.3,-0.2)",7,495,2,0.2857142857142857,0.06666666666666667,0.014141414141414142,0.052525252525252523,7,low_power
regime_only,all,risk_off,metric_bin,deepest_pre_target_ret_low,"[-1,-0.3)",3,495,1,0.3333333333333333,0.03333333333333333,0.006060606060606061,0.02727272727272727,3,low_power
regime_only,all,risk_off,metric_bin,deepest_pre_target_ret_low,"[0,0.5]",74,495,6,0.08108108108108109,0.2,0.1494949494949495,0.050505050505050525,74,low_power
regime_only,all,risk_off,metric_bin,limit_like_up_day_count_to_target,"[0,1)",194,495,9,0.04639175257731959,0.3,0.39191919191919194,-0.09191919191919196,194,ok
regime_only,all,risk_off,metric_bin,limit_like_up_day_count_to_target,"[1,2)",115,495,10,0.08695652173913043,0.3333333333333333,0.23232323232323232,0.101010101010101,115,ok
regime_only,all,risk_off,metric_bin,limit_like_up_day_count_to_target,"[10,120]",0,495,0,,0.0,0.0,0.0,0,low_power
regime_only,all,risk_off,metric_bin,limit_like_up_day_count_to_target,"[2,3)",85,495,4,0.047058823529411764,0.13333333333333333,0.1717171717171717,-0.03838383838383838,85,low_power
regime_only,all,risk_off,metric_bin,limit_like_up_day_count_to_target,"[3,5)",95,495,6,0.06315789473684211,0.2,0.1919191919191919,0.008080808080808105,95,low_power
regime_only,all,risk_off,metric_bin,limit_like_up_day_count_to_target,"[5,10)",6,495,1,0.16666666666666666,0.03333333333333333,0.012121212121212121,0.02121212121212121,6,low_power
regime_only,all,risk_off,metric_bin,max_drawdown_to_target,"[-0.04,0]",2,495,0,0.0,0.0,0.00404040404040404,-0.00404040404040404,2,low_power
regime_only,all,risk_off,metric_bin,max_drawdown_to_target,"[-0.08,-0.04)",11,495,0,0.0,0.0,0.022222222222222223,-0.022222222222222223,11,low_power
regime_only,all,risk_off,metric_bin,max_drawdown_to_target,"[-0.12,-0.08)",114,495,1,0.008771929824561403,0.03333333333333333,0.23030303030303031,-0.196969696969697,114,ok
regime_only,all,risk_off,metric_bin,max_drawdown_to_target,"[-0.2,-0.12)",249,495,14,0.05622489959839357,0.4666666666666667,0.503030303030303,-0.036363636363636376,249,ok
regime_only,all,risk_off,metric_bin,max_drawdown_to_target,"[-0.3,-0.2)",104,495,13,0.125,0.43333333333333335,0.2101010101010101,0.22323232323232325,104,ok
regime_only,all,risk_off,metric_bin,max_drawdown_to_target,"[-1,-0.3)",15,495,2,0.13333333333333333,0.06666666666666667,0.030303030303030304,0.03636363636363636,15,low_power
regime_only,all,risk_off,metric_bin,max_gap_open_return_to_target,"[-0.05,0)",0,495,0,,0.0,0.0,0.0,0,low_power
regime_only,all,risk_off,metric_bin,max_gap_open_return_to_target,"[-0.2,-0.05)",0,495,0,,0.0,0.0,0.0,0,low_power
regime_only,all,risk_off,metric_bin,max_gap_open_return_to_target,"[0,0.04)",152,495,7,0.046052631578947366,0.23333333333333334,0.30707070707070705,-0.07373737373737371,152,ok
regime_only,all,risk_off,metric_bin,max_gap_open_return_to_target,"[0.04,0.08)",215,495,21,0.09767441860465116,0.7,0.43434343434343436,0.2656565656565656,215,ok
regime_only,all,risk_off,metric_bin,max_gap_open_return_to_target,"[0.08,0.12)",87,495,1,0.011494252873563218,0.03333333333333333,0.17575757575757575,-0.14242424242424243,87,low_power
regime_only,all,risk_off,metric_bin,max_gap_open_return_to_target,"[0.12,0.2)",27,495,1,0.037037037037037035,0.03333333333333333,0.05454545454545454,-0.02121212121212121,27,low_power
regime_only,all,risk_off,metric_bin,max_gap_open_return_to_target,"[0.2,0.5]",14,495,0,0.0,0.0,0.028282828282828285,-0.028282828282828285,14,low_power
regime_only,all,risk_off,seed_flag,seed_early_momentum_flag,true,74,495,1,0.013513513513513514,0.03333333333333333,0.1494949494949495,-0.11616161616161616,74,low_power
regime_only,all,risk_off,seed_flag,seed_gap_or_event_driven_flag,true,267,495,20,0.0749063670411985,0.6666666666666666,0.5393939393939394,0.1272727272727272,267,ok
regime_only,all,risk_off,seed_flag,seed_late_bloomer_flag,true,117,495,6,0.05128205128205128,0.2,0.23636363636363636,-0.03636363636363635,117,ok
regime_only,all,risk_off,seed_flag,seed_shakeout_reversal_flag,true,102,495,12,0.11764705882352941,0.4,0.20606060606060606,0.19393939393939397,102,ok
regime_only,all,risk_off,seed_flag,seed_volatile_chop_flag,true,33,495,5,0.15151515151515152,0.16666666666666666,0.06666666666666667,0.09999999999999999,33,low_power
regime_only,all,risk_on,metric_bin,day_to_target,"[0,20)",47,446,13,0.2765957446808511,0.19117647058823528,0.10538116591928251,0.08579530466895277,47,low_power
regime_only,all,risk_on,metric_bin,day_to_target,"[20,40)",75,446,12,0.16,0.17647058823529413,0.1681614349775785,0.00830915325771564,75,low_power
regime_only,all,risk_on,metric_bin,day_to_target,"[40,60)",79,446,15,0.189873417721519,0.22058823529411764,0.17713004484304934,0.0434581904510683,79,low_power
regime_only,all,risk_on,metric_bin,day_to_target,"[60,90)",112,446,12,0.10714285714285714,0.17647058823529413,0.25112107623318386,-0.07465048799788973,112,ok
regime_only,all,risk_on,metric_bin,day_to_target,"[90,120]",133,446,16,0.12030075187969924,0.23529411764705882,0.2982062780269058,-0.06291216037984698,133,ok
regime_only,all,risk_on,metric_bin,deepest_pre_target_ret_low,"[-0.04,0)",100,446,7,0.07,0.10294117647058823,0.2242152466367713,-0.12127407016618308,100,ok
regime_only,all,risk_on,metric_bin,deepest_pre_target_ret_low,"[-0.08,-0.04)",93,446,8,0.08602150537634409,0.11764705882352941,0.2085201793721973,-0.09087312054866789,93,low_power
regime_only,all,risk_on,metric_bin,deepest_pre_target_ret_low,"[-0.12,-0.08)",63,446,11,0.1746031746031746,0.16176470588235295,0.1412556053811659,0.02050910050118704,63,low_power
regime_only,all,risk_on,metric_bin,deepest_pre_target_ret_low,"[-0.2,-0.12)",83,446,18,0.21686746987951808,0.2647058823529412,0.1860986547085202,0.07860722764442099,83,low_power
regime_only,all,risk_on,metric_bin,deepest_pre_target_ret_low,"[-0.3,-0.2)",51,446,13,0.2549019607843137,0.19117647058823528,0.11434977578475336,0.07682669480348192,51,low_power
regime_only,all,risk_on,metric_bin,deepest_pre_target_ret_low,"[-1,-0.3)",13,446,5,0.38461538461538464,0.07352941176470588,0.02914798206278027,0.044381429701925615,13,low_power
regime_only,all,risk_on,metric_bin,deepest_pre_target_ret_low,"[0,0.5]",43,446,6,0.13953488372093023,0.08823529411764706,0.09641255605381166,-0.008177261936164595,43,low_power
regime_only,all,risk_on,metric_bin,limit_like_up_day_count_to_target,"[0,1)",182,446,25,0.13736263736263737,0.36764705882352944,0.4080717488789238,-0.04042469005539434,182,ok
regime_only,all,risk_on,metric_bin,limit_like_up_day_count_to_target,"[1,2)",135,446,25,0.18518518518518517,0.36764705882352944,0.30269058295964124,0.0649564758638882,135,ok
regime_only,all,risk_on,metric_bin,limit_like_up_day_count_to_target,"[10,120]",0,446,0,,0.0,0.0,0.0,0,low_power
regime_only,all,risk_on,metric_bin,limit_like_up_day_count_to_target,"[2,3)",62,446,8,0.12903225806451613,0.11764705882352941,0.13901345291479822,-0.02136639409126881,62,low_power
regime_only,all,risk_on,metric_bin,limit_like_up_day_count_to_target,"[3,5)",58,446,7,0.1206896551724138,0.10294117647058823,0.13004484304932734,-0.02710366657873911,58,low_power
regime_only,all,risk_on,metric_bin,limit_like_up_day_count_to_target,"[5,10)",9,446,3,0.3333333333333333,0.04411764705882353,0.020179372197309416,0.023938274861514116,9,low_power
regime_only,all,risk_on,metric_bin,max_drawdown_to_target,"[-0.04,0]",0,446,0,,0.0,0.0,0.0,0,low_power
regime_only,all,risk_on,metric_bin,max_drawdown_to_target,"[-0.08,-0.04)",4,446,0,0.0,0.0,0.008968609865470852,-0.008968609865470852,4,low_power
regime_only,all,risk_on,metric_bin,max_drawdown_to_target,"[-0.12,-0.08)",62,446,3,0.04838709677419355,0.04411764705882353,0.13901345291479822,-0.09489580585597468,62,low_power
regime_only,all,risk_on,metric_bin,max_drawdown_to_target,"[-0.2,-0.12)",206,446,20,0.0970873786407767,0.29411764705882354,0.4618834080717489,-0.16776576101292534,206,ok
regime_only,all,risk_on,metric_bin,max_drawdown_to_target,"[-0.3,-0.2)",126,446,31,0.24603174603174602,0.45588235294117646,0.2825112107623318,0.17337114217884464,126,ok
regime_only,all,risk_on,metric_bin,max_drawdown_to_target,"[-1,-0.3)",48,446,14,0.2916666666666667,0.20588235294117646,0.10762331838565023,0.09825903455552623,48,low_power
regime_only,all,risk_on,metric_bin,max_gap_open_return_to_target,"[-0.05,0)",0,446,0,,0.0,0.0,0.0,0,low_power
regime_only,all,risk_on,metric_bin,max_gap_open_return_to_target,"[-0.2,-0.05)",0,446,0,,0.0,0.0,0.0,0,low_power
regime_only,all,risk_on,metric_bin,max_gap_open_return_to_target,"[0,0.04)",155,446,11,0.07096774193548387,0.16176470588235295,0.3475336322869955,-0.18576892640464257,155,ok
regime_only,all,risk_on,metric_bin,max_gap_open_return_to_target,"[0.04,0.08)",200,446,39,0.195,0.5735294117647058,0.4484304932735426,0.12509891849116322,200,ok
regime_only,all,risk_on,metric_bin,max_gap_open_return_to_target,"[0.08,0.12)",68,446,14,0.20588235294117646,0.20588235294117646,0.15246636771300448,0.05341598522817198,68,low_power
regime_only,all,risk_on,metric_bin,max_gap_open_return_to_target,"[0.12,0.2)",16,446,2,0.125,0.029411764705882353,0.03587443946188341,-0.006462674756001055,16,low_power
regime_only,all,risk_on,metric_bin,max_gap_open_return_to_target,"[0.2,0.5]",7,446,2,0.2857142857142857,0.029411764705882353,0.01569506726457399,0.013716697441308361,7,low_power
regime_only,all,risk_on,seed_flag,seed_early_momentum_flag,true,41,446,3,0.07317073170731707,0.04411764705882353,0.09192825112107623,-0.0478106040622527,41,low_power
regime_only,all,risk_on,seed_flag,seed_gap_or_event_driven_flag,true,232,446,51,0.21982758620689655,0.75,0.5201793721973094,0.22982062780269064,232,ok
regime_only,all,risk_on,seed_flag,seed_late_bloomer_flag,true,150,446,14,0.09333333333333334,0.20588235294117646,0.336322869955157,-0.13044051701398052,150,ok
regime_only,all,risk_on,seed_flag,seed_shakeout_reversal_flag,true,184,446,43,0.23369565217391305,0.6323529411764706,0.4125560538116592,0.21979688736481134,184,ok
regime_only,all,risk_on,seed_flag,seed_volatile_chop_flag,true,78,446,26,0.3333333333333333,0.38235294117647056,0.17488789237668162,0.20746504879978894,78,low_power
regime_only,all,transition,metric_bin,day_to_target,"[0,20)",20,151,2,0.1,0.2857142857142857,0.13245033112582782,0.15326395458845787,20,low_power
regime_only,all,transition,metric_bin,day_to_target,"[20,40)",37,151,2,0.05405405405405406,0.2857142857142857,0.24503311258278146,0.04068117313150424,37,low_power
regime_only,all,transition,metric_bin,day_to_target,"[40,60)",32,151,0,0.0,0.0,0.2119205298013245,-0.2119205298013245,32,low_power
regime_only,all,transition,metric_bin,day_to_target,"[60,90)",29,151,2,0.06896551724137931,0.2857142857142857,0.19205298013245034,0.09366130558183536,29,low_power
regime_only,all,transition,metric_bin,day_to_target,"[90,120]",33,151,1,0.030303030303030304,0.14285714285714285,0.2185430463576159,-0.07568590350047305,33,low_power
regime_only,all,transition,metric_bin,deepest_pre_target_ret_low,"[-0.04,0)",49,151,0,0.0,0.0,0.32450331125827814,-0.32450331125827814,49,low_power
regime_only,all,transition,metric_bin,deepest_pre_target_ret_low,"[-0.08,-0.04)",31,151,0,0.0,0.0,0.2052980132450331,-0.2052980132450331,31,low_power
regime_only,all,transition,metric_bin,deepest_pre_target_ret_low,"[-0.12,-0.08)",25,151,3,0.12,0.42857142857142855,0.16556291390728478,0.26300851466414377,25,low_power
regime_only,all,transition,metric_bin,deepest_pre_target_ret_low,"[-0.2,-0.12)",17,151,1,0.058823529411764705,0.14285714285714285,0.11258278145695365,0.0302743614001892,17,low_power
regime_only,all,transition,metric_bin,deepest_pre_target_ret_low,"[-0.3,-0.2)",8,151,0,0.0,0.0,0.052980132450331126,-0.052980132450331126,8,low_power
regime_only,all,transition,metric_bin,deepest_pre_target_ret_low,"[-1,-0.3)",1,151,0,0.0,0.0,0.006622516556291391,-0.006622516556291391,1,low_power
regime_only,all,transition,metric_bin,deepest_pre_target_ret_low,"[0,0.5]",20,151,3,0.15,0.42857142857142855,0.13245033112582782,0.2961210974456007,20,low_power
regime_only,all,transition,metric_bin,limit_like_up_day_count_to_target,"[0,1)",57,151,3,0.05263157894736842,0.42857142857142855,0.37748344370860926,0.05108798486281929,57,low_power
regime_only,all,transition,metric_bin,limit_like_up_day_count_to_target,"[1,2)",33,151,2,0.06060606060606061,0.2857142857142857,0.2185430463576159,0.0671712393566698,33,low_power
regime_only,all,transition,metric_bin,limit_like_up_day_count_to_target,"[10,120]",0,151,0,,0.0,0.0,0.0,0,low_power
regime_only,all,transition,metric_bin,limit_like_up_day_count_to_target,"[2,3)",28,151,0,0.0,0.0,0.18543046357615894,-0.18543046357615894,28,low_power
regime_only,all,transition,metric_bin,limit_like_up_day_count_to_target,"[3,5)",30,151,2,0.06666666666666667,0.2857142857142857,0.1986754966887417,0.08703878902554399,30,low_power
regime_only,all,transition,metric_bin,limit_like_up_day_count_to_target,"[5,10)",3,151,0,0.0,0.0,0.019867549668874173,-0.019867549668874173,3,low_power
regime_only,all,transition,metric_bin,max_drawdown_to_target,"[-0.04,0]",0,151,0,,0.0,0.0,0.0,0,low_power
regime_only,all,transition,metric_bin,max_drawdown_to_target,"[-0.08,-0.04)",0,151,0,,0.0,0.0,0.0,0,low_power
regime_only,all,transition,metric_bin,max_drawdown_to_target,"[-0.12,-0.08)",24,151,0,0.0,0.0,0.15894039735099338,-0.15894039735099338,24,low_power
regime_only,all,transition,metric_bin,max_drawdown_to_target,"[-0.2,-0.12)",86,151,3,0.03488372093023256,0.42857142857142855,0.5695364238410596,-0.14096499526963108,86,low_power
regime_only,all,transition,metric_bin,max_drawdown_to_target,"[-0.3,-0.2)",33,151,4,0.12121212121212122,0.5714285714285714,0.2185430463576159,0.3528855250709555,33,low_power
regime_only,all,transition,metric_bin,max_drawdown_to_target,"[-1,-0.3)",8,151,0,0.0,0.0,0.052980132450331126,-0.052980132450331126,8,low_power
regime_only,all,transition,metric_bin,max_gap_open_return_to_target,"[-0.05,0)",0,151,0,,0.0,0.0,0.0,0,low_power
regime_only,all,transition,metric_bin,max_gap_open_return_to_target,"[-0.2,-0.05)",0,151,0,,0.0,0.0,0.0,0,low_power
regime_only,all,transition,metric_bin,max_gap_open_return_to_target,"[0,0.04)",58,151,0,0.0,0.0,0.3841059602649007,-0.3841059602649007,58,low_power
regime_only,all,transition,metric_bin,max_gap_open_return_to_target,"[0.04,0.08)",67,151,5,0.07462686567164178,0.7142857142857143,0.44370860927152317,0.27057710501419113,67,low_power
regime_only,all,transition,metric_bin,max_gap_open_return_to_target,"[0.08,0.12)",16,151,2,0.125,0.2857142857142857,0.10596026490066225,0.17975402081362346,16,low_power
regime_only,all,transition,metric_bin,max_gap_open_return_to_target,"[0.12,0.2)",7,151,0,0.0,0.0,0.046357615894039736,-0.046357615894039736,7,low_power
regime_only,all,transition,metric_bin,max_gap_open_return_to_target,"[0.2,0.5]",3,151,0,0.0,0.0,0.019867549668874173,-0.019867549668874173,3,low_power
regime_only,all,transition,seed_flag,seed_early_momentum_flag,true,19,151,0,0.0,0.0,0.12582781456953643,-0.12582781456953643,19,low_power
regime_only,all,transition,seed_flag,seed_gap_or_event_driven_flag,true,86,151,5,0.05813953488372093,0.7142857142857143,0.5695364238410596,0.14474929044465468,86,low_power
regime_only,all,transition,seed_flag,seed_late_bloomer_flag,true,32,151,0,0.0,0.0,0.2119205298013245,-0.2119205298013245,32,low_power
regime_only,all,transition,seed_flag,seed_shakeout_reversal_flag,true,41,151,3,0.07317073170731707,0.42857142857142855,0.271523178807947,0.15704824976348153,41,low_power
regime_only,all,transition,seed_flag,seed_volatile_chop_flag,true,11,151,1,0.09090909090909091,0.14285714285714285,0.0728476821192053,0.07000946073793755,11,low_power
split_only,all,all,metric_bin,day_to_target,"[0,20)",126,1092,22,0.1746031746031746,0.20952380952380953,0.11538461538461539,0.09413919413919414,126,ok
split_only,all,all,metric_bin,day_to_target,"[20,40)",224,1092,25,0.11160714285714286,0.23809523809523808,0.20512820512820512,0.03296703296703296,224,ok
split_only,all,all,metric_bin,day_to_target,"[40,60)",206,1092,16,0.07766990291262135,0.1523809523809524,0.18864468864468864,-0.036263736263736246,206,ok
split_only,all,all,metric_bin,day_to_target,"[60,90)",273,1092,21,0.07692307692307693,0.2,0.25,-0.04999999999999999,273,ok
split_only,all,all,metric_bin,day_to_target,"[90,120]",263,1092,21,0.07984790874524715,0.2,0.24084249084249085,-0.040842490842490836,263,ok
split_only,all,all,metric_bin,deepest_pre_target_ret_low,"[-0.04,0)",313,1092,14,0.04472843450479233,0.13333333333333333,0.2866300366300366,-0.15329670329670328,313,ok
split_only,all,all,metric_bin,deepest_pre_target_ret_low,"[-0.08,-0.04)",257,1092,11,0.042801556420233464,0.10476190476190476,0.23534798534798534,-0.13058608058608057,257,ok
split_only,all,all,metric_bin,deepest_pre_target_ret_low,"[-0.12,-0.08)",149,1092,19,0.12751677852348994,0.18095238095238095,0.13644688644688643,0.044505494505494514,149,ok
split_only,all,all,metric_bin,deepest_pre_target_ret_low,"[-0.2,-0.12)",153,1092,25,0.16339869281045752,0.23809523809523808,0.1401098901098901,0.09798534798534797,153,ok
split_only,all,all,metric_bin,deepest_pre_target_ret_low,"[-0.3,-0.2)",66,1092,15,0.22727272727272727,0.14285714285714285,0.06043956043956044,0.0824175824175824,66,low_power
split_only,all,all,metric_bin,deepest_pre_target_ret_low,"[-1,-0.3)",17,1092,6,0.35294117647058826,0.05714285714285714,0.015567765567765568,0.04157509157509157,17,low_power
split_only,all,all,metric_bin,deepest_pre_target_ret_low,"[0,0.5]",137,1092,15,0.10948905109489052,0.14285714285714285,0.12545787545787546,0.017399267399267393,137,ok
split_only,all,all,metric_bin,limit_like_up_day_count_to_target,"[0,1)",433,1092,37,0.08545034642032333,0.3523809523809524,0.3965201465201465,-0.04413919413919409,433,ok
split_only,all,all,metric_bin,limit_like_up_day_count_to_target,"[1,2)",283,1092,37,0.13074204946996468,0.3523809523809524,0.2591575091575092,0.09322344322344323,283,ok
split_only,all,all,metric_bin,limit_like_up_day_count_to_target,"[10,120]",0,1092,0,,0.0,0.0,0.0,0,low_power
split_only,all,all,metric_bin,limit_like_up_day_count_to_target,"[2,3)",175,1092,12,0.06857142857142857,0.11428571428571428,0.16025641025641027,-0.04597069597069599,175,ok
split_only,all,all,metric_bin,limit_like_up_day_count_to_target,"[3,5)",183,1092,15,0.08196721311475409,0.14285714285714285,0.16758241758241757,-0.02472527472527472,183,ok
split_only,all,all,metric_bin,limit_like_up_day_count_to_target,"[5,10)",18,1092,4,0.2222222222222222,0.0380952380952381,0.016483516483516484,0.021611721611721615,18,low_power
split_only,all,all,metric_bin,max_drawdown_to_target,"[-0.04,0]",2,1092,0,0.0,0.0,0.0018315018315018315,-0.0018315018315018315,2,low_power
split_only,all,all,metric_bin,max_drawdown_to_target,"[-0.08,-0.04)",15,1092,0,0.0,0.0,0.013736263736263736,-0.013736263736263736,15,low_power
split_only,all,all,metric_bin,max_drawdown_to_target,"[-0.12,-0.08)",200,1092,4,0.02,0.0380952380952381,0.18315018315018314,-0.14505494505494504,200,ok
split_only,all,all,metric_bin,max_drawdown_to_target,"[-0.2,-0.12)",541,1092,37,0.06839186691312385,0.3523809523809524,0.49542124542124544,-0.14304029304029303,541,ok
split_only,all,all,metric_bin,max_drawdown_to_target,"[-0.3,-0.2)",263,1092,48,0.18250950570342206,0.45714285714285713,0.24084249084249085,0.21630036630036628,263,ok
split_only,all,all,metric_bin,max_drawdown_to_target,"[-1,-0.3)",71,1092,16,0.22535211267605634,0.1523809523809524,0.06501831501831502,0.08736263736263737,71,low_power
split_only,all,all,metric_bin,max_gap_open_return_to_target,"[-0.05,0)",0,1092,0,,0.0,0.0,0.0,0,low_power
