reporting_view,split,path_regime_state,alignment_target,bucket_type,bucket_name,winner_n,non_null_metric_n,n11_bucket_and_target,n10_bucket_only,n01_target_only,n00_neither,jaccard,phi,p_target_given_bucket,p_bucket_given_target,power_flag
regime_only,all,risk_off,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,495,495,267,0,228,0,0.5393939393939394,,1.0,0.5393939393939394,ok
regime_only,all,risk_off,bridge_winner,seed_flag,seed_late_bloomer_flag,495,495,117,0,378,0,0.23636363636363636,,1.0,0.23636363636363636,ok
regime_only,all,risk_off,bridge_winner,seed_flag,seed_shakeout_reversal_flag,495,495,102,0,393,0,0.20606060606060606,,1.0,0.20606060606060606,ok
regime_only,all,risk_off,bridge_winner,seed_flag,seed_volatile_chop_flag,495,495,33,0,462,0,0.06666666666666667,,1.0,0.06666666666666667,ok
regime_only,all,risk_on,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,446,446,25,16,316,89,0.0700280112044818,-0.1161043764446131,0.6097560975609756,0.07331378299120235,ok
regime_only,all,risk_on,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,446,446,176,56,165,49,0.4433249370277078,-0.014610261662891366,0.7586206896551724,0.5161290322580645,ok
regime_only,all,risk_on,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,446,446,120,30,221,75,0.32345013477088946,0.05944085147049463,0.8,0.3519061583577713,ok
regime_only,all,risk_on,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,446,446,155,29,186,76,0.4189189189189189,0.15370837031595827,0.842391304347826,0.45454545454545453,ok
regime_only,all,risk_on,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,446,446,68,10,273,95,0.19373219373219372,0.11634983777585803,0.8717948717948718,0.19941348973607037,ok
regime_only,all,risk_on,bridge_winner,seed_flag,seed_early_momentum_flag,446,446,31,10,164,241,0.15121951219512195,0.20453584769058802,0.7560975609756098,0.15897435897435896,ok
regime_only,all,risk_on,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,446,446,94,138,101,113,0.2822822822822823,-0.06726814882287699,0.4051724137931034,0.48205128205128206,ok
regime_only,all,risk_on,bridge_winner,seed_flag,seed_late_bloomer_flag,446,446,58,92,137,159,0.20209059233449478,-0.07254841886634159,0.38666666666666666,0.29743589743589743,ok
regime_only,all,risk_on,bridge_winner,seed_flag,seed_shakeout_reversal_flag,446,446,62,122,133,129,0.19558359621451105,-0.1693871884244042,0.33695652173913043,0.31794871794871793,ok
regime_only,all,risk_on,bridge_winner,seed_flag,seed_volatile_chop_flag,446,446,27,51,168,200,0.10975609756097561,-0.08452005983101675,0.34615384615384615,0.13846153846153847,ok
regime_only,all,transition,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,151,151,5,14,47,85,0.07575757575757576,-0.0648444611743789,0.2631578947368421,0.09615384615384616,ok
regime_only,all,transition,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,151,151,15,71,37,28,0.12195121951219512,-0.4114121943183935,0.1744186046511628,0.28846153846153844,ok
regime_only,all,transition,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,151,151,14,18,38,81,0.2,0.10163534712700173,0.4375,0.2692307692307692,ok
regime_only,all,transition,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,151,151,12,29,40,70,0.14814814814814814,-0.06641136982775683,0.2926829268292683,0.23076923076923078,ok
regime_only,all,transition,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,151,151,0,11,52,88,0.0,-0.203149800073348,0.0,0.0,ok
regime_only,all,transition,bridge_winner,seed_flag,seed_early_momentum_flag,151,151,19,0,132,0,0.12582781456953643,,1.0,0.12582781456953643,ok
regime_only,all,transition,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,151,151,86,0,65,0,0.5695364238410596,,1.0,0.5695364238410596,ok
regime_only,all,transition,bridge_winner,seed_flag,seed_late_bloomer_flag,151,151,32,0,119,0,0.2119205298013245,,1.0,0.2119205298013245,ok
regime_only,all,transition,bridge_winner,seed_flag,seed_shakeout_reversal_flag,151,151,41,0,110,0,0.271523178807947,,1.0,0.271523178807947,ok
regime_only,all,transition,bridge_winner,seed_flag,seed_volatile_chop_flag,151,151,11,0,140,0,0.0728476821192053,,1.0,0.0728476821192053,ok
split_only,all,all,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,1092,1092,43,91,430,528,0.07624113475177305,-0.08472679332866372,0.3208955223880597,0.09090909090909091,ok
split_only,all,all,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,1092,1092,233,352,240,267,0.2824242424242424,-0.0755688664385046,0.39829059829059826,0.492600422832981,ok
split_only,all,all,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,1092,1092,149,150,324,469,0.2391653290529695,0.08076885923354159,0.4983277591973244,0.3150105708245243,ok
split_only,all,all,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,1092,1092,184,143,289,476,0.2987012987012987,0.17092160974848308,0.5626911314984709,0.3890063424947146,ok
split_only,all,all,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,1092,1092,70,52,403,567,0.13333333333333333,0.10064422003392336,0.5737704918032787,0.14799154334038056,ok
split_only,all,all,bridge_winner,seed_flag,seed_early_momentum_flag,1092,1092,124,10,717,241,0.14571092831962398,0.13798237283521345,0.9253731343283582,0.14744351961950058,ok
split_only,all,all,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,1092,1092,447,138,394,113,0.45658835546475995,-0.015430607705658295,0.764102564102564,0.5315101070154578,ok
split_only,all,all,bridge_winner,seed_flag,seed_late_bloomer_flag,1092,1092,207,92,634,159,0.22186495176848875,-0.11360123887279983,0.6923076923076923,0.24613555291319858,ok
split_only,all,all,bridge_winner,seed_flag,seed_shakeout_reversal_flag,1092,1092,205,122,636,129,0.21287642782969884,-0.22257721958271504,0.6269113149847095,0.2437574316290131,ok
split_only,all,all,bridge_winner,seed_flag,seed_volatile_chop_flag,1092,1092,71,51,770,200,0.0795964125560538,-0.15861844677067982,0.5819672131147541,0.08442330558858502,ok
split_only,robustness,all,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,618,618,16,51,249,302,0.05063291139240506,-0.1338707386674973,0.23880597014925373,0.06037735849056604,ok
split_only,robustness,all,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,618,618,153,202,112,151,0.32762312633832974,0.005125463828784155,0.4309859154929577,0.5773584905660377,ok
split_only,robustness,all,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,618,618,94,85,171,268,0.26857142857142857,0.12429850365685673,0.5251396648044693,0.35471698113207545,ok
split_only,robustness,all,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,618,618,112,73,153,280,0.33136094674556216,0.23324789161726991,0.6054054054054054,0.4226415094339623,ok
split_only,robustness,all,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,618,618,45,24,220,329,0.15570934256055363,0.16000884012101188,0.6521739130434783,0.16981132075471697,ok
split_only,robustness,all,bridge_winner,seed_flag,seed_early_momentum_flag,618,618,65,2,400,151,0.139186295503212,0.17590587253961598,0.9701492537313433,0.13978494623655913,ok
split_only,robustness,all,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,618,618,259,96,206,57,0.46167557932263814,-0.06150826290271211,0.7295774647887324,0.556989247311828,ok
split_only,robustness,all,bridge_winner,seed_flag,seed_late_bloomer_flag,618,618,123,56,342,97,0.236084452975048,-0.09657536929704662,0.6871508379888268,0.2645161290322581,ok
split_only,robustness,all,bridge_winner,seed_flag,seed_shakeout_reversal_flag,618,618,102,83,363,70,0.18613138686131386,-0.30452158111833405,0.5513513513513514,0.21935483870967742,ok
split_only,robustness,all,bridge_winner,seed_flag,seed_volatile_chop_flag,618,618,31,38,434,115,0.061630218687872766,-0.24900888255069284,0.4492753623188406,0.06666666666666667,ok
split_only,train,all,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,399,399,27,35,160,177,0.12162162162162163,-0.02852618065205897,0.43548387096774194,0.1443850267379679,ok
split_only,train,all,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,399,399,65,119,122,93,0.21241830065359477,-0.21395396103981873,0.3532608695652174,0.34759358288770054,ok
split_only,train,all,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,399,399,52,47,135,165,0.2222222222222222,0.06513442282318763,0.5252525252525253,0.27807486631016043,ok
split_only,train,all,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,399,399,68,54,119,158,0.2821576763485477,0.11797068587716035,0.5573770491803278,0.36363636363636365,ok
split_only,train,all,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,399,399,24,22,163,190,0.11483253588516747,0.03838874855006552,0.5217391304347826,0.12834224598930483,ok
split_only,train,all,bridge_winner,seed_flag,seed_early_momentum_flag,399,399,54,8,261,76,0.16718266253869968,0.08574026326253328,0.8709677419354839,0.17142857142857143,ok
split_only,train,all,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,399,399,153,31,162,53,0.4421965317919075,0.09541432188634652,0.8315217391304348,0.4857142857142857,ok
split_only,train,all,bridge_winner,seed_flag,seed_late_bloomer_flag,399,399,65,34,250,50,0.18624641833810887,-0.1872777395731228,0.6565656565656566,0.20634920634920634,ok
split_only,train,all,bridge_winner,seed_flag,seed_shakeout_reversal_flag,399,399,85,37,230,47,0.24147727272727273,-0.1509882094325994,0.6967213114754098,0.2698412698412698,ok
split_only,train,all,bridge_winner,seed_flag,seed_volatile_chop_flag,399,399,34,12,281,72,0.10397553516819572,-0.044576994389353336,0.7391304347826086,0.10793650793650794,ok
split_only,validation,all,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,75,75,0,5,21,49,0.0,-0.16666666666666666,0.0,0.0,low_power
split_only,validation,all,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,75,75,15,31,6,23,0.28846153846153844,0.1292744450932241,0.32608695652173914,0.7142857142857143,low_power
split_only,validation,all,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,75,75,3,18,18,36,0.07692307692307693,-0.19047619047619047,0.14285714285714285,0.14285714285714285,low_power
split_only,validation,all,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,75,75,4,16,17,38,0.10810810810810811,-0.1074430618700507,0.2,0.19047619047619047,low_power
split_only,validation,all,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,75,75,1,6,20,48,0.037037037037037035,-0.09799919151000505,0.14285714285714285,0.047619047619047616,low_power
split_only,validation,all,bridge_winner,seed_flag,seed_early_momentum_flag,75,75,5,0,56,14,0.08196721311475409,0.12803687993289598,1.0,0.08196721311475409,low_power
split_only,validation,all,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,75,75,35,11,26,3,0.4861111111111111,-0.16957886521514223,0.7608695652173914,0.5737704918032787,low_power
split_only,validation,all,bridge_winner,seed_flag,seed_late_bloomer_flag,75,75,19,2,42,12,0.30158730158730157,0.14632786278045254,0.9047619047619048,0.3114754098360656,low_power
split_only,validation,all,bridge_winner,seed_flag,seed_shakeout_reversal_flag,75,75,18,2,43,12,0.2857142857142857,0.13412757551971435,0.9,0.29508196721311475,low_power
split_only,validation,all,bridge_winner,seed_flag,seed_volatile_chop_flag,75,75,6,1,55,13,0.0967741935483871,0.03607409331105126,0.8571428571428571,0.09836065573770492,low_power
split_regime,all,all,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,1092,1092,43,91,430,528,0.07624113475177305,-0.08472679332866372,0.3208955223880597,0.09090909090909091,ok
split_regime,all,all,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,1092,1092,233,352,240,267,0.2824242424242424,-0.0755688664385046,0.39829059829059826,0.492600422832981,ok
split_regime,all,all,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,1092,1092,149,150,324,469,0.2391653290529695,0.08076885923354159,0.4983277591973244,0.3150105708245243,ok
split_regime,all,all,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,1092,1092,184,143,289,476,0.2987012987012987,0.17092160974848308,0.5626911314984709,0.3890063424947146,ok
split_regime,all,all,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,1092,1092,70,52,403,567,0.13333333333333333,0.10064422003392336,0.5737704918032787,0.14799154334038056,ok
split_regime,all,all,bridge_winner,seed_flag,seed_early_momentum_flag,1092,1092,124,10,717,241,0.14571092831962398,0.13798237283521345,0.9253731343283582,0.14744351961950058,ok
split_regime,all,all,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,1092,1092,447,138,394,113,0.45658835546475995,-0.015430607705658295,0.764102564102564,0.5315101070154578,ok
split_regime,all,all,bridge_winner,seed_flag,seed_late_bloomer_flag,1092,1092,207,92,634,159,0.22186495176848875,-0.11360123887279983,0.6923076923076923,0.24613555291319858,ok
split_regime,all,all,bridge_winner,seed_flag,seed_shakeout_reversal_flag,1092,1092,205,122,636,129,0.21287642782969884,-0.22257721958271504,0.6269113149847095,0.2437574316290131,ok
split_regime,all,all,bridge_winner,seed_flag,seed_volatile_chop_flag,1092,1092,71,51,770,200,0.0795964125560538,-0.15861844677067982,0.5819672131147541,0.08442330558858502,ok
split_regime,all,risk_off,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,495,495,13,61,67,354,0.09219858156028368,0.016013316202384737,0.17567567567567569,0.1625,ok
split_regime,all,risk_off,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,495,495,42,225,38,190,0.1377049180327869,-0.012678934540207283,0.15730337078651685,0.525,ok
split_regime,all,risk_off,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,495,495,15,102,65,313,0.08241758241758242,-0.05049787427268006,0.1282051282051282,0.1875,ok
split_regime,all,risk_off,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,495,495,17,85,63,330,0.10303030303030303,0.006989961400388435,0.16666666666666666,0.2125,ok
split_regime,all,risk_off,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,495,495,2,31,78,384,0.018018018018018018,-0.07333933110610719,0.06060606060606061,0.025,ok
split_regime,all,risk_off,bridge_winner,seed_flag,seed_early_momentum_flag,495,495,74,0,421,0,0.1494949494949495,,1.0,0.1494949494949495,ok
split_regime,all,risk_off,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,495,495,267,0,228,0,0.5393939393939394,,1.0,0.5393939393939394,ok
split_regime,all,risk_off,bridge_winner,seed_flag,seed_late_bloomer_flag,495,495,117,0,378,0,0.23636363636363636,,1.0,0.23636363636363636,ok
split_regime,all,risk_off,bridge_winner,seed_flag,seed_shakeout_reversal_flag,495,495,102,0,393,0,0.20606060606060606,,1.0,0.20606060606060606,ok
split_regime,all,risk_off,bridge_winner,seed_flag,seed_volatile_chop_flag,495,495,33,0,462,0,0.06666666666666667,,1.0,0.06666666666666667,ok
split_regime,all,risk_on,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,446,446,25,16,316,89,0.0700280112044818,-0.1161043764446131,0.6097560975609756,0.07331378299120235,ok
split_regime,all,risk_on,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,446,446,176,56,165,49,0.4433249370277078,-0.014610261662891366,0.7586206896551724,0.5161290322580645,ok
split_regime,all,risk_on,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,446,446,120,30,221,75,0.32345013477088946,0.05944085147049463,0.8,0.3519061583577713,ok
split_regime,all,risk_on,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,446,446,155,29,186,76,0.4189189189189189,0.15370837031595827,0.842391304347826,0.45454545454545453,ok
split_regime,all,risk_on,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,446,446,68,10,273,95,0.19373219373219372,0.11634983777585803,0.8717948717948718,0.19941348973607037,ok
split_regime,all,risk_on,bridge_winner,seed_flag,seed_early_momentum_flag,446,446,31,10,164,241,0.15121951219512195,0.20453584769058802,0.7560975609756098,0.15897435897435896,ok
split_regime,all,risk_on,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,446,446,94,138,101,113,0.2822822822822823,-0.06726814882287699,0.4051724137931034,0.48205128205128206,ok
split_regime,all,risk_on,bridge_winner,seed_flag,seed_late_bloomer_flag,446,446,58,92,137,159,0.20209059233449478,-0.07254841886634159,0.38666666666666666,0.29743589743589743,ok
split_regime,all,risk_on,bridge_winner,seed_flag,seed_shakeout_reversal_flag,446,446,62,122,133,129,0.19558359621451105,-0.1693871884244042,0.33695652173913043,0.31794871794871793,ok
split_regime,all,risk_on,bridge_winner,seed_flag,seed_volatile_chop_flag,446,446,27,51,168,200,0.10975609756097561,-0.08452005983101675,0.34615384615384615,0.13846153846153847,ok
split_regime,all,transition,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,151,151,5,14,47,85,0.07575757575757576,-0.0648444611743789,0.2631578947368421,0.09615384615384616,ok
split_regime,all,transition,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,151,151,15,71,37,28,0.12195121951219512,-0.4114121943183935,0.1744186046511628,0.28846153846153844,ok
split_regime,all,transition,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,151,151,14,18,38,81,0.2,0.10163534712700173,0.4375,0.2692307692307692,ok
split_regime,all,transition,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,151,151,12,29,40,70,0.14814814814814814,-0.06641136982775683,0.2926829268292683,0.23076923076923078,ok
split_regime,all,transition,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,151,151,0,11,52,88,0.0,-0.203149800073348,0.0,0.0,ok
split_regime,all,transition,bridge_winner,seed_flag,seed_early_momentum_flag,151,151,19,0,132,0,0.12582781456953643,,1.0,0.12582781456953643,ok
split_regime,all,transition,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,151,151,86,0,65,0,0.5695364238410596,,1.0,0.5695364238410596,ok
split_regime,all,transition,bridge_winner,seed_flag,seed_late_bloomer_flag,151,151,32,0,119,0,0.2119205298013245,,1.0,0.2119205298013245,ok
split_regime,all,transition,bridge_winner,seed_flag,seed_shakeout_reversal_flag,151,151,41,0,110,0,0.271523178807947,,1.0,0.271523178807947,ok
split_regime,all,transition,bridge_winner,seed_flag,seed_volatile_chop_flag,151,151,11,0,140,0,0.0728476821192053,,1.0,0.0728476821192053,ok
split_regime,robustness,all,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,618,618,16,51,249,302,0.05063291139240506,-0.1338707386674973,0.23880597014925373,0.06037735849056604,ok
split_regime,robustness,all,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,618,618,153,202,112,151,0.32762312633832974,0.005125463828784155,0.4309859154929577,0.5773584905660377,ok
split_regime,robustness,all,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,618,618,94,85,171,268,0.26857142857142857,0.12429850365685673,0.5251396648044693,0.35471698113207545,ok
split_regime,robustness,all,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,618,618,112,73,153,280,0.33136094674556216,0.23324789161726991,0.6054054054054054,0.4226415094339623,ok
split_regime,robustness,all,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,618,618,45,24,220,329,0.15570934256055363,0.16000884012101188,0.6521739130434783,0.16981132075471697,ok
split_regime,robustness,all,bridge_winner,seed_flag,seed_early_momentum_flag,618,618,65,2,400,151,0.139186295503212,0.17590587253961598,0.9701492537313433,0.13978494623655913,ok
split_regime,robustness,all,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,618,618,259,96,206,57,0.46167557932263814,-0.06150826290271211,0.7295774647887324,0.556989247311828,ok
split_regime,robustness,all,bridge_winner,seed_flag,seed_late_bloomer_flag,618,618,123,56,342,97,0.236084452975048,-0.09657536929704662,0.6871508379888268,0.2645161290322581,ok
split_regime,robustness,all,bridge_winner,seed_flag,seed_shakeout_reversal_flag,618,618,102,83,363,70,0.18613138686131386,-0.30452158111833405,0.5513513513513514,0.21935483870967742,ok
split_regime,robustness,all,bridge_winner,seed_flag,seed_volatile_chop_flag,618,618,31,38,434,115,0.061630218687872766,-0.24900888255069284,0.4492753623188406,0.06666666666666667,ok
split_regime,robustness,risk_off,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,294,294,6,35,40,213,0.07407407407407407,-0.011215093160030448,0.14634146341463414,0.13043478260869565,ok
split_regime,robustness,risk_off,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,294,294,27,149,19,99,0.13846153846153847,-0.010264906388341153,0.1534090909090909,0.5869565217391305,ok
split_regime,robustness,risk_off,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,294,294,10,58,36,190,0.09615384615384616,-0.014198563794516329,0.14705882352941177,0.21739130434782608,ok
split_regime,robustness,risk_off,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,294,294,8,46,38,202,0.08695652173913043,-0.01085592099852408,0.14814814814814814,0.17391304347826086,ok
split_regime,robustness,risk_off,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,294,294,0,18,46,230,0.0,-0.10998533626601496,0.0,0.0,ok
split_regime,robustness,risk_off,bridge_winner,seed_flag,seed_early_momentum_flag,294,294,41,0,253,0,0.13945578231292516,,1.0,0.13945578231292516,ok
split_regime,robustness,risk_off,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,294,294,176,0,118,0,0.5986394557823129,,1.0,0.5986394557823129,ok
split_regime,robustness,risk_off,bridge_winner,seed_flag,seed_late_bloomer_flag,294,294,68,0,226,0,0.23129251700680273,,1.0,0.23129251700680273,ok
split_regime,robustness,risk_off,bridge_winner,seed_flag,seed_shakeout_reversal_flag,294,294,54,0,240,0,0.1836734693877551,,1.0,0.1836734693877551,ok
split_regime,robustness,risk_off,bridge_winner,seed_flag,seed_volatile_chop_flag,294,294,18,0,276,0,0.061224489795918366,,1.0,0.061224489795918366,ok
split_regime,robustness,risk_on,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,279,279,9,12,198,60,0.0410958904109589,-0.2043157073667089,0.42857142857142855,0.043478260869565216,ok
split_regime,robustness,risk_on,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,279,279,122,34,85,38,0.5062240663900415,0.10324712412372647,0.782051282051282,0.5893719806763285,ok
split_regime,robustness,risk_on,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,279,279,77,23,130,49,0.3347826086956522,0.047938432095760646,0.77,0.3719806763285024,ok
split_regime,robustness,risk_on,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,279,279,103,19,104,53,0.4557522123893805,0.2061447657146335,0.8442622950819673,0.4975845410628019,ok
split_regime,robustness,risk_on,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,279,279,45,4,162,68,0.2132701421800948,0.18610752110867815,0.9183673469387755,0.21739130434782608,ok
split_regime,robustness,risk_on,bridge_winner,seed_flag,seed_early_momentum_flag,279,279,19,2,107,151,0.1484375,0.25978497955870977,0.9047619047619048,0.15079365079365079,ok
split_regime,robustness,risk_on,bridge_winner,seed_flag,seed_gap_or_event_driven_flag,279,279,60,96,66,57,0.2702702702702703,-0.15161482772348245,0.38461538461538464,0.47619047619047616,ok
split_regime,robustness,risk_on,bridge_winner,seed_flag,seed_late_bloomer_flag,279,279,44,56,82,97,0.24175824175824176,-0.01744164756847304,0.44,0.3492063492063492,ok
split_regime,robustness,risk_on,bridge_winner,seed_flag,seed_shakeout_reversal_flag,279,279,39,83,87,70,0.18660287081339713,-0.23371270692113294,0.319672131147541,0.30952380952380953,ok
split_regime,robustness,risk_on,bridge_winner,seed_flag,seed_volatile_chop_flag,279,279,11,38,115,115,0.06707317073170732,-0.21065348991713517,0.22448979591836735,0.0873015873015873,ok
split_regime,robustness,transition,E1_missed_winner_flag,seed_flag,seed_early_momentum_flag,45,45,1,4,11,29,0.0625,-0.05330017908890261,0.2,0.08333333333333333,low_power
split_regime,robustness,transition,E1_missed_winner_flag,seed_flag,seed_gap_or_event_driven_flag,45,45,4,19,8,14,0.12903225806451613,-0.21446102713439583,0.17391304347826086,0.3333333333333333,low_power
split_regime,robustness,transition,E1_missed_winner_flag,seed_flag,seed_late_bloomer_flag,45,45,7,4,5,29,0.4375,0.47551880425877446,0.6363636363636364,0.5833333333333334,low_power
split_regime,robustness,transition,E1_missed_winner_flag,seed_flag,seed_shakeout_reversal_flag,45,45,1,8,11,25,0.05,-0.17588161767036212,0.1111111111111111,0.08333333333333333,low_power
split_regime,robustness,transition,E1_missed_winner_flag,seed_flag,seed_volatile_chop_flag,45,45,0,2,12,31,0.0,-0.13005121775247103,0.0,0.0,low_power
