reporting_view,split,path_regime_state,metric,winner_n,non_null_metric_n,missing_rate,mean,std,min,max,power_flag,p01,p05,p10,p25,p50,p75,p90,p95,p99
regime_only,all,all,day_to_confirm,3075,3075,0.0,21.549918699186993,23.07130955297417,1.0,118.0,ok,1.0,1.0,2.0,5.0,13.0,30.0,57.0,73.0,97.0
regime_only,all,all,day_to_deepest_low_20,3075,3075,0.0,6.9417886178861785,6.047001444351634,1.0,20.0,ok,1.0,1.0,1.0,2.0,5.0,11.0,17.0,19.0,20.0
regime_only,all,all,day_to_deepest_pre_target_low,3075,3075,0.0,12.823089430894308,15.982238033119883,1.0,104.0,ok,1.0,1.0,1.0,2.0,6.0,17.0,36.0,47.0,70.51999999999953
regime_only,all,all,day_to_target,3075,3075,0.0,60.62113821138212,32.821651027830264,2.0,120.0,ok,4.0,11.0,18.0,32.0,58.0,90.0,107.0,114.0,119.0
regime_only,all,all,deepest_pre_target_ret_low,3075,3075,0.0,-0.06996560086447656,0.08103509021221698,-0.43099850968703424,0.2604386334879798,ok,-0.315335949441505,-0.22509888529306,-0.17983395653715006,-0.10952274095003,-0.05668290043290036,-0.019861448051887665,0.0063823691677336375,0.02812936277004091,0.11323951480451737
regime_only,all,all,deepest_ret_low_20,3075,3075,0.0,-0.058892845052135566,0.07209749704206098,-0.4157973174366616,0.2594254937163374,ok,-0.276659624788814,-0.18861490031479533,-0.15122228538942584,-0.09127228283015149,-0.04879679144385041,-0.016502807395000763,0.010243468920782633,0.03198318967898769,0.11323951480451737
regime_only,all,all,limit_like_up_day_count_to_target,3075,3075,0.0,1.2039024390243902,1.3433313413398218,0.0,9.0,ok,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0
regime_only,all,all,mae_120_recomputed,3075,3075,0.0,-0.07948856024074052,0.0820234087916678,-0.5753299954483386,0.2155172413793105,ok,-0.3402658344891354,-0.2341597796143251,-0.18966496308915382,-0.12193126022913259,-0.06225848003434953,-0.02414701455092816,0.0016746928175780833,0.019787315824419106,0.07603638636205834
regime_only,all,all,mae_20_recomputed,3075,3075,0.0,-0.05952906310312812,0.07032780665434724,-0.4157973174366616,0.2155172413793105,ok,-0.276659624788814,-0.18861490031479533,-0.15122228538942584,-0.09127228283015149,-0.04879679144385041,-0.016502807395000763,0.009958137660479129,0.03054468145359432,0.09228430967158295
regime_only,all,all,mae_60_recomputed,3075,3075,0.0,-0.07262980343630189,0.07798722911537548,-0.4494765589440145,0.2155172413793105,ok,-0.316327123404226,-0.2240327776817159,-0.17906876437849656,-0.11120247411566153,-0.05756731662024139,-0.021937842778793404,0.0039459938025674735,0.02362829587205534,0.07929153114524544
regime_only,all,all,max_drawdown_to_target,3075,3075,0.0,-0.18110528620542685,0.07072048904622558,-0.47887388418402377,0.0,ok,-0.4007627259161002,-0.3122527907365669,-0.27817201248935564,-0.22228647991302208,-0.16747741487143852,-0.12928541924824466,-0.10538699690402481,-0.09275128408145034,-0.07212505804055092
regime_only,all,all,max_gap_open_return_to_target,3075,3075,0.0,0.06141584713452638,0.04155998361395715,0.00039761431411533543,0.35586541376174585,ok,0.01300306506014882,0.01968436154949793,0.02432019553926046,0.035201923397435664,0.04991041719989764,0.07562595809913142,0.10009078529278259,0.13842627960275022,0.20010476689366152
regime_only,all,all,max_single_day_close_return_to_target,3075,3075,0.0,0.11991604408098022,0.045564065635148754,0.04477611940298498,0.374927113702624,ok,0.05849233656553032,0.06947697111631523,0.07808490358530684,0.09976798143851506,0.10015329586101185,0.1446063064724321,0.19994833461724654,0.20006759040216293,0.23771049518237172
regime_only,all,all,mfe_120_recomputed,3075,3075,0.0,0.9684802720745456,0.5830986979552417,0.5,4.937224129475233,ok,0.5035422688553185,0.5192467218895302,0.5412112890049168,0.6034150640275763,0.7694235588972429,1.088414458788896,1.6095360094916098,2.14674497542156,3.414096558622411
regime_only,all,all,mfe_20_recomputed,3075,3075,0.0,0.23745473258441155,0.2223080818691228,-0.0979857640466455,1.7247421223682355,ok,-0.028742970108980935,0.007127882599580637,0.03160140540764416,0.08216977683051097,0.1725688589094998,0.33053595559536386,0.5330508632423524,0.6425549063066691,1.0744154752628305
regime_only,all,all,mfe_60_recomputed,3075,3075,0.0,0.5737838716429154,0.45101751722367006,-0.05345155161494619,3.511627906976745,ok,0.006707676833727244,0.07854077253218872,0.1322143254839027,0.2868861913274269,0.506734693877551,0.6955602536997885,1.069820896840026,1.4474840418173522,2.3320636241531063
regime_only,all,risk_off,day_to_confirm,1393,1393,0.0,18.59224694903087,18.56474373542385,1.0,92.0,ok,1.0,1.0,2.0,5.0,12.0,26.0,44.0,59.0,84.07999999999993
regime_only,all,risk_off,day_to_deepest_low_20,1393,1393,0.0,6.1170136396267045,5.523065972981982,1.0,20.0,ok,1.0,1.0,1.0,1.0,4.0,9.0,15.0,18.0,20.0
regime_only,all,risk_off,day_to_deepest_pre_target_low,1393,1393,0.0,10.505384063173008,14.215354375253058,1.0,104.0,ok,1.0,1.0,1.0,2.0,5.0,13.0,28.0,41.0,65.23999999999978
regime_only,all,risk_off,day_to_target,1393,1393,0.0,57.74156496769562,31.71049179357668,2.0,120.0,ok,4.0,11.0,17.0,30.0,56.0,83.0,103.0,111.0,118.0
regime_only,all,risk_off,deepest_pre_target_ret_low,1393,1393,0.0,-0.051161090894038044,0.06701713036318072,-0.3789231212208465,0.2594254937163374,ok,-0.25707716625952004,-0.16611205834991002,-0.13546974461231695,-0.08231458842705786,-0.04256134969325154,-0.01602959309494445,0.00923158980401255,0.03456364986083083,0.11736296571690069
regime_only,all,risk_off,deepest_ret_low_20,1393,1393,0.0,-0.044020968475191234,0.06026971358808249,-0.36296515062020085,0.2594254937163374,ok,-0.21662125340599458,-0.14702105803800716,-0.11158143327981764,-0.0719656283566058,-0.03875968992248069,-0.01413702035109532,0.014611128510282794,0.03985191637630647,0.11736296571690069
regime_only,all,risk_off,limit_like_up_day_count_to_target,1393,1393,0.0,1.2153625269203159,1.290825061912947,0.0,5.0,ok,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0
regime_only,all,risk_off,mae_120_recomputed,1393,1393,0.0,-0.05686218052909447,0.0644076001945557,-0.3789231212208465,0.2155172413793105,ok,-0.2571324547778552,-0.18300740428703363,-0.14081647619157894,-0.0867818400964242,-0.045736687357072814,-0.017317612380250536,0.00542096383826246,0.023116058890217703,0.08621426149894429
regime_only,all,risk_off,mae_20_recomputed,1393,1393,0.0,-0.04474572119056051,0.057981644586586355,-0.36296515062020085,0.2155172413793105,ok,-0.21662125340599458,-0.14702105803800716,-0.11158143327981764,-0.0719656283566058,-0.03875968992248069,-0.01413702035109532,0.013247704943329257,0.038945758156589856,0.11315300619860309
regime_only,all,risk_off,mae_60_recomputed,1393,1393,0.0,-0.05261544235172,0.06284505498989582,-0.3789231212208465,0.2155172413793105,ok,-0.2513450686053426,-0.1651557398561215,-0.13518311246807999,-0.08342161016949146,-0.04256134969325154,-0.016260162601626105,0.007716107528958282,0.03039288361749448,0.0921142557808085
regime_only,all,risk_off,max_drawdown_to_target,1393,1393,0.0,-0.16728162565208543,0.0611248835532783,-0.4249533457744601,0.0,ok,-0.3367811336367398,-0.27817201248935564,-0.2534188034188034,-0.19689599258744495,-0.15801090625811476,-0.12080409633984446,-0.10073627844712174,-0.08615598967209903,-0.07174272318064406
regime_only,all,risk_off,max_gap_open_return_to_target,1393,1393,0.0,0.0625677179414982,0.04329035998595382,0.008510638297872353,0.35586541376174585,ok,0.013286633157579936,0.019553072625698276,0.024257319940158117,0.03615702479338845,0.04931048892603429,0.07638888888888884,0.10019562251872541,0.14855031372433455,0.20010476689366152
regime_only,all,risk_off,max_single_day_close_return_to_target,1393,1393,0.0,0.11741519867632935,0.04314583368271883,0.04477611940298498,0.374927113702624,ok,0.059301868133132124,0.06917700907029341,0.07812023191943829,0.09982788296041312,0.10012091898428044,0.13022648083623678,0.19981720001112832,0.20004682195949886,0.21226442078499894
regime_only,all,risk_off,mfe_120_recomputed,1393,1393,0.0,0.9755913697679032,0.559798750760867,0.5003591438011781,4.137452711223204,ok,0.5035036345690249,0.5209452118246494,0.5439693180176504,0.6122979214780602,0.783178590933916,1.0984756097560977,1.6763154017676893,2.226862038744303,3.284736784019424
regime_only,all,risk_off,mfe_20_recomputed,1393,1393,0.0,0.2508490417544014,0.2265939200112585,-0.04562500000000003,1.5325131810193322,ok,-0.01397949673811738,0.017379679144384985,0.04260286447553612,0.09573520050922979,0.18285950157370623,0.33962022068257625,0.5562291994307856,0.6610874478808375,1.1253192625588062
regime_only,all,risk_off,mfe_60_recomputed,1393,1393,0.0,0.6084147508995515,0.4492045819237545,-0.033623910336239016,3.511627906976745,ok,0.04462832048462223,0.1250372350056703,0.19778475242377566,0.33598841419261394,0.5253932584269663,0.7127867935086738,1.1252850815564799,1.4787811425983939,2.383693045563549
regime_only,all,risk_on,day_to_confirm,1268,1268,0.0,26.02287066246057,27.247880474123402,1.0,118.0,ok,1.0,1.0,2.0,5.0,13.0,39.0,70.0,82.64999999999986,106.65999999999985
regime_only,all,risk_on,day_to_deepest_low_20,1268,1268,0.0,7.933753943217666,6.496944539051623,1.0,20.0,ok,1.0,1.0,1.0,2.0,6.0,14.0,19.0,20.0,20.0
regime_only,all,risk_on,day_to_deepest_pre_target_low,1268,1268,0.0,15.571766561514195,17.588393721989878,1.0,96.0,ok,1.0,1.0,1.0,2.0,9.0,23.0,43.0,55.0,73.0
regime_only,all,risk_on,day_to_target,1268,1268,0.0,64.8667192429022,33.622591668735666,2.0,120.0,ok,4.0,11.350000000000001,19.0,35.75,65.0,95.0,111.0,116.0,119.0
regime_only,all,risk_on,deepest_pre_target_ret_low,1268,1268,0.0,-0.09204496245003235,0.09202405580723223,-0.43099850968703424,0.2604386334879798,ok,-0.34038968313240153,-0.2509116210689183,-0.22444258692590927,-0.1475327299005179,-0.07222116864769523,-0.029377309101787458,0.003378727832804101,0.024657534246575352,0.08680962886709889
regime_only,all,risk_on,deepest_ret_low_20,1268,1268,0.0,-0.07678248562190547,0.08249229837540493,-0.4157973174366616,0.24312788116783346,ok,-0.3095892538617418,-0.2275092572391307,-0.18442131048906973,-0.12344650449152964,-0.0625300769971126,-0.02301404290976547,0.006065045478562002,0.027102855887632605,0.08680962886709889
regime_only,all,risk_on,limit_like_up_day_count_to_target,1268,1268,0.0,1.1585173501577286,1.3657029126548756,0.0,9.0,ok,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0
regime_only,all,risk_on,mae_120_recomputed,1268,1268,0.0,-0.10253039580235235,0.09340369292850845,-0.5753299954483386,0.15322112594312243,ok,-0.37690193905939023,-0.2593965637661978,-0.2283464566929133,-0.16187489037226038,-0.08364154304284571,-0.033232412493987284,-0.0012756356350837241,0.013630406511647146,0.051743634574603334
regime_only,all,risk_on,mae_20_recomputed,1268,1268,0.0,-0.07745112766727402,0.08076095919194554,-0.4157973174366616,0.15465782333433808,ok,-0.3095892538617418,-0.2275092572391307,-0.18442131048906973,-0.12344650449152964,-0.0625300769971126,-0.02301404290976547,0.006065045478562002,0.02585193889541726,0.07051391497353587
regime_only,all,risk_on,mae_60_recomputed,1268,1268,0.0,-0.09546708752889795,0.08889516551794334,-0.4494765589440145,0.15322112594312243,ok,-0.34038968313240153,-0.25163140343461154,-0.22444258692590927,-0.14769189798201204,-0.07584160360225617,-0.031070618355999724,-0.00039854814603937176,0.016991794706781412,0.05938009787928222
regime_only,all,risk_on,max_drawdown_to_target,1268,1268,0.0,-0.19664087516365883,0.07793027567044618,-0.47887388418402377,-0.04855141674625907,ok,-0.4507707931611172,-0.3369718228601758,-0.3008904535100435,-0.24660397074190177,-0.18028103317590805,-0.13822433931367273,-0.1096333572969087,-0.09772423025435073,-0.08023255813953478
regime_only,all,risk_on,max_gap_open_return_to_target,1268,1268,0.0,0.06129197465692168,0.04026696065162484,0.004341328019358048,0.33052731893265563,ok,0.01261627782076988,0.020812685827552135,0.0259103317447833,0.035383732085725594,0.05114216769699165,0.0770567786790266,0.10008363534987463,0.13621402170991145,0.20020447092661117
regime_only,all,risk_on,max_single_day_close_return_to_target,1268,1268,0.0,0.12289944610640875,0.04864780883917874,0.046794287450623084,0.3502873709373888,ok,0.06052160197884956,0.06987447698744775,0.07685794920037625,0.09933142311365795,0.10016858701439446,0.15403104943689028,0.19999999999999996,0.20010087000378274,0.28310892894343165
regime_only,all,risk_on,mfe_120_recomputed,1268,1268,0.0,0.996457275452088,0.6056230684308671,0.5,4.937224129475233,ok,0.506096681096681,0.5205865062484306,0.5428631980502276,0.6095171849427168,0.7985257985257985,1.1395953205064897,1.6909012713875344,2.1612488364877396,3.809201388888889
regime_only,all,risk_on,mfe_20_recomputed,1268,1268,0.0,0.22070678832791016,0.2257554943408529,-0.0979857640466455,1.7247421223682355,ok,-0.04182214801477678,0.001388284603782331,0.01888406135413441,0.06616884331530798,0.15391175173748184,0.3116694745302302,0.5121767448803615,0.6221814294244737,1.0978071597893269
regime_only,all,risk_on,mfe_60_recomputed,1268,1268,0.0,0.5377601199624878,0.4575685703738158,-0.05345155161494619,3.043346774193549,ok,-0.007543689511936984,0.04280597882736825,0.09534332500821723,0.22059169287527408,0.46792824408571065,0.6956641800913215,1.0521575231144589,1.4176976494318025,2.2635184511192254
regime_only,all,transition,day_to_confirm,414,414,0.0,17.801932367149757,20.433661544176374,1.0,112.0,ok,1.0,1.0,2.0,4.0,10.0,23.75,44.0,65.34999999999997,94.87
regime_only,all,transition,day_to_deepest_low_20,414,414,0.0,6.678743961352657,5.871561730874235,1.0,20.0,ok,1.0,1.0,1.0,1.0,5.0,10.0,16.0,19.0,20.0
regime_only,all,transition,day_to_deepest_pre_target_low,414,414,0.0,12.202898550724637,15.145537426144033,1.0,79.0,ok,1.0,1.0,1.0,1.0,6.0,16.0,35.0,41.69999999999993,65.87
regime_only,all,transition,day_to_target,414,414,0.0,57.306763285024154,32.65848083748097,2.0,120.0,ok,5.13,12.0,16.0,29.25,52.0,87.75,104.0,112.0,120.0
regime_only,all,transition,deepest_pre_target_ret_low,414,414,0.0,-0.06561306921794535,0.07107004428394696,-0.34343530305909176,0.17150170648464158,ok,-0.244337574782107,-0.19677445564925655,-0.1644080900544285,-0.10541310541310533,-0.059535791326919996,-0.018269616838661684,0.004906006607158419,0.031803249386088146,0.10849351759990608
regime_only,all,transition,deepest_ret_low_20,414,414,0.0,-0.054140332562317206,0.06179881804188837,-0.28287955699123224,0.17150170648464158,ok,-0.21134089392928623,-0.1596322946307785,-0.13625174210518753,-0.08719923016290795,-0.05064753834995428,-0.01635582713021752,0.006305379746835493,0.03497870013240447,0.10849351759990608
regime_only,all,transition,limit_like_up_day_count_to_target,414,414,0.0,1.3043478260869565,1.4410550462347207,0.0,7.0,ok,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,6.0
regime_only,all,transition,mae_120_recomputed,414,414,0.0,-0.08504773764701873,0.0770853280375662,-0.40218078381795197,0.117741289547457,ok,-0.339539387707103,-0.21134089392928623,-0.1853932584269663,-0.12850467289719636,-0.07404213694114015,-0.03103139629921217,-0.0031121370225581316,0.01777406894889481,0.0745956059528783
regime_only,all,transition,mae_20_recomputed,414,414,0.0,-0.05437934671875538,0.061020137964189806,-0.28287955699123224,0.12627986348122855,ok,-0.21134089392928623,-0.1596322946307785,-0.13625174210518753,-0.08719923016290795,-0.05064753834995428,-0.01635582713021752,0.006305379746835493,0.03497870013240447,0.10849351759990608
regime_only,all,transition,mae_60_recomputed,414,414,0.0,-0.07002673281169025,0.0689595549980478,-0.34343530305909176,0.12627986348122855,ok,-0.244337574782107,-0.19645843826876608,-0.1679866036249014,-0.11171855010660975,-0.06213631831119609,-0.025052591405491265,0.0,0.02444878047415521,0.08781330001407699
regime_only,all,transition,max_drawdown_to_target,414,414,0.0,-0.18003579913239912,0.06793470033103827,-0.421818790261859,-0.09144607306935026,ok,-0.40817112629038055,-0.31820802510623647,-0.28076706645380217,-0.21089879688605806,-0.1595040088689214,-0.1316604708798017,-0.11078838174273864,-0.10546956341913212,-0.09281929471953221
regime_only,all,transition,max_gap_open_return_to_target,414,414,0.0,0.05791950478547088,0.03935155190236848,0.00039761431411533543,0.29030015065476866,ok,0.012850961242212713,0.019913271206040407,0.02291197493390773,0.03134182174338895,0.047816568729116105,0.0738461538461539,0.09972020222530414,0.13371562382349636,0.19999999999999996
regime_only,all,transition,max_single_day_close_return_to_target,414,414,0.0,0.11919315490328779,0.04323140794249204,0.046794287450623084,0.33658969804618133,ok,0.05849233656553032,0.07231441048034926,0.07857142857142851,0.09999395075917983,0.10026229432484213,0.14653229731135609,0.19392871662826927,0.1999287876090441,0.21116589125755159
regime_only,all,transition,mfe_120_recomputed,414,414,0.0,0.8588652977519118,0.5784850979141687,0.5000000000000002,4.40397284887203,ok,0.5029354207436398,0.514792899408284,0.5259413965871014,0.5772254006720547,0.6916440792869701,0.8873475517000555,1.3135351769045058,1.6433027022637896,4.130732155385232
regime_only,all,transition,mfe_20_recomputed,414,414,0.0,0.24368207713380277,0.1921765762318995,-0.035573122529644174,1.1217391304347828,ok,-0.007537231658079401,0.022855548991579346,0.0434679263812159,0.10194174757281549,0.19673918607694185,0.3449544277094914,0.5444985922892549,0.6077521495837315,0.7838955492935389
regime_only,all,transition,mfe_60_recomputed,414,414,0.0,0.5675937806436115,0.42845621816137247,0.006787330316742057,2.928031634446397,ok,0.042047531992687404,0.10799399854801157,0.1827586206896552,0.31402411690873233,0.5197020543356672,0.6460398010966232,0.9471500199419433,1.237929264053399,2.7209083058537633
split_only,all,all,day_to_confirm,3075,3075,0.0,21.549918699186993,23.07130955297417,1.0,118.0,ok,1.0,1.0,2.0,5.0,13.0,30.0,57.0,73.0,97.0
split_only,all,all,day_to_deepest_low_20,3075,3075,0.0,6.9417886178861785,6.047001444351634,1.0,20.0,ok,1.0,1.0,1.0,2.0,5.0,11.0,17.0,19.0,20.0
split_only,all,all,day_to_deepest_pre_target_low,3075,3075,0.0,12.823089430894308,15.982238033119883,1.0,104.0,ok,1.0,1.0,1.0,2.0,6.0,17.0,36.0,47.0,70.51999999999953
split_only,all,all,day_to_target,3075,3075,0.0,60.62113821138212,32.821651027830264,2.0,120.0,ok,4.0,11.0,18.0,32.0,58.0,90.0,107.0,114.0,119.0
split_only,all,all,deepest_pre_target_ret_low,3075,3075,0.0,-0.06996560086447656,0.08103509021221698,-0.43099850968703424,0.2604386334879798,ok,-0.315335949441505,-0.22509888529306,-0.17983395653715006,-0.10952274095003,-0.05668290043290036,-0.019861448051887665,0.0063823691677336375,0.02812936277004091,0.11323951480451737
split_only,all,all,deepest_ret_low_20,3075,3075,0.0,-0.058892845052135566,0.07209749704206098,-0.4157973174366616,0.2594254937163374,ok,-0.276659624788814,-0.18861490031479533,-0.15122228538942584,-0.09127228283015149,-0.04879679144385041,-0.016502807395000763,0.010243468920782633,0.03198318967898769,0.11323951480451737
split_only,all,all,limit_like_up_day_count_to_target,3075,3075,0.0,1.2039024390243902,1.3433313413398218,0.0,9.0,ok,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0
split_only,all,all,mae_120_recomputed,3075,3075,0.0,-0.07948856024074052,0.0820234087916678,-0.5753299954483386,0.2155172413793105,ok,-0.3402658344891354,-0.2341597796143251,-0.18966496308915382,-0.12193126022913259,-0.06225848003434953,-0.02414701455092816,0.0016746928175780833,0.019787315824419106,0.07603638636205834
split_only,all,all,mae_20_recomputed,3075,3075,0.0,-0.05952906310312812,0.07032780665434724,-0.4157973174366616,0.2155172413793105,ok,-0.276659624788814,-0.18861490031479533,-0.15122228538942584,-0.09127228283015149,-0.04879679144385041,-0.016502807395000763,0.009958137660479129,0.03054468145359432,0.09228430967158295
split_only,all,all,mae_60_recomputed,3075,3075,0.0,-0.07262980343630189,0.07798722911537548,-0.4494765589440145,0.2155172413793105,ok,-0.316327123404226,-0.2240327776817159,-0.17906876437849656,-0.11120247411566153,-0.05756731662024139,-0.021937842778793404,0.0039459938025674735,0.02362829587205534,0.07929153114524544
split_only,all,all,max_drawdown_to_target,3075,3075,0.0,-0.18110528620542685,0.07072048904622558,-0.47887388418402377,0.0,ok,-0.4007627259161002,-0.3122527907365669,-0.27817201248935564,-0.22228647991302208,-0.16747741487143852,-0.12928541924824466,-0.10538699690402481,-0.09275128408145034,-0.07212505804055092
split_only,all,all,max_gap_open_return_to_target,3075,3075,0.0,0.06141584713452638,0.04155998361395715,0.00039761431411533543,0.35586541376174585,ok,0.01300306506014882,0.01968436154949793,0.02432019553926046,0.035201923397435664,0.04991041719989764,0.07562595809913142,0.10009078529278259,0.13842627960275022,0.20010476689366152
split_only,all,all,max_single_day_close_return_to_target,3075,3075,0.0,0.11991604408098022,0.045564065635148754,0.04477611940298498,0.374927113702624,ok,0.05849233656553032,0.06947697111631523,0.07808490358530684,0.09976798143851506,0.10015329586101185,0.1446063064724321,0.19994833461724654,0.20006759040216293,0.23771049518237172
split_only,all,all,mfe_120_recomputed,3075,3075,0.0,0.9684802720745456,0.5830986979552417,0.5,4.937224129475233,ok,0.5035422688553185,0.5192467218895302,0.5412112890049168,0.6034150640275763,0.7694235588972429,1.088414458788896,1.6095360094916098,2.14674497542156,3.414096558622411
split_only,all,all,mfe_20_recomputed,3075,3075,0.0,0.23745473258441155,0.2223080818691228,-0.0979857640466455,1.7247421223682355,ok,-0.028742970108980935,0.007127882599580637,0.03160140540764416,0.08216977683051097,0.1725688589094998,0.33053595559536386,0.5330508632423524,0.6425549063066691,1.0744154752628305
split_only,all,all,mfe_60_recomputed,3075,3075,0.0,0.5737838716429154,0.45101751722367006,-0.05345155161494619,3.511627906976745,ok,0.006707676833727244,0.07854077253218872,0.1322143254839027,0.2868861913274269,0.506734693877551,0.6955602536997885,1.069820896840026,1.4474840418173522,2.3320636241531063
split_only,robustness,all,day_to_confirm,1761,1761,0.0,22.927314026121522,23.89706496093929,1.0,118.0,ok,1.0,1.0,2.0,5.0,14.0,32.0,60.0,74.0,101.40000000000009
split_only,robustness,all,day_to_deepest_low_20,1761,1761,0.0,7.128904031800114,6.080975306081338,1.0,20.0,ok,1.0,1.0,1.0,2.0,5.0,12.0,17.0,19.0,20.0
split_only,robustness,all,day_to_deepest_pre_target_low,1761,1761,0.0,13.314026121521863,16.579514734694516,1.0,101.0,ok,1.0,1.0,1.0,2.0,7.0,17.0,37.0,51.0,70.80000000000018
split_only,robustness,all,day_to_target,1761,1761,0.0,59.7427597955707,32.22349571729978,2.0,120.0,ok,3.0,11.0,19.0,32.0,58.0,87.0,105.0,113.0,119.0
split_only,robustness,all,deepest_pre_target_ret_low,1761,1761,0.0,-0.07152952148821053,0.08502264119247777,-0.41097760786455484,0.2604386334879798,ok,-0.33264908539086213,-0.23111111111111116,-0.18454545454545446,-0.1123066577000672,-0.05557025668166182,-0.01995012468827917,0.006427688504326179,0.031063321385902176,0.15068909091408028
