reporting_view,split,path_regime_state,overlap_type,seed_flag_a,seed_flag_b,seed_flag_overlap_n,winner_n,overlap_count,overlap_rate,power_flag
split_regime,train,all,pairwise,seed_gap_or_event_driven_flag,seed_early_momentum_flag,2,1080,70,0.06481481481481481,ok
split_regime,train,all,pairwise,seed_gap_or_event_driven_flag,seed_late_bloomer_flag,2,1080,108,0.1,ok
split_regime,train,all,pairwise,seed_shakeout_reversal_flag,seed_volatile_chop_flag,2,1080,92,0.08518518518518518,ok
split_regime,train,all,pairwise,seed_shakeout_reversal_flag,seed_early_momentum_flag,2,1080,0,0.0,ok
split_regime,train,all,pairwise,seed_shakeout_reversal_flag,seed_late_bloomer_flag,2,1080,180,0.16666666666666666,ok
split_regime,train,all,pairwise,seed_volatile_chop_flag,seed_early_momentum_flag,2,1080,0,0.0,ok
split_regime,train,all,pairwise,seed_volatile_chop_flag,seed_late_bloomer_flag,2,1080,46,0.04259259259259259,ok
split_regime,train,risk_off,overlap_n,,,0,440,130,0.29545454545454547,ok
split_regime,train,risk_off,overlap_n,,,1,440,165,0.375,ok
split_regime,train,risk_off,overlap_n,,,2,440,112,0.2545454545454545,ok
split_regime,train,risk_off,overlap_n,,,3,440,27,0.06136363636363636,ok
split_regime,train,risk_off,overlap_n,,,4,440,6,0.013636363636363636,ok
split_regime,train,risk_off,overlap_n,,,5,440,0,0.0,ok
split_regime,train,risk_off,pairwise,seed_early_momentum_flag,seed_late_bloomer_flag,2,440,0,0.0,ok
split_regime,train,risk_off,pairwise,seed_gap_or_event_driven_flag,seed_shakeout_reversal_flag,2,440,57,0.12954545454545455,ok
split_regime,train,risk_off,pairwise,seed_gap_or_event_driven_flag,seed_volatile_chop_flag,2,440,19,0.04318181818181818,ok
split_regime,train,risk_off,pairwise,seed_gap_or_event_driven_flag,seed_early_momentum_flag,2,440,39,0.08863636363636364,ok
split_regime,train,risk_off,pairwise,seed_gap_or_event_driven_flag,seed_late_bloomer_flag,2,440,33,0.075,ok
split_regime,train,risk_off,pairwise,seed_shakeout_reversal_flag,seed_volatile_chop_flag,2,440,18,0.04090909090909091,ok
split_regime,train,risk_off,pairwise,seed_shakeout_reversal_flag,seed_early_momentum_flag,2,440,0,0.0,ok
split_regime,train,risk_off,pairwise,seed_shakeout_reversal_flag,seed_late_bloomer_flag,2,440,54,0.12272727272727273,ok
split_regime,train,risk_off,pairwise,seed_volatile_chop_flag,seed_early_momentum_flag,2,440,0,0.0,ok
split_regime,train,risk_off,pairwise,seed_volatile_chop_flag,seed_late_bloomer_flag,2,440,9,0.020454545454545454,ok
split_regime,train,risk_on,overlap_n,,,0,388,84,0.21649484536082475,ok
split_regime,train,risk_on,overlap_n,,,1,388,140,0.36082474226804123,ok
split_regime,train,risk_on,overlap_n,,,2,388,91,0.2345360824742268,ok
split_regime,train,risk_on,overlap_n,,,3,388,63,0.16237113402061856,ok
split_regime,train,risk_on,overlap_n,,,4,388,10,0.02577319587628866,ok
split_regime,train,risk_on,overlap_n,,,5,388,0,0.0,ok
split_regime,train,risk_on,pairwise,seed_early_momentum_flag,seed_late_bloomer_flag,2,388,0,0.0,ok
split_regime,train,risk_on,pairwise,seed_gap_or_event_driven_flag,seed_shakeout_reversal_flag,2,388,67,0.17268041237113402,ok
split_regime,train,risk_on,pairwise,seed_gap_or_event_driven_flag,seed_volatile_chop_flag,2,388,32,0.08247422680412371,ok
split_regime,train,risk_on,pairwise,seed_gap_or_event_driven_flag,seed_early_momentum_flag,2,388,17,0.04381443298969072,ok
split_regime,train,risk_on,pairwise,seed_gap_or_event_driven_flag,seed_late_bloomer_flag,2,388,53,0.13659793814432988,ok
split_regime,train,risk_on,pairwise,seed_shakeout_reversal_flag,seed_volatile_chop_flag,2,388,48,0.12371134020618557,ok
split_regime,train,risk_on,pairwise,seed_shakeout_reversal_flag,seed_early_momentum_flag,2,388,0,0.0,ok
split_regime,train,risk_on,pairwise,seed_shakeout_reversal_flag,seed_late_bloomer_flag,2,388,95,0.24484536082474226,ok
split_regime,train,risk_on,pairwise,seed_volatile_chop_flag,seed_early_momentum_flag,2,388,0,0.0,ok
split_regime,train,risk_on,pairwise,seed_volatile_chop_flag,seed_late_bloomer_flag,2,388,28,0.07216494845360824,ok
split_regime,train,transition,overlap_n,,,0,252,50,0.1984126984126984,ok
split_regime,train,transition,overlap_n,,,1,252,111,0.44047619047619047,ok
split_regime,train,transition,overlap_n,,,2,252,57,0.2261904761904762,ok
split_regime,train,transition,overlap_n,,,3,252,29,0.11507936507936507,ok
split_regime,train,transition,overlap_n,,,4,252,5,0.01984126984126984,ok
split_regime,train,transition,overlap_n,,,5,252,0,0.0,ok
split_regime,train,transition,pairwise,seed_early_momentum_flag,seed_late_bloomer_flag,2,252,0,0.0,ok
split_regime,train,transition,pairwise,seed_gap_or_event_driven_flag,seed_shakeout_reversal_flag,2,252,50,0.1984126984126984,ok
split_regime,train,transition,pairwise,seed_gap_or_event_driven_flag,seed_volatile_chop_flag,2,252,22,0.0873015873015873,ok
split_regime,train,transition,pairwise,seed_gap_or_event_driven_flag,seed_early_momentum_flag,2,252,14,0.05555555555555555,ok
split_regime,train,transition,pairwise,seed_gap_or_event_driven_flag,seed_late_bloomer_flag,2,252,22,0.0873015873015873,ok
split_regime,train,transition,pairwise,seed_shakeout_reversal_flag,seed_volatile_chop_flag,2,252,26,0.10317460317460317,ok
split_regime,train,transition,pairwise,seed_shakeout_reversal_flag,seed_early_momentum_flag,2,252,0,0.0,ok
split_regime,train,transition,pairwise,seed_shakeout_reversal_flag,seed_late_bloomer_flag,2,252,31,0.12301587301587301,ok
split_regime,train,transition,pairwise,seed_volatile_chop_flag,seed_early_momentum_flag,2,252,0,0.0,ok
split_regime,train,transition,pairwise,seed_volatile_chop_flag,seed_late_bloomer_flag,2,252,9,0.03571428571428571,ok
split_regime,validation,all,overlap_n,,,0,234,44,0.18803418803418803,ok
split_regime,validation,all,overlap_n,,,1,234,112,0.47863247863247865,ok
split_regime,validation,all,overlap_n,,,2,234,54,0.23076923076923078,ok
split_regime,validation,all,overlap_n,,,3,234,24,0.10256410256410256,ok
split_regime,validation,all,overlap_n,,,4,234,0,0.0,ok
split_regime,validation,all,overlap_n,,,5,234,0,0.0,ok
split_regime,validation,all,pairwise,seed_early_momentum_flag,seed_late_bloomer_flag,2,234,0,0.0,ok
split_regime,validation,all,pairwise,seed_gap_or_event_driven_flag,seed_shakeout_reversal_flag,2,234,42,0.1794871794871795,ok
split_regime,validation,all,pairwise,seed_gap_or_event_driven_flag,seed_volatile_chop_flag,2,234,13,0.05555555555555555,ok
split_regime,validation,all,pairwise,seed_gap_or_event_driven_flag,seed_early_momentum_flag,2,234,8,0.03418803418803419,ok
split_regime,validation,all,pairwise,seed_gap_or_event_driven_flag,seed_late_bloomer_flag,2,234,27,0.11538461538461539,ok
split_regime,validation,all,pairwise,seed_shakeout_reversal_flag,seed_volatile_chop_flag,2,234,16,0.06837606837606838,ok
split_regime,validation,all,pairwise,seed_shakeout_reversal_flag,seed_early_momentum_flag,2,234,0,0.0,ok
split_regime,validation,all,pairwise,seed_shakeout_reversal_flag,seed_late_bloomer_flag,2,234,17,0.07264957264957266,ok
split_regime,validation,all,pairwise,seed_volatile_chop_flag,seed_early_momentum_flag,2,234,0,0.0,ok
split_regime,validation,all,pairwise,seed_volatile_chop_flag,seed_late_bloomer_flag,2,234,3,0.01282051282051282,ok
split_regime,validation,risk_off,overlap_n,,,0,142,35,0.24647887323943662,ok
split_regime,validation,risk_off,overlap_n,,,1,142,62,0.43661971830985913,ok
split_regime,validation,risk_off,overlap_n,,,2,142,28,0.19718309859154928,ok
split_regime,validation,risk_off,overlap_n,,,3,142,17,0.11971830985915492,ok
split_regime,validation,risk_off,overlap_n,,,4,142,0,0.0,ok
split_regime,validation,risk_off,overlap_n,,,5,142,0,0.0,ok
split_regime,validation,risk_off,pairwise,seed_early_momentum_flag,seed_late_bloomer_flag,2,142,0,0.0,ok
split_regime,validation,risk_off,pairwise,seed_gap_or_event_driven_flag,seed_shakeout_reversal_flag,2,142,19,0.13380281690140844,ok
split_regime,validation,risk_off,pairwise,seed_gap_or_event_driven_flag,seed_volatile_chop_flag,2,142,6,0.04225352112676056,ok
split_regime,validation,risk_off,pairwise,seed_gap_or_event_driven_flag,seed_early_momentum_flag,2,142,8,0.056338028169014086,ok
split_regime,validation,risk_off,pairwise,seed_gap_or_event_driven_flag,seed_late_bloomer_flag,2,142,20,0.14084507042253522,ok
split_regime,validation,risk_off,pairwise,seed_shakeout_reversal_flag,seed_volatile_chop_flag,2,142,9,0.06338028169014084,ok
split_regime,validation,risk_off,pairwise,seed_shakeout_reversal_flag,seed_early_momentum_flag,2,142,0,0.0,ok
split_regime,validation,risk_off,pairwise,seed_shakeout_reversal_flag,seed_late_bloomer_flag,2,142,14,0.09859154929577464,ok
split_regime,validation,risk_off,pairwise,seed_volatile_chop_flag,seed_early_momentum_flag,2,142,0,0.0,ok
split_regime,validation,risk_off,pairwise,seed_volatile_chop_flag,seed_late_bloomer_flag,2,142,3,0.02112676056338028,ok
split_regime,validation,risk_on,overlap_n,,,0,53,3,0.05660377358490566,low_power
split_regime,validation,risk_on,overlap_n,,,1,53,35,0.660377358490566,low_power
split_regime,validation,risk_on,overlap_n,,,2,53,12,0.22641509433962265,low_power
split_regime,validation,risk_on,overlap_n,,,3,53,3,0.05660377358490566,low_power
split_regime,validation,risk_on,overlap_n,,,4,53,0,0.0,low_power
split_regime,validation,risk_on,overlap_n,,,5,53,0,0.0,low_power
split_regime,validation,risk_on,pairwise,seed_early_momentum_flag,seed_late_bloomer_flag,2,53,0,0.0,low_power
split_regime,validation,risk_on,pairwise,seed_gap_or_event_driven_flag,seed_shakeout_reversal_flag,2,53,12,0.22641509433962265,low_power
split_regime,validation,risk_on,pairwise,seed_gap_or_event_driven_flag,seed_volatile_chop_flag,2,53,5,0.09433962264150944,low_power
split_regime,validation,risk_on,pairwise,seed_gap_or_event_driven_flag,seed_early_momentum_flag,2,53,0,0.0,low_power
split_regime,validation,risk_on,pairwise,seed_gap_or_event_driven_flag,seed_late_bloomer_flag,2,53,0,0.0,low_power
split_regime,validation,risk_on,pairwise,seed_shakeout_reversal_flag,seed_volatile_chop_flag,2,53,4,0.07547169811320754,low_power
split_regime,validation,risk_on,pairwise,seed_shakeout_reversal_flag,seed_early_momentum_flag,2,53,0,0.0,low_power
split_regime,validation,risk_on,pairwise,seed_shakeout_reversal_flag,seed_late_bloomer_flag,2,53,0,0.0,low_power
split_regime,validation,risk_on,pairwise,seed_volatile_chop_flag,seed_early_momentum_flag,2,53,0,0.0,low_power
split_regime,validation,risk_on,pairwise,seed_volatile_chop_flag,seed_late_bloomer_flag,2,53,0,0.0,low_power
split_regime,validation,transition,overlap_n,,,0,39,6,0.15384615384615385,low_power
split_regime,validation,transition,overlap_n,,,1,39,15,0.38461538461538464,low_power
split_regime,validation,transition,overlap_n,,,2,39,14,0.358974358974359,low_power
split_regime,validation,transition,overlap_n,,,3,39,4,0.10256410256410256,low_power
split_regime,validation,transition,overlap_n,,,4,39,0,0.0,low_power
split_regime,validation,transition,overlap_n,,,5,39,0,0.0,low_power
split_regime,validation,transition,pairwise,seed_early_momentum_flag,seed_late_bloomer_flag,2,39,0,0.0,low_power
split_regime,validation,transition,pairwise,seed_gap_or_event_driven_flag,seed_shakeout_reversal_flag,2,39,11,0.28205128205128205,low_power
split_regime,validation,transition,pairwise,seed_gap_or_event_driven_flag,seed_volatile_chop_flag,2,39,2,0.05128205128205128,low_power
split_regime,validation,transition,pairwise,seed_gap_or_event_driven_flag,seed_early_momentum_flag,2,39,0,0.0,low_power
split_regime,validation,transition,pairwise,seed_gap_or_event_driven_flag,seed_late_bloomer_flag,2,39,7,0.1794871794871795,low_power
split_regime,validation,transition,pairwise,seed_shakeout_reversal_flag,seed_volatile_chop_flag,2,39,3,0.07692307692307693,low_power
split_regime,validation,transition,pairwise,seed_shakeout_reversal_flag,seed_early_momentum_flag,2,39,0,0.0,low_power
split_regime,validation,transition,pairwise,seed_shakeout_reversal_flag,seed_late_bloomer_flag,2,39,3,0.07692307692307693,low_power
split_regime,validation,transition,pairwise,seed_volatile_chop_flag,seed_early_momentum_flag,2,39,0,0.0,low_power
split_regime,validation,transition,pairwise,seed_volatile_chop_flag,seed_late_bloomer_flag,2,39,0,0.0,low_power
